Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,,,,,,,,,,,,,,,,,,,,,,,,
edgy,https://www.zalando.co.uk/superdry-day-dress-mixed-black-floral-su221c0oy-q12.html,Superdry,Day dress,54.99,2,black multi-coloured,Lace,100% viscose,--,"Do not bleach, do not tumble dry",--,--,--,,Round neckline,Floral,--,SU221C0OY-Q12,Short,Long,Long,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/superdry-tonal-city-day-dress-aubergine-su221c0og-i11.html,Superdry,TONAL CITY  ,41.99,2,burgundy,Sweat,100% cotton,--,"Do not bleach, do not tumble dry",Hood,--,--,Hooded dresses,--,Prints in general,Elasticated waist,SU221C0OG-I11,Short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,100% cotton,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/noisy-may-nmhelene-dress-day-dress-clove-nm321c0hx-j11.html,Noisy May,NMHELENE DRESS ,30.99,1,brown,Sweat,"65% polyester, 35% cotton",--,"Do not tumble dry, Machine wash on gentle cycle, Do not bleach",Hood,--,--,Hooded dresses,--,Plain,Zip fastening,NM321C0HX-J11,Calf length,Long,Long,--,Loose Fit,Loose fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/naf-naf-nuisette-day-dress-bleu-marineblanc-na521c189-k11.html,NAF NAF,NUISETTE ,69.99,2,navy,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,Wrap dresses,Low v-neck,Polka dot,Adjustable straps,NA521C189-K11,Calf length,Spaghetti straps,Spaghetti straps,"52.0 "" (Size 8)",Slim Fit,Slim fit,--,"13.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-dark-blue-tha21c0b0-k11.html,The Kooples,ROBE ,414.99,5,electric blue,--,100% silk,100% viscose,Do not wash,--,--,Zip,,Low v-neck,Prints in general,"Button row, slip",THA21C0B0-K11,Calf length,Short,Short,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/desigual-day-dress-verde-caza-de121c0ys-n11.html,Desigual,VEST LAILA ,119.99,3,army green,--,"97% cotton, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,Button,Button down dresses,--,--,"Belt included, embroidery",DE121C0YS-N11,Extra short,Short,Short,"33.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M","14.0 "" (Size M)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/mykke-hofmann-kusi-cocktail-dress-party-dress-beige-myd21c01v-b12.html,Mykke Hofmann,KUSI ,299.99,5,sand,Satin,100% lyocell,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Bow/shawl collar,--,Zip,,--,Plain,--,MYD21C01V-B12,Calf length,"24.5 "" (Size S)",Long,"46.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-ivory-sg721c0cs-a11.html,Swing,Cocktail dress / Party dress,114.99,3,white,"Lace, chiffon",100% polyester,"97% polyester, 3% elastane",Hand wash only,--,--,Zip,Accentuating the waist,Round neckline,Plain,"Belt included, slip, sequins",SG721C0CS-A11,Short,Extra short,Short,"36.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","12.0 "" (Size 10)",No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/tommy-jeans-signature-bodycon-dress-shift-dress-fresh-pink-tob21c071-j11.html,Tommy Hilfiger,SIGNATURE BODYCON DRESS ,64.99,2,pink,Jersey,"72% polyester, 23% modal, 5% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bodycon dresses,strapless,Plain,"Bust darts, embroidery",TOB21C071-J11,Extra short,Strapless,Strapless,"27.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/mavi-button-dress-day-dress-britany-blue-fun-ma621c023-t11.html,Mavi,BUTTON DRESS ,49.99,2,bright multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Low v-neck,Floral,Adjustable straps,MA621C023-T11,Calf length,Spaghetti straps,Spaghetti straps,"44.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-blackorange-tha21c0b8-h11.html,The Kooples,ROBE ,314.99,5,black multi-coloured,Chiffon,"95% viscose, 5% metal",100% viscose,Dry clean only,--,--,Zip,,Low v-neck,Floral,"Elasticated waist, slip",THA21C0B8-H11,Short,"24.5 "" (Size 8)",Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,--,"14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/vero-moda-vmsimply-easy-long-shirt-dress-black-ve121c2th-q11.html,Vero Moda,VMSIMPLY EASY LONG ,32.99,1,black,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Floral,"Belt included, bust darts",VE121C2TH-Q11,Calf length,Short,Short,"48.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/na-kd-frill-v-neck-mini-dress-day-dress-black-naa21c0p6-q11.html,NA-KD,FRILL V NECK MINI DRESS ,49.99,2,black,Chiffon,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Bow,NAA21C0P6-Q11,Extra short,"24.5 "" (Size 8)",Long,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/day-birger-et-mikkelsen-kinsley-modern-drape-cocktail-dress-party-dress-bok-choy-da321c06q-m11.html,DAY Birger et Mikkelsen,KINSLEY MODERN DRAPE ,209.99,5,pastel green,Satin,100% polyester,--,--,--,--,--,Wrap dresses,Low v-neck,Plain,Bow,DA321C06Q-M11,Calf length,"19.5 "" (Size 8)",Long,"50.0 "" (Size 8)",Loose Fit,Loose fit,--,"14.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/the-kooples-robe-col-et-manches-smockesen-imprime-flowers-cocktail-dress-party-dress-blackred-tha21c0be-g11.html,The Kooples,ROBE COL ET MANCHES SMOCKESEN IMPRIME FLOWERS ,314.99,5,black/red,--,100% viscose,100% viscose,Dry clean only,Standing collar,--,--,,--,Floral,Slip,THA21C0BE-G11,Knee length,"28.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/esprit-collection-day-dress-off-white-es421c1m9-a11.html,Esprit,Day dress,75,2,white multi-coloured,--,100% viscose,100% viscose,--,Standing collar,--,--,,--,Prints in general,Slip,ES421C1M9-A11,Knee length,Sleeveless,Sleeveless,--,Slim Fit,Slim fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/weekend-maxmara-faiti-day-dress-ciliegia-mw721c091-g11.html,WEEKEND MaxMara,FAITI ,259.99,5,red,--,100% cotton,--,Hand wash only,--,--,--,Wrap dresses,Low v-neck,Plain,"Belt included, inseam pockets",MW721C091-G11,Short,"21.5 "" (Size 8)",Long,"36.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/tommy-hilfiger-midi-dress-day-dress-white-to121c0i7-a11.html,Tommy Hilfiger,MIDI DRESS ,93.49,3,white,PiquÃ©,"96% cotton, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,Polo dresses,--,Plain,Belt included,TO121C0I7-A11,Calf length,Sleeveless,Sleeveless,"48.5 "" (Size S)",Regular Fit,Regular fit,--,--,Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/mango-carol-day-dress-rouge-m9121c5kf-g11.html,Mango,CAROL ,49.99,2,red,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,--,,Round neckline,Floral,--,M9121C5KF-G11,Calf length,3/4 length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/noa-noa-dotted-moss-day-dress-brown-nn121c0em-o11.html,Noa Noa,DOTTED MOSS ,119.99,3,brown,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Low v-neck,Prints in general,--,NN121C0EM-O11,Calf length,"22.0 "" (Size 8)",Long,"46.5 "" (Size 8)",Loose Fit,Loose fit,--,"14.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/esprit-dresses-day-dress-light-khaki-es121c220-n11.html,Esprit,DRESSES ,59.99,2,army green,PiquÃ©,"60% viscose, 40% polyamide",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Accentuating the waist,Low v-neck,Plain,"Belt included, inseam pockets",ES121C220-N11,Short,Short,Short,"38.5 "" (Size 8)",Loose Fit,Loose fit,--,"19.5 "" (Size 8)",No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/kaffe-kafilana-dress-day-dress-vista-blue-ka321c0sb-k11.html,Kaffe,KAFILANA DRESS ,64.99,2,pastel blue,--,"55% polyester, 45% viscose",--,--,Mandarin collar,--,Button,,Round neckline,Checked,Bust darts,KA321C0SB-K11,Knee length,Short,Short,"36.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/calvin-klein-jeans-long-dress-day-dress-black-c1821c0ab-q11.html,Calvin Klein,LONG  DRESS ,64.99,2,black,Rib,"94% cotton, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Plain,--,C1821C0AB-Q11,Calf length,Short,Short,"46.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/the-kooples-robe-cocktail-dress-party-dress-black-white-tha21c0ar-q11.html,The Kooples,ROBE ,294.99,5,black,Chiffon,100% viscose,100% viscose,Hand wash only,--,--,Zip,,Low v-neck,Prints in general,Slip,THA21C0AR-Q11,--,"25.5 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/love-moschino-day-dress-black-lo921c084-q11.html,Love Moschino,Day dress,184.99,4,black,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,--,--,LO921C084-Q11,Short,"23.5 "" (Size 8)",Long,"31.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/esprit-light-day-dress-black-es121c235-q12.html,Esprit,LIGHT  ,29.99,1,black,--,100% viscose,--,"Do not bleach, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Prints in general,--,ES121C235-Q12,Knee length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/vero-moda-vmoctavials-noos-day-dress-chili-oil-ve121c2v2-g11.html,Vero Moda,VMOCTAVIALS HOODIE DRESS ,23.99,1,red,Sweat,"60% cotton, 40% polyester",--,Machine wash at 40Â°C,Hood,--,--,Hooded dresses,--,Plain,--,VE121C2V2-G11,Thigh length,"26.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/mykke-hofmann-kemana-day-dress-beige-myd21c01y-b11.html,Mykke Hofmann,KEMANA ,229.99,5,sand,Satin,100% lyocell,--,Hand wash only,--,--,--,,Low v-neck,Plain,"Bust darts, adjustable straps, fringing",MYD21C01Y-B11,Calf length,Sleeveless,Sleeveless,"42.5 "" (Size S/M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S/M","17.5 "" (Size S/M)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/adrianna-papell-halter-gown-occasion-wear-ivory-ad421c0eq-a11.html,Adrianna Papell,HALTER GOWN ,244.99,5,white,Chiffon,"88% polyester, 12% elastane",100% polyester,Dry clean only,Standing collar,--,Hook fasteningÂ ,,Round neckline,Plain,"Zip fastening, slip, rhinestones",AD421C0EQ-A11,Maxi/long,Sleeveless,Sleeveless,"62.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,yes,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/marc-opolo-dress-hood-day-dress-black-ma321c0qo-q11.html,Marc'o polo,DRESS HOOD ,108.49,3,black,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Plain,Elasticated waist,MA321C0QO-Q11,Knee length,"27.5 "" (Size S)",Long,"37.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size S",--,No,Yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/vila-visateeny-v-neck-short-dress-cocktail-dress-party-dress-dusty-cedar-v1021c2wt-f11.html,Vila,VISATEENY V NECK SHORT DRESS ,43.99,2,dusty pink,Satin,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,V-neck,Plain,--,V1021C2WT-F11,Short,Short,Short,"33.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/pinko-ardea-dress-cocktail-dress-party-dress-black-p6921c0b7-q11.html,Pinko,ARDEA DRESS ,279.99,5,black,Satin,100% polyester,--,Dry clean only,Volant/frill collar,--,--,,--,Plain,--,P6921C0B7-Q11,Short,"25.0 "" (Size 10)",Long,"36.0 "" (Size 10)",Regular Fit,Regular fit,--,"15.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/desigual-woman-tops-template-shirt-dress-tutti-fruti-de121c0zg-t11.html,Desigual,WOMAN TOPS TEMPLATE  ,109.99,3,multi-coloured,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Prints in general,--,DE121C0ZG-T11,Short,"25.0 "" (Size M)",Long,"34.5 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size M","13.5 "" (Size M)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/superdry-day-dress-glacier-grey-marl-su221c0oo-c12.html,Superdry,Day dress,54.99,2,grey,--,"55% cotton, 45% polyester",--,"Do not bleach, do not tumble dry",Hood,--,--,Hooded dresses,--,--,--,SU221C0OO-C12,--,Long,Long,--,--,,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/glamorous-bloom-bow-dress-day-dress-navy-gli29f001-k11.html,Glamorous,BOW MIDI DRESS ,34.99,1,navy,--,"55% polyester, 45% cotton",--,"Hand wash only, Dry cleanable",Standing collar,--,--,Accentuating the waist,Low v-neck,Plain,Belt included,GLI29F001-K11,Calf length,Elbow length,Elbow length,"42.0 "" (Size 8)",Regular Fit,Regular fit,--,"17.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/na-kd-smocked-waist-mini-dress-day-dress-orange-naa21c0om-h11.html,NA-KD,SMOCKED WAIST MINI DRESS ,49.99,2,orange,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Floral,--,NAA21C0OM-H11,Short,"27.0 "" (Size 8)",Long,"36.5 "" (Size 8)",Regular Fit,Regular fit,--,"17.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/moss-copenhagen-wagna-dress-day-dress-blue-nights-m0y21c08p-k11.html,Moss Copenhagen,WAGNA DRESS ,79.99,2,black/white,Knit,"48% viscose, 35% nylon, 12% wool, 5% alpaca",--,"Hand wash only, do not tumble dry",--,--,--,,Round neckline,Striped,--,M0Y21C08P-K11,Knee length,"17.0 "" (Size S/M)",Elbow length,"44.5 "" (Size S/M)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/patrizia-pepe-abito-dress-day-dress-pink-sea-p1421c0j2-j11.html,Patrizia Pepe,ABITO DRESS ,274.99,5,white multi-coloured,--,"86% polyester, 14% elastane",--,Hand wash only,--,--,Zip,,Round neckline,Floral,--,P1421C0J2-J11,Calf length,"29.0 "" (Size 10)",Long,"48.5 "" (Size 10)",Slim Fit,Slim fit,--,"16.0 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/pieces-pchilda-dress-day-dress-blackpurple-pe321c184-q11.html,Pieces,PCHILDA DRESS ,34.99,1,black,--,100% polyester,--,--,Turn-down collar,--,Button,Button down dresses,--,Floral,"Belt included, bust darts",PE321C184-Q11,Calf length,"24.5 "" (Size S)",Long,"45.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/hugo-daserena-redlabel-day-dress-black-hu721c0hr-q11.html,HUGO,DASERENA LABEL ,149.99,4,black,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,--,Hooded dresses,--,Plain,"Elasticated waist, embroidery",HU721C0HR-Q11,Knee length,"25.0 "" (Size S)",Long,"36.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",--,No,Yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/vero-moda-curve-vmakela-day-dress-light-blue-denimwhite-vee21c071-k11.html,Vero Moda,VMAKELA ,34.99,1,blue,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,--,--,,Low v-neck,Striped,Bust darts,VEE21C071-K11,Knee length,Elbow length,Elbow length,"35.0 "" (Size 16)",Loose Fit,Loose fit,--,"15.5 "" (Size 16)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/diane-von-furstenberg-kent-dress-cocktail-dress-party-dress-blue-df221c0bt-k11.html,Diane von Furstenberg,KENT DRESS ,625,5,blue,Chiffon,100% viscose,100% polyester,Dry clean only,Standing collar,--,Zip,Accentuating the waist,--,Floral,"Belt included, slip",DF221C0BT-K11,Calf length,"28.5 "" (Size 8)",Long,"48.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/cotton-on-petite-petite-dress-shift-dress-black-c6a21c008-q11.html,Cotton On,PETITE DRESS ,28.99,1,black,Rib,"72% viscose, 28% polyamide",--,Hand wash only,Turn-down collar,--,--,Bodycon dresses,Low v-neck,Plain,--,C6A21C008-Q11,Extra short,Short,Short,"33.5 "" (Size S)",Bodycon,Slim fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/esprit-collection-day-dress-navy-es421c1lm-k12.html,Esprit,Day dress,75,2,navy,--,"86% cotton, 13% polyamide, 1% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Striped,Slip,ES421C1LM-K12,Calf length,Elbow length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Tommy Hilfiger,REGULAR HOODIE DRESS ,84.49,3,black,Sweat,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Plain,"Inseam pockets, elasticated waist",TO121C0J1-Q11,Knee length,"25.0 "" (Size S)",Long,"39.0 "" (Size S)",Regular Fit,Regular fit,--,--,No,yes,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
