"predict","alternative","casual chic","classic","edgy","girly","sporty","trendy","C1","brand","description","day dress","category","price","color","Bottom part material","Contains non-textile parts of animal origin","Fabric","Sheer","Outer fabric material","Lining","Care instructions","Collar","Cut","Pockets","Fastening","Neckline","Pattern","Details","Article number","Length","Sleeve length","Total length","Fit","Our model's height","Back width"
"classic",1.0990452157231654E-4,5.767652522566926E-4,0.976773636108392,0.020715630206504524,2.6859912710389793E-7,2.7158837140425016E-7,0.0018235237237761472,818,"Henrik Vibskov","VERY DRESS ","Day dress","summer-dresses",230.0,"black",,,,,"97% cotton, 3% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,"Low-cut v-neck",,"Inseam pockets","HEN21C00P-Q11","Calf-length","Short","44.0 "" (Size S)","Oversized","Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)"
"trendy",5.013334247481116E-9,1.6058860765710758E-5,0.0011541988265593855,0.2078619098511244,0.001572599704991969,1.308771257419543E-14,0.7893952277432112,819,"Colourful Rebel","KATE VELVET GLITTER GATHERING  DRESS WOMEN ","Cocktail dress / Party dress","Cocktail Dresses",59.99,"black",,,"Velvet/velour",,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, Hand wash only",,,,"Button","V-neck",,"Rhinestones","C5J21C00W-Q11","Short","26.0 "" (Size S)","34.5 "" (Size S)","Slim Fit","Our model is 5' 9""  tall and is wearing size S",
"classic",0.130928860616181,1.6153818641169784E-4,0.8127573226809496,8.272877843129053E-5,0.017823929034636796,3.943991516817419E-9,0.03824561675939803,820,"TOM TAILOR","DRESS TIRED AND PRINTED ","Day dress","summer-dresses",59.99,"orange",,,,,"100% viscose",,"Do not tumble dry, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Print",,"TO221C0M9-O11","Short","23.0 "" (Size 10)","36.5 "" (Size 10)","Loose Fit","Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)"
"casual chic",0.24674461669462985,0.629497455666248,0.0899593303889204,0.001547925783735771,0.03178285760436898,1.02976220517563E-10,4.67813759120754E-4,821,"VILA CURVE","3/4 SHORT ","Day dress","summer-dresses",34.99,"blue",,,,,"100% polyester",,,"Standing collar",,,,"V-neck","Striped","Bust darts","V0H21C00T-K11","Short","Elbow length","38.0 "" (Size 18)","Regular Fit","Our model is 5' 11""  tall and is wearing size 18","17.5 "" (Size 18)"
"alternative",0.8199728680438043,0.018025409075436816,0.1233618110706926,0.012910519374692737,1.876906139501113E-5,3.1242682822476256E-7,0.025710310947150358,822,"Second Female","SCILLA TUNIC ","Day dress","summer-dresses",124.99,"black/white",,,,,"100% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Turn-down collar",,,"Button",,"Floral","Inseam pockets","SE421C07Q-Q11","Short","23.0 "" (Size M)","33.5 "" (Size M)","Loose Fit","Our model is 5' 10""  tall and is wearing size M","19.0 "" (Size M)"
"classic",0.0010829428151163726,0.0017237599276152162,0.7661223058526282,0.18659289666785608,0.002595748689588209,4.827221814072901E-5,0.041834073829055345,823,"Armani Exchange","VESTITO ","Day dress","summer-dresses",119.99,"black",,,"Rib",,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,"Backless","Plain",,"ARC21C031-Q11",,"Extra short","38.0 "" (Size S)","Regular Fit","Our model is 5' 10""  tall and is wearing size S",
"classic",2.820895148326254E-7,7.943581289958386E-4,0.6940348030083646,0.14628358549128898,0.004047831758710994,2.6170047153719753E-12,0.1548391395205078,824,"NAF NAF","JUSTINE ","Cocktail dress / Party dress","Cocktail Dresses",49.99,"black",,,"Tulle",,"100% polyester","100% viscose","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Low-cut v-neck","Plain","Slip, bow","NA521C18B-Q11","Short","Elbow length",,"Regular Fit",,
"edgy",7.721112318772018E-11,2.1175445469183886E-5,0.06685797239411805,0.7420630119631718,1.6301657788482793E-5,4.055125872486328E-10,0.19104153805672874,825,"Lauren Ralph Lauren","CILLA SHORT SLEEVE DRESS ","Cocktail dress / Party dress","Cocktail Dresses",174.99,"navy",,,"Chiffon",,"100% cotton","100% polyester","Hand wash only",,,,"Zip","Crew neck","Plain","Slip, rhinestones","L4221C1A1-K11","Knee-length","Elbow length","38.0 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)"
"edgy",5.9008377700053415E-27,4.780234192894197E-22,3.130612518722637E-5,0.5189806757317023,2.4753524355299034E-6,1.1274453059114614E-45,0.480985542790675,826,"Lauren Ralph Lauren","LAMBSKIN FIT","AND","summer-dresses",659.99,"brown",,,,,"100% leather","94% polyester, 6% elastane","Do not tumble dry, Do not wash",,,,"Zip","Crew neck","Plain","Slip","L4221C1EW-O11","Calf-length","Short","42.0 "" (Size 10)","Regular Fit",,"15.0 "" (Size 10)"
"classic",3.971113923936774E-6,3.734274051719645E-6,0.7815511016011389,0.055750765307871014,2.8201523792553896E-4,8.916555376817916E-8,0.16240832329953517,827,"More & More","DRESS LONG ","Cocktail dress / Party dress","Cocktail Dresses",76.49,"bordeaux",,,,,"72% cotton, 24% polyamide, 4% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Crew neck","Plain",,"M5821C0LF-G11","Calf-length","Sleeveless","50.0 "" (Size 10)","Bodycon",,"14.0 "" (Size 10)"
"trendy",0.03514640460981224,0.0036213876344111714,0.004127638310656421,2.6331893037923737E-4,0.02340555820621712,3.993351295830351E-6,0.933431698957228,828,"YAS","YASHOLI DRESS  ","Day dress","summer-dresses",58.49,"pink",,,,,"100% cotton","100% cotton","Machine wash at 30°C, do not tumble dry","Standing collar",,,,"Low-cut v-neck","Plain","Bust darts, slip","Y0121C113-J12","Knee-length","Elbow length","36.5 "" (Size 12)","Loose Fit",,"14.0 "" (Size 12)"
"trendy",3.1612055796822754E-7,3.6133085400618175E-7,0.002733985494493296,0.0011984481737820575,5.717642133327034E-4,6.892245459435651E-17,0.99549512466698,829,"Never Fully Dressed","LOBSTER LOREL DRESS ","Cocktail dress / Party dress","Cocktail Dresses",104.99,"pink",,,"Satin",,"100% polyester",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Low-cut v-neck","Print",,"NEN21C04F-J11","Calf-length","23.5 "" (Size 8)","52.0 "" (Size 8)","Slim Fit","Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)"
"classic",3.940303751181383E-8,4.8954930607088625E-8,0.8784870306041993,5.407758555434782E-9,3.642846453022331E-5,0.1214763699005268,7.726501699399552E-8,830,"Lacoste","Day dress",,"summer-dresses",134.99,"white",,"Yes","PiquÃ©","Semi-sheer","94% cotton, 6% elastane",,"Do not tumble dry, machine wash at 30°C","Polo shirt",,,,,"Plain",,"LA221C03C-A11","Short","Short","35.0 "" (Size 8)","Small","Our model is 5' 9""  tall and is wearing size 8",
"edgy",1.7425359729482084E-4,0.022742098218434426,0.3874896399964667,0.46960367420993887,0.010410315339279453,1.4998202598918244E-10,0.10958001848860369,831,"Minimum","ELASTICA  ","Day dress","summer-dresses",109.99,"white multi-coloured",,,,,"85% viscose, 15% nylon",,"Do not tumble dry, machine wash at 30°C",,,,"Laces","Cache-coeur","Animal print","Bust darts","MI421C0BR-J11","Long","25.5 "" (Size 8)","52.5 "" (Size 8)","Regular Fit",,"16.5 "" (Size 8)"
"classic",0.012726796749303503,0.2511182200072147,0.6500282310793802,0.0064466414796713984,0.046561234036799966,8.396231896633262E-7,0.03311803702444065,832,"American Eagle","RUFFLENK SLIM MINI ","Day dress","summer-dresses",46.74,"black",,,,,"100% polyester","100% viscose","Machine wash at 30°C, Machine wash on gentle cycle","Volant collar",,,"Button",,"Floral","Elasticated waist","AM421C02E-B11","Extra short","24.0 "" (Size S)","32.5 "" (Size S)","Regular Fit",,"14.5 "" (Size S)"
"classic",0.08357285490217176,0.07610542376761485,0.6983310166019518,1.78176269567887E-4,0.0013074419118985626,0.10086043659074446,0.039644649956050486,833,"Esprit Maternity","Day dress",,"summer-dresses",85.99,"sand",,,,,"55% linen, 45% cotton",,"Do not tumble dry, machine wash at 30°C",,,,,,"Plain",,"ES929F0A2-B11",,,,,,
"classic",0.008594417196868926,1.2419240632355395E-5,0.9912830778955819,1.4237183870560238E-5,4.069040883787902E-10,1.2453962857746228E-9,9.58468307457953E-5,834,"Hope","Day dress",,"summer-dresses",209.99,"black",,,,"Very sheer","100% linen",,"Machine wash at 30°C, Machine wash on gentle cycle","Turn-down collar",,,"Button",,"Plain","Inseam pockets","H4221C01Q-Q11","Calf-length","Short","40.0 "" (Size 8)","Loose Fit",,"17.5 "" (Size 8)"
"alternative",0.438013189464061,0.0010975848504068205,0.20081622591839715,0.33087866535479465,0.0026327714293938056,0.02354734794306178,0.003014215039884864,835,"JDY Tall","JDYMELANIE MIDI DRESS ","Day dress","summer-dresses",34.99,"black",,,,,"72% cotton, 24% polyester, 4% elastane",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,"Button","Crew neck","Plain","Elasticated waist","JD521C00C-Q11","Long","Short","47.5 "" (Size 8)","Regular Fit",,"14.0 "" (Size 8)"
"girly",0.0564573017686592,2.3035238789591218E-5,7.205544898467949E-6,1.210314129605123E-5,0.8141614678699972,1.0392199341483566E-6,0.12933784721642536,836,"Mango","LAVI","H ","summer-dresses",35.99,"white",,,,,"100% cotton","100% cotton","Do not tumble dry, machine wash at 30°C",,,,"Zip","Square neck","Plain","Slip","M9121C5IO-I11","Extra short",,,"Slim Fit",,
"classic",2.958864136885513E-4,0.018984105989256175,0.9672456651832532,6.295108030775889E-6,7.295898746693956E-5,0.004149495455747936,0.009245592862556376,837,"Seraphine","CEDAR ","Day dress","summer-dresses",64.99,"grey","100% cotton",,"Jersey, Sweat",,"95% viscose, 5% elastane",,,,,,,"Crew neck","Marl","Nursing-friendly","S1S29F02H-C11","Knee-length","21.5 "" (Size 10)","37.0 "" (Size 10)","Fitted waist","Our model is 5' 10""  tall and is wearing size 10",
"trendy",6.818538786037341E-8,3.833019382995149E-8,6.251798972772495E-4,0.18501588030157443,3.482376258307444E-4,6.774187107201989E-12,0.8140105956529616,838,"Versace Jeans Couture","Cocktail dress / Party dress",,"Cocktail Dresses",219.99,"black/gold",,,"Jersey",,"93% viscose, 7% elastane","100% polyamide","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Backless","Print","Slip","VEI21C03Z-Q11","Knee-length","Sleeveless","41.5 "" (Size 8)","Bodycon","Our model is 5' 11""  tall and is wearing size 8",
"trendy",1.0272987601702652E-5,1.7910567209819715E-4,8.954779524380127E-6,6.117684015636733E-4,1.2192348303589849E-4,3.6038787500964606E-4,0.9987075868011666,839,"adidas Originals","DRESS ","Jersey dress","summer-dresses",39.99,"red",,,"Jersey",,"93% cotton, 7% elastane",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck",,"Border","AD121C08F-G11","Extra short","Spaghetti straps","33.5 "" (Size 10)","Slim Fit","Our model is 5' 9""  tall and is wearing size 10",
"sporty",0.017222675158932787,0.0016428229443130966,8.335541119027569E-4,2.0703043484497568E-4,2.5570604452031478E-9,0.9800630842188985,3.083057404747471E-5,840,"mbyM","HEENA ","Day dress","summer-dresses",69.99,"bordeaux",,,"Sweat",,"100% cotton",,"Do not tumble dry, machine wash at 30°C",,,,,"Crew neck","Plain",,"MB121C0EJ-G11","Short","26.5 "" (Size S)","35.5 "" (Size S)","Regular Fit","Our model is 5' 10""  tall and is wearing size S",
"trendy",6.844894079851252E-4,7.106034187326284E-5,0.012002309812283765,2.1639875060111408E-6,0.004814743686479694,2.3840732549758124E-6,0.9824228486906172,841,"Roksanda","AVEENA DRESS ","Day dress","summer-dresses",,"sand",,,,,"100% cotton",,"Hand wash only","Peter Pan collar",,,"Zip",,,,"R9821C01T-A11","Calf-length","27.5 "" (Size 10)","50.0 "" (Size 10)","Regular Fit","Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)"
"alternative",0.5066969847460298,0.09425781082195145,0.03333646693832777,0.3654890639960061,9.108834687649657E-10,4.784395371884268E-7,2.191941472642122E-4,842,"Envii","ENCEDRUS DRESS  ","Day dress","summer-dresses",69.99,"army green",,,,,"87% viscose, 13% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Turn-down collar",,,"Button",,"Animal print",,"EI421C079-N11","Short","25.0 "" (Size S)","35.5 "" (Size S)","Loose Fit","Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)"
"trendy",1.238413952177269E-11,2.8455220471450634E-12,0.00977649627910006,7.580149529447116E-8,0.008527716283271319,1.4502239088196679E-15,0.9816957116209022,843,"Jarlo","STARLETTE ","Occasion wear","Occasion dresses",159.99,"navy",,,"Satin",,"100% polyester","98% polyester, 2% elastane","Dry clean only","Shawl collar",,,"Zip",,"Plain","Button row, slip, decorative buttons","J3121C083-K11","Long","Sleeveless",,"Slim Fit",,
"alternative",0.5619959759034533,0.24406562133178655,0.1766441423369763,0.003782357136422178,0.00923600112425565,6.252883918860607E-12,0.004275902160853034,844,"BZR","SUZY TYLER DRESS ","Day dress","summer-dresses",89.99,"white multi-coloured",,,,"Semi-sheer","100% viscose",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Standing collar",,,"Button",,,,"BZ121C00U-J11","Short","23.5 "" (Size 8)","36.0 "" (Size 8)","Loose Fit","Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
"trendy",1.0256947805024578E-7,2.904079892761792E-5,2.114977016686795E-5,4.491593042554619E-5,9.31194685629403E-4,7.821599881616548E-18,0.9989735962453725,845,"Gina Tricot Petite","SANJANA COWL NECK DRESS ","Cocktail dress / Party dress","Cocktail Dresses",54.99,"green",,,"Satin",,"100% polyester",,"Do not tumble dry, machine wash at 30°C",,,,"Laces","Backless","Plain","Bow","GIL21C012-M11","Calf-length","Spaghetti straps","45.0 "" (Size 8)","Slim Fit",,
"alternative",0.9692389846062269,0.03040169695070432,2.1336652309990282E-4,2.3708033473033265E-5,1.0012366757159528E-4,4.780089075697757E-8,2.2072418033449787E-5,846,"VILA PETITE","VIETNA 3/4 SHORT DRESS ","Day dress","summer-dresses",29.74,"blue",,,,,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck",,,"VIP21C03R-K11","Short","18.0 "" (Size 8)","34.5 "" (Size 8)","Regular Fit",,"14.0 "" (Size 8)"
"alternative",0.5678320023319615,0.03853957823721196,4.12455758008837E-4,0.015432121902925231,0.3763555681538564,8.512577482392745E-5,0.0013431478412120066,847,"ONLY Tall","ONLNELLA BODYCON DRESS ","Day dress","summer-dresses",28.99,"pastel green",,,"Rib",,"65% polyester, 30% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Marl","Decorative buttons","OND21C04E-M11","Calf-length","Sleeveless","43.5 "" (Size S)","Bodycon",,
"classic",3.135719059763561E-11,3.769655557438729E-9,0.5889367594313535,0.005300742214852253,2.952710713408161E-4,2.1099192756938973E-15,0.4054672234814387,848,"Lauren Ralph Lauren","TORELANA LONG SLEEVE DAY DRESS ","Cocktail dress / Party dress","Cocktail Dresses",199.99,"dark green",,,"Velvet/velour",,"90% polyester, 10% elastane","100% polyester","Dry clean only",,,,,"Cache-coeur","Plain","Slip","L4221C0VL-M11","Knee-length","24.0 "" (Size 8)","40.0 "" (Size 8)","Slim Fit","Our model is 5' 10""  tall and is wearing size 8",
"casual chic",7.183650714229746E-5,0.9996972081435173,1.836174197975723E-4,8.9685301417328E-6,3.818437153677933E-5,8.829183995110748E-8,9.673602442981434E-8,849,"ONLY","ONLMETTE  ","Day dress","summer-dresses",34.99,"grey",,,,,"100% polyester",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Plain","Elasticated waist, button row","ON321C2NS-K11","Calf-length","Long","42.5 "" (Size S)","Regular Fit",,"14.0 "" (Size S)"
"classic",0.23123855408752686,0.07995203878840783,0.6878773844767382,2.9869811607755867E-5,2.111023536826165E-4,3.6397425280104517E-6,6.874107395088878E-4,850,"b.young","BYJOSA TUNIC DRESS ","Day dress","summer-dresses",39.99,"blue",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Henley","Print",,"BY221C0F7-K11","Short","26.0 "" (Size 8)","37.0 "" (Size 8)","Loose Fit","Our model is 5' 10""  tall and is wearing size 8","17.0 "" (Size 8)"
"trendy",2.9768170534234435E-7,7.77259271653751E-7,0.005097421159092599,0.005854622527698887,8.919919324812384E-8,1.1251909699547389E-14,0.989046792173027,851,"By Malene Birger","DAURENA ","Day dress","summer-dresses",294.99,"black",,,,,"65% cotton, 35% polyester",,"Do not tumble dry, machine wash at 30°C",,,,"Button","Crew neck","Plain",,"BY121C097-Q11","Long","24.5 "" (Size 8)","51.0 "" (Size 8)","Regular Fit",,"17.5 "" (Size 8)"
"classic",4.6164759627188206E-5,0.14735303096006253,0.6859254562362669,0.06323159873877664,0.02483580439041846,3.8672905033470817E-10,0.07860794452811924,852,"YAS","YASANSELI  ","Cocktail dress / Party dress","Cocktail Dresses",54.99,"electric blue",,,"Chiffon",,"100% polyester","100% polyester","Machine wash at 30°C, do not tumble dry, Machine wash on gentle cycle","Standing collar",,,,,"Floral","Bust darts, slip, bow","Y0121C1TA-K11","Knee-length","25.0 "" (Size S)","36.0 "" (Size S)","Loose Fit",,
"trendy",0.04503814738637686,0.014651636885916237,1.0217411673356975E-5,5.891555495357464E-6,3.3748441162238834E-4,5.451801007565778E-7,0.9399560771688151,853,"Mango","NUT","H ","summer-dresses",49.99,"pastel orange",,,,,"48% viscose, 35% lyocell, 17% polyamide",,"Do not tumble dry, Hand wash only, Dry cleanable",,,,,"Scoop neck",,,"M9121C5H9-G11","Calf-length","Spaghetti straps",,"Loose Fit",,
"trendy",1.0943535625935608E-10,9.334200311030054E-9,2.0811470515938365E-4,0.0017856844223233601,0.0023102351102136367,4.1555049718089735E-13,0.9956959563182525,854,"WAL G.","SHERRIE MIDI DRESS ","Cocktail dress / Party dress","Cocktail Dresses",32.99,"red",,,"Jersey",,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Cache-coeur","Plain",,"WG021C0O7-H11","Knee-length","Spaghetti straps","43.5 "" (Size 10)","Bodycon","Our model is 5' 9""  tall and is wearing size 10",
"trendy",4.552490664090991E-20,2.0101287284488097E-18,9.498853995383015E-11,6.152529161278208E-9,2.748048185990788E-9,3.936702917956022E-33,0.999999991004434,855,"Cult Gaia","KISHA DRESS ","Cocktail dress / Party dress","Cocktail Dresses",440.0,"orange",,,"Jersey",,"50% acetate, 45% viscose, 5% elastane",,"Dry cleaning",,,,"Laces","Backless","Plain","Adjustable straps","CUI21C00S-H11","Calf-length","Spaghetti straps","53.0 "" (Size S)","Slim Fit","Our model is 5' 10""  tall and is wearing size S",
"alternative",0.5770167861932738,4.2123951841183403E-4,5.276415919321978E-4,1.2790642130415346E-5,0.1798303726568566,1.1809825114013426E-6,0.24218998841488382,856,"Mango","RUFU","H ","summer-dresses",49.99,"pastel yellow",,,,,"100% cotton","100% cotton","Do not tumble dry, machine wash at 30°C",,,,,"Backless","Plain","Slip","M9121C5II-B11","Calf-length","Short",,"Loose Fit",,
"classic",6.0962642409818E-10,2.057348448353337E-7,0.9954277837854391,0.004194626617547202,1.4178586999984612E-5,3.546314522314159E-9,3.6320111922784234E-4,857,"Esprit Collection","PER ","Cocktail dress / Party dress","Cocktail Dresses",,"black",,,"Velvet/velour",,"94% polyester, 6% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Crew neck","Plain","Belt included","ES421C1IJ-Q11","Calf-length","24.5 "" (Size S)","45.5 "" (Size S)","Regular Fit",,
"alternative",0.4296889159714833,0.42198942484017693,0.14828689109884396,6.792788497917919E-7,3.377630216864078E-5,3.748974141658371E-10,3.121335799267123E-7,858,"Vero Moda","VMSASHA BALI SHORT DRESS ","Day dress","summer-dresses",17.99,"navy",,,,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,"Backless","Striped","Inseam pockets","VE121C24U-K11","Short","Short","36.0 "" (Size S)","Fitted waist","Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)"
