cv_predicted,Styles,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
classic,classic,0.468563169,3084,https://www.zalando.co.uk/only-petite-onlnella-wrap-midi-dress-day-dress-night-skydusty-blue-op421c0d8-k11.html,ONLY Petite,ONLNELLA WRAP MIDI DRESS , Day dress,summer-dresses,Â£30.99,navy,--,--,Rib,--,"70% polyester, 26% viscose, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Striped,--,OP421C0D8-K11,Calf-length,Sleeveless,"46.0 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.655242717,6455,https://www.zalando.co.uk/vila-viceleste-v-neck-midi-dress-cocktail-dress-party-dress-magenta-haze-v1021c2xk-j11.html,Vila,VICELESTE V NECK MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£59.99,pink,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Low-cut v-neck,Plain,"Belt included, bust darts, slip",V1021C2XK-J11,Calf-length,"19.5 "" (Size 8)","47.0 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.37654002700000005,4612,https://www.zalando.co.uk/mango-sita-h-day-dress-wit-m9121c5j0-a11.html,Mango,SITA H , Day dress,summer-dresses,Â£49.99,white,--,--,--,--,100% cotton,100% cotton,--,--,--,--,--,Square neck,Plain,Slip,M9121C5J0-A11,Calf-length,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.991032825,4358,https://www.zalando.co.uk/twinset-coated-dress-cocktail-dress-party-dress-cuban-sand-tw321c07h-b11.html,TWINSET,COATED DRESS , Day dress,summer-dresses,Â£244.99,off-white,--,--,Faux leather,--,"87% viscose, 13% polyester",--,Hand wash only,--,--,--,Button,Cache-coeur,Plain,"Belt included, inseam pockets, bust darts",TW321C07H-B11,Calf-length,Elbow length,"46.0 "" (Size 10)",Regular Fit,--,"17.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.039820173,2373,https://www.zalando.co.uk/barbour-international-arizona-dress-day-dress-black-bg821c00n-q11.html,Barbour International,ARIZONA DRESS , Day dress,summer-dresses,Â£79.99,black,--,--,Sweat,--,"85% cotton, 12% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Plain,Inseam pockets,BG821C00N-Q11,Calf-length,"22.0 "" (Size 10)","44.0 "" (Size 10)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.616160032,891,https://www.zalando.co.uk/jdy-jdynashville-dress-day-dress-black-jy121c0l0-q11.html,JDY,NASHVILLE  , Day dress,summer-dresses,Â£18.99,black,--,--,Sweat,--,"62% cotton, 38% polyester",--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,--,Crew neck,Plain,--,JY121C0L0-Q11,Short,"23.5 "" (Size S)","33.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,classic,0.703940797,3947,https://www.zalando.co.uk/bruuns-bazaar-emilleh-beaver-dress-day-dress-white-cream-br321c08w-a11.html,Bruuns Bazaar,EMILLEH BEAVER DRESS , Day dress,summer-dresses,Â£149.99,off-white,--,--,Satin,Semi-sheer,100% polyester,--,--,Standing collar,--,--,Laces,--,Plain,--,BR321C08W-A11,Knee-length,"28.5 "" (Size 8)","39.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,classic,0.428194565,2675,https://www.zalando.co.uk/vila-viedena-v-neck-34-belt-dress-day-dress-kentucky-blue-v1021c2xf-k11.html,Vila,VIEDENA V,NECK 3/4 BELT DRESS ,summer-dresses,Â£21.99,electric blue,--,--,Jersey,--,"95% polyester, 5% elastane",--,Machine wash at 30Â°C,--,--,--,--,Low-cut v-neck,Plain,Belt included,V1021C2XF-K11,Knee-length,"18.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.348977046,2239,https://www.zalando.co.uk/esprit-dresses-light-day-dress-navy-es121c227-k11.html,Esprit,DRESSES LIGHT , Day dress,summer-dresses,Â£69.99,navy,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Crew neck,Floral,--,ES121C227-K11,Calf-length,"19.5 "" (Size 12)","48.5 "" (Size 12)",Loose Fit,--,"15.5 "" (Size 12)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.021580832999999997,1592,https://www.zalando.co.uk/edc-by-esprit-day-dress-blue-ed121c0yh-k11.html,edc by Esprit,MIT , Day dress,summer-dresses,Â£45.00,electric blue,--,--,--,--,100% viscose,100% viscose,--,--,--,--,--,Low-cut v-neck,Plain,Elasticated waist,ED121C0YH-K11,Short,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.946399462,1433,https://www.zalando.co.uk/only-petite-onlpella-dress-day-dress-phantom-op421c092-c11.html,ONLY Petite,ONLPELLA DRESS , Day dress,summer-dresses,Â£26.34,black multi-coloured,--,--,--,--,"99% polyester, 1% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,Slip,OP421C092-C11,Calf-length,"19.0 "" (Size S)","44.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.871593737,7213,https://www.zalando.co.uk/wal-g-gigi-one-sleeve-midi-dress-cocktail-dress-party-dress-black-wg021c0pc-q11.html,WAL G.,GIGI ONE SLEEVE MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£32.99,black,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,"Padded bust, wired bustier",WG021C0PC-Q11,Knee-length,Sleeveless,"42.5 "" (Size 10)",Bodycon,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.6945840609999999,624,https://www.zalando.co.uk/glamorous-tie-back-midi-dress-with-puff-short-sleeves-square-neckline-day-dress-whitepink-gl921c0p5-a11.html,Glamorous,TIE BACK MIDI DRESS WITH PUFF SHORT SLEEVES SQUARE NECKLINE , Day dress,summer-dresses,Â£41.99,white/pink,--,--,--,Semi-sheer,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Square neck,Floral,"Slip, bow",GL921C0P5-A11,Knee-length,Short,"42.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.768314837,1479,https://www.zalando.co.uk/superdry-alana-cami-day-dress-canyon-rust-su221c0nj-h11.html,Superdry,ALANA , Day dress,summer-dresses,Â£44.99,dusty pink,--,--,--,--,"50% polyester, 50% cotton",100% polyester,--,--,--,--,--,--,--,--,SU221C0NJ-H11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,"50% polyester, 50% cotton",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,classic,0.034215468,289,https://www.zalando.co.uk/vero-moda-vmsunilla-nora-tie-shirt-dress-exp-day-dress-pure-purple-ve121c365-i11.html,Vero Moda,VMSUNILLA NORA TIE SHIRT DRESS , Day dress,summer-dresses,Â£39.99,black multi-coloured,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Low-cut v-neck,Floral,Bow,VE121C365-I11,Short,"23.0 "" (Size S)","34.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","16.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.36975398,3854,https://www.zalando.co.uk/lily-and-lionel-kate-dress-day-dress-orange-l2t21c01n-q11.html,Lily & Lionel,KATE DRESS , Day dress,summer-dresses,Â£294.99,orange,--,--,--,--,100% silk,100% modal,Hand wash only,Standing collar,--,--,Zip,--,Floral,Slip,L2T21C01N-Q11,Calf-length,"23.5 "" (Size 10)","48.0 "" (Size 10)",Regular Fit,--,"14.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.587101773,7063,https://www.zalando.co.uk/david-koma-gathered-cocktail-dress-party-dress-blue-d0t21c00h-k11.html,David Koma,GATHERED  , Cocktail dress / Party dress,Cocktail Dresses,"Â£1,185.00",blue,--,--,"Satin, tulle",--,"82% polyamide, 18% elastane","68% acetate, 32% polyester",Dry clean only,--,--,--,Zip,Square neck,Plain,Slip,D0T21C00H-K11,Extra short,"27.0 "" (Size 8)","32.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,100% polyamide,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.908545495,585,https://www.zalando.co.uk/gant-day-dress-evening-blue-ga321c06v-k11.html,GANT,Day dress,,summer-dresses,Â£149.99,navy,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Laces,Low-cut v-neck,Plain,--,GA321C06V-K11,Knee-length,"19.5 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.332547926,7248,https://www.zalando.co.uk/in-the-style-jac-jossa-asymmetric-cowl-neck-midi-dress-day-dress-black-i0421c00s-q11.html,IN THE STYLE,JAC JOSSA ASYMMETRIC COWL NECK MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£42.99,black,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,Asymmetrical,--,Zip,Cowl neck,Plain,"Belt included, bust darts, adjustable straps",I0421C00S-Q11,Calf-length,"Sleeveless, spaghetti straps","43.0 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.299727064,4298,https://www.zalando.co.uk/hugo-daserena-label-day-dress-pastel-blue-hu721c0hr-k11.html,HUGO,DASERENA LABEL , Day dress,summer-dresses,Â£149.99,pastel blue,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Plain,Elasticated waist,HU721C0HR-K11,Knee-length,"24.0 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.188964596,2586,https://www.zalando.co.uk/only-petite-onlnova-lux-thea-dress-day-dress-black-op421c0bw-q11.html,ONLY Petite,ONLNOVA LUX THEA DRESS , Day dress,summer-dresses,Â£26.34,black multi-coloured,--,--,--,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,--,Crew neck,Floral,Inseam pockets,OP421C0BW-Q11,Knee-length,"21.5 "" (Size S)","33.5 "" (Size S)",Loose Fit,"Our model is 5' 5""  tall and is wearing size S","14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.307343806,716,https://www.zalando.co.uk/only-onlmarcela-dress-day-dress-apple-buttergold-on321c2o1-g11.html,ONLY,ONLMARCELA WRAP DRESS , Day dress,summer-dresses,Â£26.24,dusty pink,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Pinstriped,Slip,ON321C2O1-G11,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,classic,0.576127543,3855,https://www.zalando.co.uk/drykorn-aimee-day-dress-ecru-dr221c050-b11.html,DRYKORN,AIMÃ‰E , Day dress,summer-dresses,Â£189.99,white,--,--,--,Semi-sheer,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,Slip,DR221C050-B11,Calf-length,Sleeveless,"53.5 "" (Size 8)",Slim Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,edgy,0.034450021000000004,4097,https://www.zalando.co.uk/ioana-ciolacu-vangelia-dress-day-dress-black-io021c004-q11.html,Ioana Ciolacu,VANGELIA DRESS , Day dress,summer-dresses,Â£170.00,black,--,--,Sweat,--,"65% cotton, 35% polyester",--,Hand wash only,Hood,--,--,--,--,Plain,Elasticated waist,IO021C004-Q11,Knee-length,Extra short,"35.5 "" (Size S)",Oversized,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.838668049,6338,https://www.zalando.co.uk/lace-and-beads-makushka-occasion-wear-lilac-ls721c0gf-i11.html,Lace & Beads,MAKUSHKA , Occasion wear,Occasion dresses,Â£129.99,dusty pink,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,--,--,Zip,--,--,"Bust darts, slip, sequins",LS721C0GF-I11,Long,Sleeveless,"60.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.858548579,5725,https://www.zalando.co.uk/billabong-day-dress-pistachio-bi721c02v-b11.html,Billabong,FINE FLUTTER , Day dress,summer-dresses,Â£64.99,white multi-coloured,--,--,--,Semi-sheer,100% viscose,--,--,--,--,--,--,Backless,Floral,Belt included,BI721C02V-B11,Short,Short,"38.0 "" (Size S)",Normal fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.02586654,318,https://www.zalando.co.uk/nly-by-nelly-oh-my-ruched-dress-day-dress-lavender-neg21c0gn-i11.html,Nly by Nelly,OH MY RUCHED DRESS , Day dress,summer-dresses,Â£54.99,pastel purple,--,--,--,--,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Square neck,Plain,Slip,NEG21C0GN-I11,Knee-length,Short,"45.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.916738313,6178,https://www.zalando.co.uk/maya-deluxe-one-shoulder-tiered-embellished-dress-occasion-wear-navy-m2z21c094-k11.html,Maya Deluxe,ONE SHOULDER TIERED EMBELLISHED DRESS , Occasion wear,Occasion dresses,Â£224.99,navy,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,"Slip, sequins",M2Z21C094-K11,Long,"Strapless, sleeveless","59.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,sporty,0.593387529,2288,https://www.zalando.co.uk/selected-femme-slftennyls-o-neck-dress-day-dress-black-se521c13l-q11.html,Selected Femme,SLFTENNYLS O NECK DRESS , Day dress,summer-dresses,Â£69.99,black,--,--,Sweat,--,"51% modal, 45% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Plain,--,SE521C13L-Q11,Knee-length,"25.0 "" (Size 10)","36.0 "" (Size 10)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.9171727540000001,5577,https://www.zalando.co.uk/na-kd-overlapped-detail-day-dress-twilight-mauve-naa21c0po-j11.html,NA-KD,PAMELA REIF x NA,KD ,summer-dresses,Â£48.99,dusty pink,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Low-cut v-neck,Plain,Slip,NAA21C0PO-J11,Short,"25.5 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.44057600799999996,6091,https://www.zalando.co.uk/lace-and-beads-savannah-occasion-wear-nudesilver-ls721c0fu-j11.html,Lace & Beads,SAVANNAH , Occasion wear,Occasion dresses,Â£104.99,pastel pink,--,--,"Chiffon, tulle",--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Crew neck,--,"Bust darts, slip, sequins, flower applique, rhinestones",LS721C0FU-J11,Long,Extra short,"57.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.420695919,6188,https://www.zalando.co.uk/victoria-beckham-cami-floorlength-occasion-wear-emerald-green-v0921c02b-m11.html,Victoria Beckham,CAMI FLOORLENGTH , Occasion wear,Occasion dresses,Â£870.00,green,--,--,Satin,--,"71% acetate, 29% viscose",--,Dry clean only,--,--,--,--,Backless,Plain,--,V0921C02B-M11,Long,Spaghetti straps,"65.0 "" (Size 4)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 4","12.5 "" (Size 4)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.286352255,3012,https://www.zalando.co.uk/superdry-day-dress-black-print-su221c0nd-q11.html,Superdry,Day dress,,summer-dresses,Â£54.99,black,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0ND-Q11,--,Long,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,edgy,0.8319291,883,https://www.zalando.co.uk/jdy-jdymary-dress-day-dress-kalamata-jy121c0g3-n11.html,JDY,JDYMARY DRESS , Day dress,summer-dresses,Â£23.39,army green,--,--,Sweat,--,"65% polyester, 35% viscose",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Plain,--,JY121C0G3-N11,Knee-length,"25.0 "" (Size S)","38.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,girly,0.015964742,6096,https://www.zalando.co.uk/mascara-occasion-wear-mauve-m0921c0dp-i11.html,Mascara,Occasion wear,,Occasion dresses,Â£199.99,pastel pink,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Low-cut v-neck,Plain,"Padded bust, slip, sequins, rhinestones",M0921C0DP-I11,Long,Spaghetti straps,"61.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.768225536,2996,https://www.zalando.co.uk/never-fully-dressed-sandy-love-day-dress-pink-nen21c04q-j11.html,Never Fully Dressed,SANDY LOVE  , Day dress,summer-dresses,Â£94.99,bright multi-coloured,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Shirt collar,--,--,--,Cache-coeur,Print,Bust darts,NEN21C04Q-J11,Extra short,"25.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,girly,0.9771367129999999,4360,https://www.zalando.co.uk/vivetta-fantasia-dress-day-dress-biancoazzurro-viq21c022-g11.html,Vivetta,FANTASIA DRESS , Day dress,summer-dresses,Â£525.00,white,--,--,--,--,"60% polyester, 40% cotton","65% polyester, 35% cotton","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Square neck,Floral,Embroidery,VIQ21C022-G11,Calf-length,Elbow length,"47.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,casual chic,0.994147069,261,https://www.zalando.co.uk/only-onlcarly-ls-day-dress-night-sky-on321c1t0-k14.html,ONLY,ONLCARLY  , Day dress,summer-dresses,Â£30.99,navy,--,--,--,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Do not iron, Do not bleach",--,--,--,--,Cache-coeur,Polka dot,--,ON321C1T0-K14,Short,"22.0 "" (Size 8)","35.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,trendy,0.674959161,6756,https://www.zalando.co.uk/iro-loomy-day-dress-black-ir221c04e-q11.html,Iro,LOOMY , Cocktail dress / Party dress,Cocktail Dresses,Â£369.99,black,--,--,--,--,"76% lyocell, 24% linen",100% polyester,Dry clean only,--,--,--,Laces,Cache-coeur,Plain,"Shoulder pads, slip",IR221C04E-Q11,Short,"21.5 "" (Size 10)","33.0 "" (Size 10)",Regular Fit,--,"18.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,alternative,0.586586429,874,https://www.zalando.co.uk/only-onlolivia-wrap-dress-noos-day-dress-on321c1rr-o11.html,ONLY,ONLOLIVIA DRESS , Day dress,summer-dresses,Â£22.09,bordeaux,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,ON321C1RR-O11,Calf-length,Short,"38.0 "" (Size 8)",Fitted waist,--,"14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
