,cv_predicted,Style,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
178,trendy,trendy,Calvin Klein,"OPEN NECK SHORT DRESS ",135.99,4,white,Chiffon,"51% linen, 47% lyocell, 2% elastane",100% cotton,"Machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Zip,Button down dresses,Low v-neck,Plain,"Inseam pockets, slip",Short,Elbow length,Elbow length,"35.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","15.0 "" (Size 10)",Yes,yes,No,No,No
179,trendy,girly,Needle & Thread,"ANNIE TIERED MINI DRESS ",449.99,5,off-white,Tulle,100% polyester,100% polyester,Dry cleanable,Standing collar,Asymmetrical,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip, sequins",Short,"23.5 "" (Size 8)",Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,No
180,girly,girly,Jarlo,"DREAM ",179.99,4,pastel pink,Lace,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Zip,Wrap dresses,Spaghetti straps,Plain,"Padded bust, slip, wired bustier",Calf length,Sleeveless,Sleeveless,"44.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,Yes
181,classic,classic,Banana Republic,"VNECK DRESS ",90.99,3,black,Rib,"50% viscose, 27% polyester, 23% nylon",100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Calf length,"26.5 "" (Size S)",Long,"47.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
182,alternative,alternative,Saint Tropez,"LOVEENSZ DRESS ",59.99,2,multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Accentuating the waist,Low v-neck,Floral,Belt included,Knee length,Elbow length,Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
183,trendy,trendy,LIU JO,"ABITO BALZA ",239.99,5,pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,"Belt included, elasticated waist, slip",Knee length,Elbow length,Elbow length,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 10)",No,No,No,No,No
184,trendy,casual chic,Vila,"VIDOTTIES MIDI DRESS ",34.99,1,red,Chiffon,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Button,Accentuating the waist,Round neckline,Floral,Belt included,Calf length,"21.5 "" (Size 8)",Long,"45.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
185,classic,classic,Marc Cain,Day dress,264.99,5,red,"Rib, satin","94% cotton, 6% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,Asymmetrical,Zip,Polo dresses,Low v-neck,Plain,Inseam pockets,Calf length,Elbow length,Elbow length,"49.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,No
186,classic,girly,JDY,"JDYSORO DRESS ",25.99,1,black/white,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Belt included,Short,"23.5 "" (Size 8)",Long,"30.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No
187,edgy,edgy,Desigual,"VEST KATY ",94.99,3,black multi-coloured,Chiffon,"95% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,Asymmetrical,Zip,Bodycon dresses,Low v-neck,Floral,Slip,Calf length,"25.0 "" (Size M)",Long,"47.0 "" (Size M)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size M","14.0 "" (Size 8)",No,No,No,No,No
188,girly,girly,Selected Femme,"SLFCOLLINS SHORT DRESS ",54.99,2,pastel pink,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Peter pan collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Floral,"Belt included, bust darts",Knee length,"25.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
189,girly,girly,Mascara,Occasion wear,169.99,4,blue,"Lace, chiffon",100% polyester,100% polyester,Dry clean only,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Padded bust, slip, sequins, rhinestones",Maxi/long,Short,Short,"59.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,No
190,classic,classic,Anna Field,"BOAT NECK PRINT DRESS WITH SOLID SKIRT ",24.99,1,Navy,Jersey,"95% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Boat neckline (wide),Floral,Slip,Calf length,Elbow length,Elbow length,"35.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
191,edgy,edgy,Elisabetta Franchi,"WOMEN'S DRESS WITH BELT ",514.99,5,black,Leather,100% polyester,"97% polyester, 3% elastane","Do not tumble dry, Hand wash only",Lapel collar,Asymmetrical,Zip,Accentuating the waist,Low v-neck,Plain,"Belt included, zip fastening, slip",Short,Short,Short,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No
192,sporty,sporty,Noisy May,"NMKAYLEE DRESS ",30.99,1,sand,Sweat,"65% polyester, 35% cotton",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,"21.5 "" (Size 10)",Long,"36.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
193,sporty,sporty,Ellesse,"HONEY TIE DYE DRESS ",54.99,2,green/white,Sweat,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Prints in general,"Elasticated waist, embroidery",Short,"28.5 "" (Size 10)",Long,"32.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 8)",No,Yes,No,No,No
194,trendy,trendy,Versace Jeans Couture,"GARLAND ",219.99,5,black/gold,Tulle,100% polyester,100% polyamide,"Hand wash only, Dry cleanable",Standing collar,Asymmetrical,Zip,Bodycon dresses,Round neckline,Prints in general,Slip,Calf length,"25.5 "" (Size 10)",Long,"44.5 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
195,trendy,trendy,NAF NAF,"KURBAN ",89.99,3,multi-coloured,Chiffon,"99% polyester, 1% elastane",100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Prints in general,Slip,Calf length,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
196,alternative,alternative,Part Two,Day dress,109.99,3,black,Chiffon,100% linen,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Plain,Slip,Knee length,3/4 length,Elbow length,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
197,edgy,girly,IN THE STYLE,"STACEY SOLOMON ",36.99,1,green,Chiffon,100% polyester,100% polyester,Machine wash on gentle cycle,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Bow,Short,"25.0 "" (Size 14)",Long,"35.0 "" (Size 14)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 14)",No,No,No,No,No
198,trendy,trendy,Marlene Birger,"ROUSALILE ",199.99,4,black/white,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Animal Prints in general,Slip,Knee length,"27.0 "" (Size 8)",Long,"40.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
199,sporty,sporty,Tommy Hilfiger,"TEXTURED SHIFT DRESS ",119.99,3,red,PiquÃ©,"70% cotton, 26% polyamide, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Accentuating the waist,Round neckline,Plain,Belt included,Short,Short,Short,"37.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
200,edgy,edgy,Envii,"ENCORK DRESS  ",69.99,2,black,Chiffon,"58% cotton, 19% viscose, 13% polyester, 10% polyamide",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,"27.0 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",Yes,No,No,No,No
201,classic,edgy,Esprit,"DRESSES LIGHT ",43.99,2,army green,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Zip,Button down dresses,Low v-neck,Plain,Slip,Knee length,"18.0 "" (Size 10)",Elbow length,"37.0 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No
202,trendy,girly,Vila,"VILANA MIDI DRESS ",22.74,1,navy,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Bow/shawl collar,Asymmetrical,Zip,Wrap dresses,V-neck,Floral,Bow,Calf length,"24.0 "" (Size 8)",Long,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
203,sporty,sporty,Noisy May,"NMHELENE DRESS ",30.99,1,white,Sweat,"65% polyester, 35% cotton",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Zip fastening,Calf length,"25.0 "" (Size 10)",Long,"43.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,No
204,edgy,classic,Anna Field,"Quarter sleeves elevated casual midi dress ",23.99,1,green,Jersey,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Boat neckline (wide),Floral,Slip,Calf length,"17.5 "" (Size S)",Elbow length,"46.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S","17.5 "" (Size S)",No,No,No,No,No
205,trendy,trendy,Missguided,"CROSS BACK MIDAXI DRESS  ",26.99,1,burgundy,Satin,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Wrap dresses,Cowl neckline,Plain,Bow,Knee length,Spaghetti straps,Spaghetti straps,"30.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",No,No,No,No,Yes
206,edgy,edgy,Esprit,"MIT PRINT ",69.0,2,blue,Chiffon,"98% polyester, 2% metal",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Do not bleach",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Animal Prints in general,Slip,Thigh length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
207,edgy,edgy,Esprit,"REGULAR FIT ",79.99,2,burgundy,Chiffon,100% polyester,100% polyester,"Do not bleach, do not tumble dry, Dry cleanable, machine wash at 40Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Prints in general,Slip,Short,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
208,girly,girly,Only,"ONLOLIVIA DRESS ",25.99,1,pastel green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Polka dot,Bust darts,Short,Short,Short,"40.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.0 "" (Size 8)",No,No,No,No,No
209,edgy,edgy,Even&Odd,"SKATER DRESS ",24.99,1,electric blue,Jersey,"95% viscose, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Animal Prints in general,Slip,Short,"19.5 "" (Size 18)",Long,"34.0 "" (Size 18)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
210,edgy,edgy,Fabienne Chapot,"CHARLIE DRESS ",149.99,4,black/brown,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Animal Prints in general,Slip,Calf length,Elbow length,Elbow length,"48.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
211,girly,girly,Forever New,"CAROLINA FLUTTER SLEEVE MIDI DRESS ",109.99,3,pastel pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Belt included,Calf length,Short,Short,"51.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","12.5 "" (Size 10)",No,No,No,No,No
212,sporty,sporty,Tommy Hilfiger,"REGULAR HILFIGER HOODIE DRESS ",118.99,3,electric blue,Sweat,"70% cotton, 30% polyester",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Embroidery,Knee length,"24.0 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,Yes,No,No,No
213,trendy,trendy,Jarlo,Occasion wear,174.99,4,black,Chiffon,"97% polyester, 3% elastane","98% polyester, 2% elastane","Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Zip,Wrap dresses,strapless,Plain,"Padded bust, slip, wired bustier",Maxi/long,Strapless,Strapless,"53.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
214,casual chic,casual chic,Kaffe,"BERNA AMBER DRESS ",55.24,2,blue,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Slip,Knee length,"18.0 "" (Size 10)",Elbow length,"38.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","16.0 "" (Size 10)",Yes,No,No,No,No
215,girly,girly,TFNC,"ROCHELLE ",46.99,2,pastel pink,Chiffon,100% polyester,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Cowl neckline,Plain,"Bust darts, slip",Maxi/long,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","17.0 "" (Size 10)",No,No,No,No,No
216,edgy,edgy,Fashion Union,"SADIR ",34.99,1,black,Chiffon,100% polyester,"96% polyester, 4% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Plain,Slip,Short,"25.0 "" (Size 8)",Long,"32.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
217,classic,trendy,Love Copenhagen,"LILA DRESS ",99.99,3,electric blue,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Accentuating the waist,Low v-neck,Plain,"Belt included, bust darts",Calf length,"27.0 "" (Size 8)",Long,"49.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
218,girly,girly,Hollister Co.,"BEST IS BACK WOVEN WRAP DRESS ",38.99,1,black,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Slip,Short,Short,Short,"30.5 "" (Size SxL)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size SxL","14.0 "" (Size SxL)",No,No,No,No,No
219,trendy,trendy,Alberta Ferretti,"DRESS ",34.99,5,pastel orange,Chiffon,100% silk,"90% acetate, 5% silk, 5% elastane",Dry clean only,Standing collar,Asymmetrical,Zip,Wrap dresses,strapless,Plain,"Slip, wired bustier",Maxi/long,Strapless,Strapless,"53.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
220,edgy,edgy,Fashion Union,"BELLFLOWER ",34.99,1,black,Jersey,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Plain,"Zip fastening, decorative buttons",Short,"23.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
221,girly,girly,Mascara,Occasion wear,259.99,5,white,Chiffon,100% polyester,100% polyester,"Do not tumble dry, Do not wash",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Plain,"Padded bust, slip, sequins",Maxi/long,Sleeveless,Sleeveless,"63.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,yes,No,Yes
222,casual chic,casual chic,Mango,"MATILDE ",29.99,1,red,Chiffon,"95% polyester, 5% elastane",100% polyester,"Machine wash at 40Â°C, do not tumble dry, Dry cleanable",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,Slip,Calf length,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
223,casual chic,casual chic,Only,"ONLMARINA MIDI DRESS  ",30.99,1,black multi-coloured,Satin,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Slip,Calf length,"17.5 "" (Size S)",Elbow length,"43.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size S)",No,No,No,No,No
224,casual chic,casual chic,Vero Moda,"VMICO DRESS ",43.99,2,black multi-coloured,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Bow,Calf length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
225,casual chic,casual chic,Vero Moda,"VMSAGA GATHERING DRESS ",27.89,1,black,Chiffon,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Polka dot,Slip,Short,"23.5 "" (Size 16)",Long,"37.0 "" (Size 16)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 16","17.5 "" (Size 16)",No,No,No,No,No
226,alternative,edgy,GAP,"HENLEY DRESS ",54.99,2,black/green,Flannel,100% cotton,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,Asymmetrical,Button,Accentuating the waist,Round neckline,Checked,"Belt included, bust darts",Short,"23.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
227,trendy,trendy,Massimo Dutti,Day dress,89.95,3,green,Chiffon,100% linen,100% linen,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Spaghetti straps,Plain,Slip,Calf length,Spaghetti straps,Spaghetti straps,"47.0 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
