Style options,Styles,Random order,Original order,,link,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
,trendy,0.715802382,6760,,https://www.zalando.co.uk/wal-g-jolene-a-line-skater-dress-cocktail-dress-party-dress-dark-blush-pink-wg021c0p5-j11.html,JOLENE A,LINE SKATER DRESS ,Cocktail Dresses,Â£36.99,dusty pink,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Volant collar,--,--,Zip,Low-cut v-neck,Plain,--,WG021C0P5-J11,Short,"Sleeveless, spaghetti straps","34.5 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.26259838,6905,,https://www.zalando.co.uk/swing-cocktail-dress--party-dress-marine-sg721c0ah-k11.html,Cocktail dress / Party dress,,Cocktail Dresses,Â£129.99,navy,--,--,Lace,--,"97% polyester, 3% elastane","95% polyester, 5% elastane",Hand wash only,--,Asymmetrical,--,Zip,Crew neck,Plain,"Bust darts, slip, sequins",SG721C0AH-K11,Knee-length,Elbow length,"40.0 "" (Size 10)",Small,"Our model is 5' 9""  tall and is wearing size 10","13.0 "" (Size 10)",--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.479377593,5706,,https://www.zalando.co.uk/vero-moda-vmhenna-wrap-dress-day-dress-woodrose-ve121c22r-j12.html,VMHENNA , Day dress,summer-dresses,Â£21.69,pink,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Laces,Cache-coeur,Print,Bust darts,VE121C22R-J12,Knee-length,"17.5 "" (Size S)","39.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.981584513,2201,,https://www.zalando.co.uk/superdry-day-dress-autumn-floral-su221c0os-t11.html,Day dress,,summer-dresses,Â£54.99,black multi-coloured,--,--,--,--,100% viscose,--,"Do not bleach, do not tumble dry",Standing collar,--,--,Button,--,Floral,--,SU221C0OS-T11,Thigh-length,Long,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.410285637,6876,,https://www.zalando.co.uk/allsaints-tigi-kiku-dress-day-dress-brown-a0q21c0gw-o11.html,TIGI KIKU DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£129.99,brown,--,--,Satin,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Animal print,Adjustable straps,A0Q21C0GW-O11,Calf-length,Spaghetti straps,"46.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.477890922,3839,,https://www.zalando.co.uk/hugo-kalaika-day-dress-dark-pink-hu721c0j7-j11.html,KALAIKA , Day dress,summer-dresses,Â£264.99,pink,--,--,--,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",--,--,--,Laces,Cache-coeur,Striped,"Bust darts, slip, bow",HU721C0J7-J11,Calf-length,Elbow length,"49.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.572805922,5613,,https://www.zalando.co.uk/only-tall-onlolivia-dress-day-dress-mars-red-ond21c05c-g11.html,ONLOLIVIA DRESS , Day dress,summer-dresses,Â£25.99,red,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OND21C05C-G11,Knee-length,Short,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.065264414,1485,,https://www.zalando.co.uk/superdry-blaire-broderie-dress-day-dress-atlantic-navy-su221c0h6-k11.html,BLAIRE BRODERIE DRESS , Day dress,summer-dresses,Â£38.49,Navy,--,--,--,--,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Square neck,Plain,Slip,SU221C0H6-K11,Extra short,Sleeveless,"33.5 "" (Size S)",Fitted waist,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,100% cotton,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.231773774,1960,,https://www.zalando.co.uk/lacoste-day-dress-fireman-la221c03c-g15.html,Day dress,,summer-dresses,Â£134.99,red,--,Yes,PiquÃ©,--,"94% cotton, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Polo shirt,--,--,--,--,Plain,--,LA221C03C-G15,Extra short,Short,"34.5 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.704204926,3361,,https://www.zalando.co.uk/part-two-nikolina-day-dress-blooming-dahlia-painted-flower-p2121c0e0-j11.html,NIKOLINA , Day dress,summer-dresses,Â£109.99,white multi-coloured,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,Inseam pockets,P2121C0E0-J11,Calf-length,"20.5 "" (Size 8)","46.0 "" (Size 8)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.737742555,2841,,https://www.zalando.co.uk/soyaconcept-sc-banu-52-day-dress-black-so821c08z-q11.html,SC,BANU 52 ,summer-dresses,Â£59.99,black,--,--,Jersey,--,"48% polyester, 48% modal, 4% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,--,--,--,--,Plain,--,SO821C08Z-Q11,Knee-length,"27.0 "" (Size S)","40.5 "" (Size S)",Loose Fit,"Our model is 5' 8""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.784659607,3768,,https://www.zalando.co.uk/superdry-tamara-carnival-day-dress-su221c0cu-q11.html,TAMARA CARNIVAl , Day dress,summer-dresses,Â£44.99,black multi-coloured,--,--,--,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Backless,Colourful,"Adjustable straps, slip",SU221C0CU-Q11,Extra short,Spaghetti straps,"36.5 "" (Size S)",Fitted waist,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.91383629,3582,,https://www.zalando.co.uk/jdy-petite-jdynelson-life-short-dress-day-dress-medium-blue-denim-jd421c005-k11.html,JDYNELSON LIFE SHORT DRESS , Day dress,summer-dresses,Â£24.79,denim,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Mandarin collar,--,--,Button,--,--,--,JD421C005-K11,Knee-length,"22.0 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.852736147,6856,,https://www.zalando.co.uk/bcbgmaxazria-short-evening-dress-cocktail-dress-party-dress-lavendar-mx121c080-i11.html,SHORT EVENING DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£289.99,pastel blue,--,--,Tulle,--,100% polyester,"92% polyester, 8% elastane",Dry clean only,--,--,--,Zip,Cache-coeur,Plain,Slip,MX121C080-I11,Short,3/4 length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.955897031,2045,,https://www.zalando.co.uk/only-petite-onlpema-han-day-dress-light-blue-denim-op421c0c6-k11.html,ONLPEMA HAN , Day dress,summer-dresses,Â£30.99,denim,--,--,--,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,Button,--,--,Belt included,OP421C0C6-K11,Knee-length,Extra short,"41.0 "" (Size S)",Regular Fit,--,"19.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.070514169,1374,,https://www.zalando.co.uk/superdry-day-dress-dark-olive-leopard-su221c0nh-n11.html,Day dress,,summer-dresses,Â£39.99,army green,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-N11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.320784747,2868,,https://www.zalando.co.uk/only-olmsweet-placket-hood-dress-day-dress-jojoba-on329f01k-e11.html,OLMSWEET PLACKET HOOD DRESS , Day dress,summer-dresses,Â£34.99,pastel yellow,--,--,Sweat,--,"60% polyester, 40% cotton",--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Plain,--,ON329F01K-E11,Short,"24.5 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.693699329,3743,,https://www.zalando.co.uk/my-true-me-tom-tailor-dress-shirt-day-dress-watercolor-design-tol21c02c-t11.html,DRESS SHIRT  , Day dress,summer-dresses,Â£69.99,navy,--,--,--,--,"97% viscose, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Print,--,TOL21C02C-T11,Calf-length,"25.5 "" (Size 18)","41.5 "" (Size 18)",Loose Fit,--,"16.5 "" (Size 18)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.91612675,3033,,https://www.zalando.co.uk/simply-be-supersoft-tiered-midi-dress-with-frillshoulder-day-dress-black-sie21c0a3-q11.html,SUPERSOFT TIERED MIDI DRESS WITH FRILLSHOULDER , Day dress,summer-dresses,Â£25.99,black,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Print,Bust darts,SIE21C0A3-Q11,Calf-length,"25.0 "" (Size 18)","49.0 "" (Size 18)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,sporty,0.622035251,2189,,https://www.zalando.co.uk/noisy-may-longline-sweat-day-dress-light-grey-melange-nm321c0hx-c11.html,NMHELENE DRESS , Day dress,summer-dresses,Â£30.99,grey,--,--,--,--,"65% polyester, 35% cotton",--,"Do not tumble dry, Machine wash on gentle cycle, Do not bleach",Hood,--,--,--,--,Marl,--,NM321C0HX-C11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.946121927,3638,,https://www.zalando.co.uk/na-kd-belted-dress-day-dress-moss-green-naa21c0ro-m11.html,BELTED DRESS , Day dress,summer-dresses,Â£49.99,army green,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Plain,Belt included,NAA21C0RO-M11,Short,"25.0 "" (Size 8)","34.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","17.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.895873848,4607,,https://www.zalando.co.uk/mango-chenai-l-day-dress-pink-m9121c5k8-j11.html,CHENAI,L ,summer-dresses,Â£49.99,pastel pink,--,--,--,--,"75% viscose, 25% polyester",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Square neck,Plain,--,M9121C5K8-J11,Short,Elbow length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.678076219,2771,,https://www.zalando.co.uk/na-kd-frill-detail-long-sleeve-dress-day-dress-beige-naa21c0ps-b11.html,PAMELA REIF x NA,KD ,summer-dresses,Â£43.99,brown,--,--,--,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Animal print,Slip,NAA21C0PS-B11,Extra short,"25.0 "" (Size 8)","32.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.043407978,2692,,https://www.zalando.co.uk/farm-rio-mixed-leopards-jungle-midi-dress-day-dress-multi-coloured-f0i21c034-t11.html,MIXED LEOPARDS JUNGLE MIDI DRESS , Day dress,summer-dresses,Â£219.99,multi-coloured,--,--,--,--,100% viscose,100% viscose,Hand wash only,--,--,--,Laces,Low-cut v-neck,Animal print,"Tassels, slip, bow",F0I21C034-T11,Calf-length,"28.5 "" (Size 8-10)","48.5 "" (Size 8-10)",Regular Fit,--,"14.5 "" (Size 8-10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.604938658,6295,,https://www.zalando.co.uk/diane-von-furstenberg-dress-occasion-wear-black-df221c0b5-q12.html,DRESS , Jersey dress,Occasion dresses,Â£350.00,black,--,--,Jersey,--,100% viscose,--,Dry clean only,Standing collar,--,--,Zip,--,Print,Shoulder pads,DF221C0B5-Q12,Long,Extra short,"55.0 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.566171782,6706,,https://www.zalando.co.uk/diane-von-furstenberg-celestia-dress-cocktail-dress-party-dress-green-df221c0bp-m11.html,CELESTIA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£510.00,black/green,--,--,--,--,100% polyester,--,Dry clean only,--,--,--,Zip,Cache-coeur,Print,"Belt included, inseam pockets",DF221C0BP-M11,Calf-length,"26.0 "" (Size 8)","44.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.894309381,7214,,https://www.zalando.co.uk/wal-g-danya-ruffle-sleeve-zip-skater-dress-cocktail-dress-party-dress-electric-blue-wg021c0rk-k11.html,DANYA RUFFLE SLEEVE ZIP SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£38.99,electric blue,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Plain,--,WG021C0RK-K11,Short,Extra short,"27.5 "" (Size 10)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.553962943,3374,,https://www.zalando.co.uk/superdry-miami-day-dress-light-grey-su221c0j8-c11.html,MIAMI  , Day dress,summer-dresses,Â£34.99,grey,--,--,--,--,"95% cotton, 5% elastane",--,--,--,--,--,--,--,--,--,SU221C0J8-C11,--,--,--,--,--,--,--,--,--,--,--,--,"95% cotton, 5% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.598214726,6567,,https://www.zalando.co.uk/esprit-collection-beadandsequins-cocktail-dress-party-dress-light-taupe-es421c1jw-o11.html,BEAD&SEQUINS , Cocktail dress / Party dress,Cocktail Dresses,From Â£75.00,pastel pink,--,--,--,--,100% polyamide,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Low-cut v-neck,Plain,"Slip, sequins",ES421C1JW-O11,Knee-length,"Sleeveless, spaghetti straps","33.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","16.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.574826541,4108,,https://www.zalando.co.uk/lily-and-lionel-talitha-day-dress-brick-l2t21c01f-g11.html,TALITHA , Day dress,summer-dresses,Â£179.99,burnt orange,--,--,Cord,--,100% cotton,--,--,Mandarin collar,--,--,Button,--,Plain,"Belt included, inseam pockets",L2T21C01F-G11,Calf-length,"25.0 "" (Size 10)","47.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.264923431,1198,,https://www.zalando.co.uk/superdry-alana-cami-day-dress-black-su221c0nj-q11.html,ALANA , Day dress,summer-dresses,Â£44.99,black,--,--,--,--,"50% polyester, 50% cotton",--,--,--,--,--,--,--,--,--,SU221C0NJ-Q11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.517257493,6595,,https://www.zalando.co.uk/wal-g-lu-sequin-midi-dress-cocktail-dress-party-dress-emaraldblack-wg021c0rb-m11.html,LU SEQUIN MIDI DRESS , Shift dress,Cocktail Dresses,Â£59.99,black/green,--,--,Jersey,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Cache-coeur,--,"Padded bust, sequins",WG021C0RB-M11,Knee-length,"25.5 "" (Size 10)","41.5 "" (Size 10)",Bodycon,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,edgy,0.9875951,6741,,https://www.zalando.co.uk/wal-g-nina-midi-dress-cocktail-dress-party-dress-wine-wg021c0r1-g11.html,NINA MIDI DRESS , Shift dress,Cocktail Dresses,Â£33.99,bordeaux,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Off-the-shoulder,Plain,--,WG021C0R1-G11,Knee-length,Strapless,"39.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.887258773,247,,https://www.zalando.co.uk/derhy-axelle-robe-day-dress-kaki-rd521c0me-t11.html,AXELLE ROBE , Day dress,summer-dresses,Â£76.49,white multi-coloured,--,--,--,--,100% viscose,--,"Do not tumble dry, Hand wash only",Turn-down collar,--,--,Button,--,Print,Belt included,RD521C0ME-T11,Knee-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.935472846,7283,,https://www.zalando.co.uk/moves-sikkamo-cocktail-dress-party-dress-black-mod21c07r-q11.html,SIKKAMO , Cocktail dress / Party dress,Cocktail Dresses,Â£84.99,black,--,--,"Jersey, tulle",--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Crew neck,Plain,Slip,MOD21C07R-Q11,Short,Short,"36.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,classic,0.75358927,409,,https://www.zalando.co.uk/soaked-in-luxury-slvioletta-dress-day-dress-silver-fern-so921c09w-t11.html,SLVIOLETTA DRESS , Day dress,summer-dresses,Â£89.99,white multi-coloured,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Floral,--,SO921C09W-T11,Calf-length,"21.0 "" (Size S)","49.0 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.361405425,3978,,https://www.zalando.co.uk/new-girl-order-dot-dress-day-dress-lilacyellow-nem21c01u-i11.html,DOT DRESS , Day dress,summer-dresses,Â£36.99,white multi-coloured,--,--,--,--,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Polka dot,--,NEM21C01U-I11,Extra short,Spaghetti straps,"31.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.604913197,7315,,https://www.zalando.co.uk/gina-tricot-daniella-dress-cocktail-dress-party-dress-eden-gid21c080-m11.html,DANIELLA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£59.99,green,--,--,Satin,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,Laces,--,Plain,--,GID21C080-M11,Calf-length,"24.5 "" (Size 8)","50.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.545879524,7354,,https://www.zalando.co.uk/vero-moda-vmjean-wrap-dress-day-dress-navy-blazer-ve121c2q5-k11.html,VMJEAN WRAP DRESS  , Cocktail dress / Party dress,Cocktail Dresses,Â£35.99,navy,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,Asymmetrical,--,--,Cache-coeur,Plain,Slip,VE121C2Q5-K11,Short,Elbow length,"35.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","13.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,girly,0.944642199,1119,,https://www.zalando.co.uk/only-tall-onlolivia-wrap-dress-day-dress-blue-ond21c05c-k12.html,ONLOLIVIA DRESS , Day dress,summer-dresses,Â£25.99,blue,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Floral,Bust darts,OND21C05C-K12,Knee-length,Short,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.907171779,6464,,https://www.zalando.co.uk/wal-g-imaani-strappy-midi-dress-cocktail-dress-party-dress-electric-blue-wg021c0nz-k11.html,IMAANI STRAPPY MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£34.99,electric blue,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,V-neck,Plain,--,WG021C0NZ-K11,Knee-length,Sleeveless,"41.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,trendy,0.429074036,4039,,https://www.zalando.co.uk/2nd-day-meg-refined-day-dress-pink-s3821c05y-i11.html,MEG REFINED , Day dress,summer-dresses,Â£419.99,sand,--,--,--,--,100% leather,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Plain,Belt included,S3821C05Y-I11,Calf-length,Elbow length,"44.5 "" (Size 8)",Regular Fit,--,"11.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,casual chic,0.599267015,3785,,https://www.zalando.co.uk/lascana-tiny-dot-day-dress-schwarzweiss-l8321c00l-q11.html,Day dress,,summer-dresses,Â£54.99,black,--,--,--,--,100% viscose,--,--,--,--,--,--,Crew neck,Polka dot,--,L8321C00L-Q11,Calf-length,Short,"40.5 "" (Size 8)",Regular Fit,--,"15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
