,cv_predicted,Styles,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width
336,trendy,girly,Vivetta,FANTASIA DRESS , Day dress,summer-dresses,525.0,white,100% polyester,Yes,Chiffon,Semi-sheer,"60% polyester, 40% cotton","65% polyester, 35% cotton","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Square neck,Floral,Embroidery,VIQ21C022-G11,Calf-length,Elbow length,"47.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)"
337,casual chic,casual chic,ONLY,ONLCARLY  , Day dress,summer-dresses,30.99,navy,100% polyester,Yes,Chiffon,Semi-sheer,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Do not iron, Do not bleach",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Polka dot,Slip,ON321C1T0-K14,Short,"22.0 "" (Size 8)","35.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)"
338,trendy,trendy,Iro,LOOMY , Cocktail dress / Party dress,Cocktail Dresses,369.99,black,100% polyester,Yes,Chiffon,Semi-sheer,"76% lyocell, 24% linen",100% polyester,Dry clean only,Standing collar,Asymmetrical,Hoodie pocket,Laces,Cache-coeur,Plain,"Shoulder pads, slip",IR221C04E-Q11,Short,"21.5 "" (Size 10)","33.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","18.0 "" (Size 10)"
339,alternative,alternative,ONLY,ONLOLIVIA DRESS , Day dress,summer-dresses,22.09,bordeaux,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Laces,Cache-coeur,Floral,Bust darts,ON321C1RR-O11,Calf-length,Short,"38.0 "" (Size 8)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
340,classic,classic,Part Two,Day dress, Day dress,summer-dresses,109.99,red,100% polyester,Yes,Chiffon,Semi-sheer,100% linen,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Slip,P2121C0BO-G11,Knee-length,Elbow length,"37.5 "" (Size 8)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)"
341,casual chic,classic,Vero Moda,VMANNA SHORT DRESS , Day dress,summer-dresses,21.69,navy,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,V-neck,Floral,Slip,VE121C37L-K11,Short,"25.0 "" (Size S)","34.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)"
342,sporty,sporty,Pieces Petite,PCCHILLI DRESS , Day dress,summer-dresses,25.99,black,100% polyester,Yes,Sweat,Semi-sheer,"60% cotton, 40% polyester",100% polyester,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,PIT21C03T-Q11,Short,"22.0 "" (Size S)","30.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
343,girly,girly,ONLY,ONLOLIVIA DRESS , Day dress,summer-dresses,25.99,red,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Laces,Cache-coeur,Floral,Bust darts,ON321C1RR-G11,Knee-length,Short,"39.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
344,alternative,classic,GAP,MIDI DRESS , Day dress,summer-dresses,43.99,black/white,100% polyester,Yes,Chiffon,Semi-sheer,"98% viscose, 2% other fibres",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Print,Slip,GP021C0KE-Q11,Calf-length,Extra short,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
345,girly,girly,Marc O'Polo DENIM,DRESS , Day dress,summer-dresses,139.99,pastel orange,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,V-neck,Checked,Slip,OP521C06I-B11,Knee-length,"17.5 "" (Size S)","38.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size S)"
346,girly,girly,Marc O'Polo DENIM,DRESS SLEEVE ELASTIC CUFF , Day dress,summer-dresses,99.99,pastel purple,100% polyester,Yes,Chiffon,Semi-sheer,100% lyocell,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Bust darts,OP521C06G-I11,Knee-length,3/4 length,"34.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
347,trendy,trendy,Never Fully Dressed,MINI LINDOS DRESS , Cocktail dress / Party dress,Cocktail Dresses,94.99,bright multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Low-cut v-neck,Plain,Border,NEN21C04T-I11,Short,"26.0 "" (Size 8)","36.0 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)"
348,trendy,trendy,Bec & Bridge,CAMMI CUT OUT DRESS , Cocktail dress / Party dress,Cocktail Dresses,239.99,black,100% polyester,Yes,Jersey,Semi-sheer,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,"Bust darts, slip",BEU21C03M-Q11,Calf-length,Spaghetti straps,"34.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
349,classic,classic,Lauren Ralph Lauren,ONE SHOULDER GOWN , Occasion wear,Occasion dresses,174.99,white,100% polyester,Yes,Jersey,Semi-sheer,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,L4221C0WP-A12,Long,Sleeveless,"59.0 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)"
350,trendy,trendy,David Koma,Cocktail dress / Party dress, Day dress,Cocktail Dresses,34.99,black,100% polyester,Yes,Chiffon,Semi-sheer,"68% polyamide, 32% modal","96% acetate, 4% elastane",Dry cleanable,Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Plain,"Bust darts, slip, rhinestones",D0T21C00G-Q11,Calf-length,Spaghetti straps,"48.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
351,classic,classic,edc by Esprit,Day dress, Day dress,summer-dresses,29.99,bordeaux,100% polyester,Yes,Chiffon,Semi-sheer,"95% viscose, 5% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Bow,ED121C0X9-G11,Short,Long,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
352,casual chic,casual chic,SUMMERY Copenhagen,JOSEFINE , Day dress,summer-dresses,194.99,pastel orange,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,CEC21C03Z-H11,Knee-length,Short,"43.5 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S","15.5 "" (Size S)"
353,casual chic,casual chic,ONLY Carmakoma,CARTUKZU TUNDRA CALF , Day dress,summer-dresses,34.99,brown,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Square neck,Animal print,Belt included,ONA21C0GT-Q11,Calf-length,Short,"47.5 "" (Size 16)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 16)"
354,girly,trendy,Alice + Olivia,THEA BABYDOLL DRESS , Day dress,summer-dresses,360.0,black multi-coloured,100% polyester,Yes,Satin,Semi-sheer,"97% cotton, 3% elastane","94% polyester, 6% elastane",Dry clean only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Floral,Slip,A2N21C00T-J11,Extra short,"24.0 "" (Size S)","31.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)"
355,classic,classic,COMEFORBREAKFAST,MIDI DRESS WITH BELT , Occasion wear,Occasion dresses,425.0,black,100% polyester,Yes,Chiffon,Semi-sheer,"79% acetate, 21% viscose",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Backless,Plain,Belt included,C9J21C000-Q11,Long,Sleeveless,"53.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)"
356,classic,classic,NAF NAF,NEW JOEY , Cocktail dress / Party dress,Cocktail Dresses,39.99,red,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Low-cut v-neck,Plain,Slip,NA521C0MC-G11,Short,Extra short,"36.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10","13.0 "" (Size 10)"
357,edgy,edgy,JDY Petite,JDYNELSON LIFE SHORT DRESS , Day dress,summer-dresses,24.79,denim,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Mandarin collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Slip,JD421C005-K11,Knee-length,"22.0 "" (Size 8)","32.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)"
358,classic,classic,Lauren Ralph Lauren,TRIPLE GEORGETTE DRESS , Day dress,summer-dresses,174.99,bordeaux,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,Machine wash at 30°C,Turn-down collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,"Inseam pockets, bow, covered fastener",L4221C13R-G11,Knee-length,"24.0 "" (Size 8)","42.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
359,trendy,classic,rag & bone,JULES DRESS , Jersey dress,Cocktail Dresses,374.99,grey,100% polyester,Yes,Jersey,Semi-sheer,100% viscose,100% polyester,Machine wash at 30°C,Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Slip,R0721C00V-C11,Calf-length,"28.0 "" (Size S)","51.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)"
360,casual chic,edgy,Kaffe,KALAPILO DRESS , Day dress,summer-dresses,69.99,multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Print,Slip,KA321C0RJ-K11,Knee-length,"24.0 "" (Size 8)","38.0 "" (Size 8)",Loose Fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)"
361,sporty,sporty,Marc O'Polo,DRESS HOOD , Day dress,summer-dresses,92.99,grey,100% polyester,Yes,Sweat,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Elasticated waist,MA321C0QO-C11,Knee-length,"27.5 "" (Size S)","37.5 "" (Size S)",Oversized,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)"
362,sporty,sporty,Noisy May,NMHELENE DRESS , Day dress,summer-dresses,30.99,black,100% polyester,Yes,Chiffon,Semi-sheer,"65% polyester, 35% cotton",100% polyester,"Do not tumble dry, Machine wash on gentle cycle, Do not bleach",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,NM321C0HX-Q11,Short,Short,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
363,trendy,trendy,YAS,YASHOLI MIDI DRESS , Day dress,summer-dresses,89.99,electric blue,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Plain,Slip,Y0121C0Z9-K12,Calf-length,"25.5 "" (Size S)","47.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)"
364,trendy,alternative,VILA PETITE,VIETNA 3/4 SHORT DRESS , Day dress,summer-dresses,34.99,sand,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,V-neck,Striped,Slip,VIP21C03R-A11,Short,"18.0 "" (Size 8)","33.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)"
365,classic,classic,Vila,VIPARTINA DRESS , Cocktail dress / Party dress,Cocktail Dresses,26.34,black,100% polyester,Yes,Chiffon,Semi-sheer,"88% polyester, 12% elastane",100% polyester,Machine wash at 30°C,Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Plain,Slip,V1021C2OQ-Q11,Short,"23.5 "" (Size S)","38.0 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)"
366,girly,girly,BCBGMAXAZRIA,SHORT EVENING , Day dress,summer-dresses,194.99,yellow,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle",Volant collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,"Belt included, slip",MX121C082-E11,Short,Short,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
367,alternative,classic,Expresso,Day dress, Day dress,summer-dresses,124.99,dusty pink,100% polyester,Yes,Satin,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C",Turn-down collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Print,Belt included,EX121C0B0-J11,Long,"25.0 "" (Size 8)","53.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)"
368,trendy,trendy,Gestuz,GLENDAG SHORT DRESS , Denim dress,summer-dresses,129.99,denim,100% polyester,Yes,Denim,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Hoodie pocket,Button,Cache-coeur,Plain,Slip,GE221C0AE-C11,Short,"26.5 "" (Size 8)","36.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)"
369,alternative,alternative,Superdry,Day dress, Day dress,summer-dresses,64.99,blue,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, Do not bleach",Standing collar,Asymmetrical,Side pockets,Drawstring fastening,Backless,Print,"Adjustable straps, tassels",SU221C0NU-C11,Calf-length,Spaghetti straps,"34.5 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
370,edgy,casual chic,JDY,JDYPENELOPE DRESS , Day dress,summer-dresses,20.39,black multi-coloured,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Floral,Slip,JY121C0KZ-Q11,Extra short,"24.5 "" (Size 8)","34.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)"
371,classic,classic,Massimo Dutti,MIT LEDERDETAILS  , Day dress,summer-dresses,79.95,grey,100% polyester,Yes,Chiffon,Semi-sheer,"77% viscose, 21% polyamide, 2% elastane","77% viscose, 21% polyamide, 2% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,M3I21C0IX-C11,Knee-length,3/4 length,"36.0 "" (Size M)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
372,sporty,sporty,Superdry,Day dress, Day dress,summer-dresses,54.99,blue,100% polyester,Yes,Chiffon,Semi-sheer,"55% cotton, 45% polyester",100% polyester,"Do not bleach, do not tumble dry",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Print,Slip,SU221C0OO-K11,Knee-length,Long,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
373,classic,classic,TOM TAILOR,Day dress, Day dress,summer-dresses,69.99,navy,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Hoodie pocket,Button,Low-cut v-neck,Polka dot,Belt included,TO221C0N1-K11,Knee-length,"21.5 "" (Size 10)","40.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.0 "" (Size 10)"
374,trendy,trendy,Milly,LIV PLEATED SCATTER DRESS , Day dress,summer-dresses,409.99,black/white,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,Dry clean only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Polka dot,"Belt included, slip",M1221C04N-Q11,Short,"23.0 "" (Size 8)","33.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)"
375,casual chic,casual chic,Pieces,PCNIRIKA  DRESS , Day dress,summer-dresses,25.99,white/pink,100% polyester,Yes,Chiffon,Semi-sheer,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Standing collar,Asymmetrical,Hoodie pocket,Zip,Scoop neck,Floral,"Belt included, bust darts",PE321C0Y7-A11,Short,Sleeveless,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size S)"
376,sporty,sporty,GANT,ARCHIVE SHIELD HOODIE DRESS , Day dress,Cocktail Dresses,93.49,navy,100% polyester,Yes,Sweat,Semi-sheer,"87% cotton, 13% polyester",100% polyester,Machine wash at 40°C,Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Print,Embroidery,GA321C04E-K11,Extra short,Long,"34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
377,casual chic,casual chic,SUMMERY Copenhagen,JOSEFINE , Day dress,summer-dresses,194.99,pastel pink,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Bust darts,CEC21C03Z-J11,Calf-length,Short,"43.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)"
378,casual chic,casual chic,Vero Moda Maternity,VMMEA SHORT DRESS , Day dress,Cocktail Dresses,34.99,yellow,100% polyester,Yes,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",Standing collar,Asymmetrical,Hoodie pocket,Zip,Cache-coeur,Plain,Slip,VE129F00V-E11,Short,"23.5 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size S)"
379,sporty,sporty,Pieces Petite,PCCHILLI DRESS , Day dress,summer-dresses,25.99,black,100% polyester,Yes,Sweat,Semi-sheer,"60% cotton, 40% polyester",100% polyester,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",Hood,Asymmetrical,Hoodie pocket,Zip,Crew neck,Marl,Slip,PIT21C03T-I11,Short,"24.5 "" (Size M)","30.5 "" (Size M)",Oversized,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
380,classic,classic,Glamorous Tall,LOOSE FIT DRESS WITH OPEN COLLAR LOW V NECK , Day dress,summer-dresses,40.99,sand,100% polyester,Yes,Satin,Semi-sheer,"52% polyester, 48% viscose",100% polyester,"Do not tumble dry, machine wash at 30°C",Turn-down collar,Asymmetrical,Hoodie pocket,Zip,Low-cut v-neck,Print,Belt included,GLC21C03I-A11,Short,"21.0 "" (Size 10)","36.0 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 10)"
381,edgy,edgy,Lauren Ralph Lauren,FOIL,PRINT JERSEY SHIFT DRESS ,Cocktail Dresses,159.99,black,100% polyester,Yes,Jersey,Semi-sheer,"97% cotton, 3% elastane","90% polyester, 10% elastane",Hand wash only,Standing collar,Asymmetrical,Hoodie pocket,Zip,Crew neck,Plain,Slip,L4221C1BD-Q11,Short,"21.5 "" (Size 8/10)","33.5 "" (Size 8/10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8/10","14.0 "" (Size 8)"
382,trendy,trendy,Moss Copenhagen,PETRONIA DRESS , Day dress,summer-dresses,74.99,pink,100% polyester,Yes,Chiffon,Semi-sheer,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,Asymmetrical,Hoodie pocket,Button,Crew neck,Plain,Bust darts,M0Y21C09Z-J11,Short,"18.5 "" (Size S)","38.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","13.0 "" (Size S)"
