,Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
1903,,https://www.zalando.co.uk/esme-studios-augusta-dress-day-dress-blue-melange-esj21c00y-k11.html,esmÃ© studios,AUGUSTA DRESS ,99.99,3,navy,Sweat,"80% cotton, 20% polyester",--,Machine wash at 40Â°C,--,--,--,,Round neckline,Plain,--,ESJ21C00Y-K11,Short,"24.0 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No
1904,,https://www.zalando.co.uk/saint-tropez-kornelia-dress-day-dress-bijou-blue-s2821c0e0-k11.html,Saint Tropez,KORNELIA DRESS ,49.99,2,blue,--,100% viscose,--,--,--,--,--,Accentuating the waist,V-neck,Floral,Belt included,S2821C0E0-K11,Knee length,"23.0 "" (Size S)",Long,"44.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)",No,No,No,No,No
1905,,https://www.zalando.co.uk/selected-femme-curve-slfiana-dress-curve-day-dress-blacksandshell-sew21c00x-q11.html,Selected Femme,SLFIANA DRESS CURVE ,54.99,2,black/white,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Wrap dresses,Low v-neck,Checked,Belt included,SEW21C00X-Q11,Knee length,3/4 length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
1906,,https://www.zalando.co.uk/wal-g-tanni-skater-dress-day-dress-black-wg021c0ni-q11.html,WAL G.,TANNI SKATER DRESS ,35.99,1,black,Sweat,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Button,,Round neckline,Plain,Bust darts,WG021C0NI-Q11,Short,Sleeveless,Sleeveless,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",--,No,No,No,No,No
1907,,https://www.zalando.co.uk/tfnc-blakely-maxi-occasion-wear-dark-green-tf121c0og-m11.html,TFNC,BLAKELY MAXI ,54.99,2,dark green,Chiffon,100% polyester,100% polyester,Hand wash only,--,--,Zip,,Low v-neck,Plain,"Slip, wired bustier, bow",TF121C0OG-M11,Maxi/long,Sleeveless,Sleeveless,"60.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,Yes
1908,,https://www.zalando.co.uk/needle-and-thread-emilana-short-sleeve-dress-cocktail-dress-party-dress-petal-pink-nt521c0el-j11.html,Needle & Thread,EMILANA SHORT SLEEVE DRESS ,394.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry clean only,--,--,Zip,,Round neckline,Plain,"Slip, border, embroidery",NT521C0EL-J11,Short,Short,Short,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No
1909,,https://www.zalando.co.uk/na-kd-puff-sleve-tailored-dress-cocktail-dress-party-dress-pink-naa21c0lx-j11.html,NA-KD,PUFF SLEVE TAILORED DRESS ,49.99,2,pastel pink,--,"55% polyester, 45% viscose","98% polyester, 2% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,Accentuating the waist,Square neckline,Plain,"Belt included, inseam pockets, bust darts, bow",NAA21C0LX-J11,Short,Short,Short,"33.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,yes,No,No,No
1910,,https://www.zalando.co.uk/edc-by-esprit-day-dress-black-ed121c0wq-q11.html,Esprit,Day dress,36.99,1,black,--,100% viscose,--,--,--,--,--,,Round neckline,--,--,ED121C0WQ-Q11,--,Long,Long,--,--,,--,--,No,No,No,No,No
1911,,https://www.zalando.co.uk/only-carmakoma-cartalla-dress-day-dress-black-ona21c0gb-q11.html,Only,CARTALLA DRESS ,43.99,2,black,--,"52% viscose, 48% polyester",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Turn-down collar,--,Button,Button down dresses,--,Plain,"Belt included, bust darts",ONA21C0GB-Q11,Knee length,"24.0 "" (Size 16)",Long,"43.5 "" (Size 16)",Regular Fit,Regular fit,--,"16.5 "" (Size 16)",No,No,No,No,No
1912,,https://www.zalando.co.uk/emporio-armani-day-dress-white-ea721c009-a11.html,Emporio Armani,Day dress,264.99,5,white,--,"76% cotton, 18% polyester, 6% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,Zip,,--,Plain,"Inseam pockets, embroidery",EA721C009-A11,Short,Elbow length,Elbow length,"32.5 "" (Size 8)",Loose Fit,Loose fit,--,--,No,yes,No,No,No
1913,,https://www.zalando.co.uk/vero-moda-vminge-mini-dress-day-dress-aurora-red-ve121c38n-g11.html,Vero Moda,VMINGE MINI DRESS ,30.99,1,red,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Bust darts,VE121C38N-G11,Extra short,"21.5 "" (Size S)",Long,"33.5 "" (Size S)",Regular Fit,Regular fit,--,"14.0 "" (Size S)",No,No,No,No,No
1914,,https://www.zalando.co.uk/adidas-originals-dress-day-dress-orange-ad121c08f-h11.html,Adidas,DRESS ,37.95,1,orange,--,"93% cotton, 7% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Do not iron",--,--,--,,Round neckline,Plain,--,AD121C08F-H11,Extra short,Sleeveless,Sleeveless,--,Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No
1915,,https://www.zalando.co.uk/vila-vilouise-modesty-midi-dress-day-dress-mazarine-blue-v1021c2x0-k11.html,Vila,VILOUISE MODESTY MIDI DRESS ,47.99,2,electric blue,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,Accentuating the waist,--,Plain,"Belt included, slip",V1021C2X0-K11,Calf length,"26.0 "" (Size 10)",Long,"49.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No
1916,,https://www.zalando.co.uk/mango-jersey-dress-vert-m9121c5gx-m11.html,Mango,SABRINA ,49.99,2,green,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Lapel collar,--,Drawstring fastening,,Low v-neck,Plain,--,M9121C5GX-M11,Extra short,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
1917,,https://www.zalando.co.uk/saint-tropez-afia-dress-day-dress-cerulean-s2821c0bz-k11.html,Saint Tropez,AFIA DRESS ,49.99,2,pastel blue,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Striped,Crochet Detailing,S2821C0BZ-K11,Calf length,Extra short,Short,"42.0 "" (Size S)",Loose Fit,Loose fit,--,"17.0 "" (Size S)",Yes,No,No,No,No
1918,,https://www.zalando.co.uk/missguided-petite-halterneck-mini-dress-cocktail-dress-party-dress-black-m0v21c0o4-q11.html,Missguided,HALTERNECK MINI DRESS ,28.99,1,black,Tulle,"95% polyester, 5% elastane",--,Machine wash at 30Â°C,--,--,--,Bodycon dresses,Spaghetti straps,Plain,--,M0V21C0O4-Q11,Extra short,Spaghetti straps,Spaghetti straps,"31.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 5""  tall and is wearing size 8",--,Yes,No,No,No,No
1919,,https://www.zalando.co.uk/club-monaco-pleated-dress-day-dress-purple-multi-c0k21c06u-i11.html,Club Monaco,PLEATED DRESS ,249.99,5,black,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",Mandarin collar,--,Zip,Pleated dresses,Round neckline,Floral,"Button row, slip",C0K21C06U-I11,Calf length,"23.0 "" (Size 8)",Long,"51.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No
1920,,https://www.zalando.co.uk/vila-vidrew-deep-back-dress-occasion-wear-cloud-dancer-v1021c2wb-a11.html,Vila,VIDREW DEEP BACK DRESS ,54.99,2,white,Lace,"92% polyamide, 8% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Boat neckline (wide),Plain,Slip,V1021C2WB-A11,Maxi/long,"25.0 "" (Size 8)",Long,"58.5 "" (Size 8)",Slim Fit,Slim fit,--,--,yes,No,No,No,Yes
1921,,https://www.zalando.co.uk/dkny-cape-sheath-cocktail-dress-party-dress-purple-quartz-dk121c0dd-i11.html,DKNY,CAPE SHEATH ,139.99,4,electric blue,--,"94% polyester, 6% elastane",--,Dry clean only,--,Asymmetrical,Zip,,Round neckline,Plain,Bust darts,DK121C0DD-I11,Extra short,"21.5 "" (Size 8)",Long,"35.0 "" (Size 8)",Slim Fit,Slim fit,--,--,No,No,No,No,No
1922,,https://www.zalando.co.uk/reebok-classic-day-dress-pink-re021c00t-i11.html,Reebok Classic,Day dress,49.95,2,pastel pink,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Do not iron",Standing collar,--,--,,Round neckline,Plain,--,RE021C00T-I11,Short,Long,Long,--,Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No
1923,,https://www.zalando.co.uk/samsoee-samsoee-rami-dress-day-dress-winter-ivy-sa321c0fi-t11.html,Samsoe Samsoe,RAMI DRESS ,149.99,4,dark green,--,100% viscose,--,"Do not tumble dry, Hand wash only",--,--,Zip,,Round neckline,Prints in general,Inseam pockets,SA321C0FI-T11,Calf length,"24.0 "" (Size S)",Long,"47.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",No,yes,No,No,No
1924,,https://www.zalando.co.uk/superdry-eden-cold-shoulder-dress-day-dress-su221c0cv-q11.html,Superdry,Day dress,39.99,1,black,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Strapless,Plain,--,SU221C0CV-Q11,Extra short,Strapless,Strapless,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
1925,,https://www.zalando.co.uk/only-petite-onlolivia-34-mix-dress-day-dress-black-op421c0d6-q11.html,Only,ONLOLIVIA 3/4 MIX DRESS ,26.09,1,black,"Lace, Rib","65% polyester, 30% viscose, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Border,OP421C0D6-Q11,Short,"18.5 "" (Size S)",Elbow length,"33.0 "" (Size S)",Slim Fit,Slim fit,--,--,No,No,No,No,No
1926,,https://www.zalando.co.uk/only-onlnova-sara-dress-day-dress-port-royalewhite-on321c2bg-g11.html,Only,ONLNOVA SARA DRESS ,21.99,1,white,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,,Low round neckline,Floral,Bust darts,ON321C2BG-G11,Short,Sleeveless,Sleeveless,"39.0 "" (Size 8)",Regular Fit,Regular fit,--,"14.0 "" (Size 8)",No,No,No,No,No
1927,,https://www.zalando.co.uk/danefa-koebenhavn-juli-dress-day-dress-frozen-lilacoccer-boom-bloom-dai21c00p-i11.html,DanefÃ¦ KÃ¸benhavn,JULI DRESS ,104.99,3,bright multi-coloured,--,"96% cotton, 4% elastane",--,--,--,--,Button,,Round neckline,Floral,Inseam pockets,DAI21C00P-I11,Calf length,Elbow length,Elbow length,"48.5 "" (Size 10)",Loose Fit,Loose fit,--,"12.5 "" (Size 10)",No,yes,No,No,No
1928,,https://www.zalando.co.uk/mascara-occasion-wear-black-m0921c0dz-q11.html,Mascara,Cocktail dress / Party dress,229.99,5,black,Tulle,100% polyester,100% polyester,Do not tumble dry,--,--,Zip,,Spaghetti straps,Plain,"Padded bust, slip, rhinestones",M0921C0DZ-Q11,Maxi/long,Spaghetti straps,Spaghetti straps,"61.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,yes,No,Yes
1929,,https://www.zalando.co.uk/kate-spade-new-york-tiered-dress-day-dress-grey-melange-k0521c02r-b11.html,kate spade new york,TIERED DRESS ,194.99,4,grey,Sweat,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Plain,--,K0521C02R-B11,Knee length,"19.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No
1930,,https://www.zalando.co.uk/wal-g-stacey-skater-dress-cocktail-dress-party-dress-electric-blue-wg021c0nu-k11.html,WAL G.,STACEY SKATER DRESS ,35.99,1,electric blue,--,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Strapless,Plain,--,WG021C0NU-K11,Short,Strapless,Strapless,"31.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No
1931,,https://www.zalando.co.uk/bruuns-bazaar-checka-allure-dress-day-dress-snow-whiteblue-br321c095-k11.html,Bruuns Bazaar,CHECKA ALLURE DRESS ,99.99,3,pastel blue,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",--,--,--,,V-neck,Checked,--,BR321C095-K11,Knee length,Elbow length,Elbow length,"38.0 "" (Size 8)",Loose Fit,Loose fit,--,"15.5 "" (Size 8)",No,No,No,No,No
1932,,https://www.zalando.co.uk/thought-columbia-road-shirred-dress-day-dress-sky-blue-t0z21c01n-k11.html,Thought,COLUMBIA ROAD SHIRRED DRESS ,139.99,4,bright multi-coloured,--,"70% viscose, 30% lyocell",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,V-neck,Floral,Bow,T0Z21C01N-K11,Maxi/long,"25.0 "" (Size 8)",Long,"53.5 "" (Size 8)",Regular Fit,Regular fit,--,"14.0 "" (Size 8)",No,No,No,No,No
1933,,https://www.zalando.co.uk/superdry-day-dress-buttercream-su221c0o2-a11.html,Superdry,Day dress,38.49,1,off-white,--,"55% linen, 45% viscose",--,"Do not bleach, do not tumble dry",--,--,--,,Spaghetti straps,--,Embroidery,SU221C0O2-A11,Calf length,Spaghetti straps,Spaghetti straps,--,Regular Fit,Regular fit,--,--,No,No,No,No,Yes
1934,,https://www.zalando.co.uk/bytimo-plisse-dress-cocktail-dress-party-dress-navy-byh21c01k-k11.html,byTiMo,PLISSE DRESS ,279.99,5,navy,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Low v-neck,Plain,Slip,BYH21C01K-K11,Knee length,"24.5 "" (Size S)",Long,"35.5 "" (Size S)",Slim Fit,Slim fit,--,"12.5 "" (Size S)",No,No,No,No,No
1935,,https://www.zalando.co.uk/alice-olivia-issa-puff-dress-cocktail-dress-party-dress-black-metallic-a2n21c00p-j11.html,Alice + Olivia,ISSA PUFF DRESS ,400.00,5,black,Knit,"57% wool, 37% polyester, 6% elastane",--,Dry clean only,Standing collar,--,Zip,Bodycon dresses,--,Plain,Shoulder pads,A2N21C00P-J11,Short,"27.0 "" (Size S)",Long,"35.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,yes,No
1936,,https://www.zalando.co.uk/superdry-day-dress-port-su221c0ng-g11.html,Superdry,STRAP BACK  ,34.99,1,burgundy,--,"58% modal, 42% polyester",--,"Do not bleach, do not tumble dry",--,--,--,,Spaghetti straps,Plain,--,SU221C0NG-G11,Maxi/long,Sleeveless,Sleeveless,--,--,,--,--,No,No,No,No,No
1937,,https://www.zalando.co.uk/michael-michael-kors-vine-chain-cocktail-dress-party-dress-black-mk121c0kv-q11.html,MICHAEL Michael Kors,VINE CHAIN ,234.99,5,green,--,100% polyester,100% polyester,"Dry cleanable, Do not wash",--,--,Hook fasteningÂ ,,Round neckline,Floral,Slip,MK121C0KV-Q11,Calf length,Spaghetti straps,Spaghetti straps,"52.5 "" (Size S)",Regular Fit,Regular fit,--,"14.0 "" (Size S)",No,No,No,No,No
1938,,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-dark-blue-sg721c059-k11.html,Swing,Cocktail dress / Party dress,129.99,4,navy,Lace,100% polyester,"97% polyester, 3% elastane",--,--,--,Zip,Accentuating the waist,Round neckline,Plain,"Belt included, slip, wired bustier",SG721C059-K11,Short,"18.5 "" (Size 10)",Elbow length,"36.0 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 11""  tall and is wearing size 10",--,No,No,No,No,No
1939,,https://www.zalando.co.uk/vila-petite-vimilina-halterneck-dress-day-dress-total-eclipse-vip21c01p-k11.html,Vila,VIMILINA HALTERNECK DRESS ,34.99,1,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Round neckline,Plain,Slip,VIP21C01P-K11,Short,Spaghetti straps,Spaghetti straps,"35.0 "" (Size 8)",Slim Fit,Slim fit,--,--,No,No,No,No,No
1940,,https://www.zalando.co.uk/superdry-day-dress-americana-red-su221c0og-g11.html,Superdry,TONAL CITY  ,30.00,1,red,--,100% cotton,--,"Do not tumble dry, Do not iron, Do not bleach",Hood,--,--,Hooded dresses,--,Plain,--,SU221C0OG-G11,Thigh length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
1941,,https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-cashmere-blue-on321c2qj-k11.html,Only,ONLINC FENJA DRESS ,21.99,1,pastel blue,Rib,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bodycon dresses,Round neckline,Floral,--,ON321C2QJ-K11,Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No
1942,,https://www.zalando.co.uk/vero-moda-vmhenna-wrap-frill-dress-day-dress-goji-berry-ve121c2ra-g11.html,Vero Moda,VMHENNA WRAP FRILL DRESS ,30.99,1,red,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Laces,Wrap dresses,Low v-neck,Polka dot,Bust darts,VE121C2RA-G11,Short,Short,Short,"37.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No
1943,,https://www.zalando.co.uk/david-koma-buckle-pencil-dress-cocktail-dress-party-dress-black-d0t21c00i-q11.html,David Koma,BUCKLE PENCIL DRESS ,650.00,5,black,Jersey,"95% polyester, 5% elastane",--,Dry clean only,--,--,Zip,,Low round neckline,Plain,--,D0T21C00I-Q11,Calf length,Sleeveless,Sleeveless,"52.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No
1944,,https://www.zalando.co.uk/superdry-day-dress-blue-ditsy-su221c0os-k11.html,Superdry,Day dress,54.99,2,electric blue,--,100% viscose,--,"Do not bleach, do not tumble dry",Standing collar,--,--,,--,Floral,--,SU221C0OS-K11,Thigh length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
1945,,https://www.zalando.co.uk/summery-copenhagen-sunni-wrap-dress-day-dress-lavendar-fog-cec21c044-i11.html,SUMMERY Copenhagen,SUNNI WRAP DRESS ,164.99,4,pastel purple,--,100% cotton,--,--,--,--,Belt,Wrap dresses,Low v-neck,Checked,--,CEC21C044-I11,Knee length,Elbow length,Elbow length,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","12.5 "" (Size S)",No,No,No,No,No
1946,,https://www.zalando.co.uk/yas-yaswesla-maxi-dress-cocktail-dress-party-dress-star-white-y0121c1sm-a11.html,Yas,YASWESLA MAXI DRESS ,139.99,4,white,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,Zip,,Round neckline,Plain,Rhinestones,Y0121C1SM-A11,Maxi/long,Short,Short,"64.0 "" (Size S)",Regular Fit,Regular fit,--,"15.5 "" (Size S)",No,No,yes,No,No
1947,,https://www.zalando.co.uk/dkny-day-dress-white-dk121c09s-a11.html,DKNY,FOUNDATION LOGO DRESS ,89.99,3,white,Sweat,"60% cotton, 40% polyester",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Prints in general,--,DK121C09S-A11,Knee length,Extra short,Short,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,Yes,No,No,No,No
1948,,https://www.zalando.co.uk/lounge-nine-andy-dress-day-dress-moonbeam-l1r21c01e-b11.html,Lounge Nine,ANDY DRESS ,79.99,2,white,Rib,"71% polyester, 25% viscose, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Plain,--,L1R21C01E-B11,Knee length,Elbow length,Elbow length,"37.0 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size M",--,No,No,No,No,No
1949,,https://www.zalando.co.uk/ted-baker-licious-magnificent-bardot-dress-cocktail-dress--party-dress-pastel green-te421c0ed-m11.html,Ted Baker,LICIOUS MAGNIFICENT BARDOT DRESS ,239.99,5,white multi-coloured,Jersey,"66% viscose, 29% polyamide, 5% elastane",100% polyamide,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,Wrap dresses,Low v-neck,Floral,"Bust darts, slip",TE421C0ED-M11,Knee length,Extra short,Short,"34.5 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",--,No,No,No,No,No
1950,,https://www.zalando.co.uk/fabienne-chapot-noa-dress-day-dress-purplewhite-fah21c039-i11.html,Fabienne Chapot,NOA DRESS ,189.99,4,purple,Satin,"97% viscose, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,Button,Button down dresses,--,Floral,Belt included,FAH21C039-I11,Calf length,"24.0 "" (Size 8)",Long,"48.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
1951,,https://www.zalando.co.uk/edc-by-esprit-coo-day-dress-bark-ed121c0v7-o11.html,Esprit,COO  ,39.00,1,brown,Sweat,100% cotton,--,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle, Do not bleach",--,--,--,,Round neckline,Plain,--,ED121C0V7-O11,Short,Extra long,Long,--,Loose Fit,Loose fit,--,--,No,No,No,No,No
1952,,https://www.zalando.co.uk/vero-moda-vmhbeatrix-tape-short-dress-day-dress-porcelain-ve121c38l-o11.html,Vero Moda,VMHBEATRIX TAPE SHORT DRESS ,32.99,1,pastel green,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Low v-neck,Plain,"Elasticated waist, bust darts, Crochet Detailing",VE121C38L-O11,Short,"20.0 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,--,"13.0 "" (Size S)",No,No,No,No,No
1953,,https://www.zalando.co.uk/pinko-loreto-dress-day-dress-black-p6921c0c1-q11.html,Pinko,LORETO DRESS ,264.99,5,black,Sweat,100% cotton,--,Hand wash only,--,--,--,,Round neckline,--,"Elasticated waist, rhinestones",P6921C0C1-Q11,Extra short,"27.0 "" (Size S)",Long,"30.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,yes,No,No
1954,,https://www.zalando.co.uk/monki-day-dress-pink-solid-moq21c0c0-j11.html,Monki,Day dress,26.00,1,pink,--,100% cotton,--,Machine wash at 40Â°C,--,--,--,,Square neckline,Plain,--,MOQ21C0C0-J11,Calf length,Short,Short,"46.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",yes,No,No,No,Yes
