link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/selected-femme-slfsvala-short-dress-cocktail-dress-party-dress-chalk-pink-se521c14a-j11.html,Selected Femme,SLFSVALA SHORT DRESS  , Cocktail dress / Party dress,Cocktail Dresses,Â£124.99,chalk pink,--,--,--,--,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,"Slip, flower applique",SE521C14A-J11,Knee-length,Elbow length,"34.5 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/selected-femme-slfsvala-short-dress-cocktail-dress-party-dress-chalk-pink-se521c14a-j11.html,Selected Femme,SLFSVALA SHORT DRESS  , Cocktail dress / Party dress,Cocktail Dresses,Â£124.99,bright white,--,--,--,--,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,"Slip, flower applique",SE521C14A-J11,Knee-length,Elbow length,"34.5 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/diane-von-furstenberg-catalina-dress-cocktail-dress-party-dress-red-df221c0bl-g11.html,Diane von Furstenberg,CATALINA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£380.00,video overlay,--,--,Tulle,--,100% nylon,--,Dry clean only,--,--,--,Belt,Cache-coeur,Print,Slip,DF221C0BL-G11,Calf-length,"23.5 "" (Size S)","48.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlelisabeth-layered-dress-day-dress-deep-jungle-on321c2q5-m11.html,ONLY,ONLELISABETH LAYERED DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£29.74,deep jungle,--,--,--,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Plain,--,ON321C2Q5-M11,Short,"27.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vifoil-modesty-midi-dress-cocktail-dress-party-dress-old-rose-vip21c03t-j11.html,VILA PETITE,VIFOIL MODESTY MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£54.99,old rose ,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Crew neck,Polka dot,"Belt included, slip",VIP21C03T-J11,Calf-length,"25.0 "" (Size 8)","42.0 "" (Size 8)",Regular Fit,--,"15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-janine-lace-trim-skater-dress-cocktail-dress-party-dress-black-wg021c0pt-q11.html,WAL G.,JANINE LACE TRIM SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£40.99,black,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,Asymmetrical,--,Zip,Backless,Plain,Border,WG021C0PT-Q11,Knee-length,"Strapless, sleeveless","36.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-kathy-peplum-midi-dress-cocktail-dress-party-dress-red-wg021c0qf-g11.html,WAL G.,KATHY PEPLUM MIDI DRESS , Jersey dress,Cocktail Dresses,Â£37.99,red,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Backless,Plain,"Padded bust, slip",WG021C0QF-G11,Calf-length,Spaghetti straps,"42.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-harper-off-the-shoulder-skater-dress-cocktail-dress-party-dress-camel-wg021c0se-b11.html,WAL G.,HARPER OFF THE SHOULDER SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£49.99,camel,--,--,Lace,--,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Plain,Slip,WG021C0SE-B11,Short,"14.0 "" (Size 10)","30.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/abercrombie-and-fitch-chase-party-plunge-neck-midi-dress-cocktail-dress-party-dress-black-a0f21c09d-q11.html,Abercrombie & Fitch,CHASE PARTY PLUNGE NECK MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£109.99,black,--,--,Jersey,--,"95% polyester, 5% elastane",--,Machine wash at 30Â°C,--,--,--,Zip,Backless,Plain,Bust darts,A0F21C09D-Q11,Calf-length,Sleeveless,"49.0 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/swing-cocktail-dress-party-dress-navypalm-green-sg721c0lm-k11.html,Swing,EVENING DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£174.99,navy/palm green,--,--,Jersey,--,"55% polyester, 45% metal","95% polyester, 5% elastane",--,--,--,--,Button,Crew neck,Marl,Slip,SG721C0LM-K11,Long,Spaghetti straps,"60.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-black-an621c1q0-q11.html,Anna Field,Jersey dress,,Cocktail Dresses,Â£22.09,black,--,--,Jersey,--,"68% viscose, 28% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Square neck,Plain,Bust darts,AN621C1Q0-Q11,Knee-length,--,"31.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-lu-full-sequin-mini-dress-cocktail-dress-party-dress-emerald-green-wg021c0qk-m11.html,WAL G.,LU FULL SEQUIN MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£69.99,emerald green,--,--,Mesh,--,100% polyester,"95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Cache-coeur,Plain,"Padded bust, sequins, underskirt",WG021C0QK-M11,Short,"25.0 "" (Size 10)","34.5 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-tie-strap-midi-dress-cocktail-dress-party-dress-navy-m0q21c23g-k11.html,Missguided,TIE STRAP MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£27.99,navy,--,--,Velvet/velour,--,"95% polyester, 5% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Square neck,Plain,Adjustable straps,M0Q21C23G-K11,Knee-length,Sleeveless,"33.5 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-plunge-necklice-with-sleeves-dress-cocktail-dress-party-dress-coral-wg021c03x-g12.html,WAL G.,PLUNGE NECKLICE WITH SLEEVES DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£35.99,coral,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,Bust darts,WG021C03X-G12,Short,Extra short,"34.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-plunge-necklice-with-sleeves-dress-cocktail-dress-party-dress-coral-wg021c03x-g12.html,WAL G.,PLUNGE NECKLICE WITH SLEEVES DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£35.99,black,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,Bust darts,WG021C03X-G12,Short,Extra short,"34.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/designers-remix-valerie-long-slip-day-dress-black-dea21c03k-q11.html,DESIGNERS REMIX,VALERIE , Cocktail dress / Party dress,Cocktail Dresses,Â£119.99,black,--,--,--,Semi-sheer,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,Bust darts,DEA21C03K-Q11,Calf-length,Spaghetti straps,"47.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/designers-remix-valerie-long-slip-day-dress-black-dea21c03k-q11.html,DESIGNERS REMIX,VALERIE , Cocktail dress / Party dress,Cocktail Dresses,Â£119.99,charcoal,--,--,--,Semi-sheer,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,Bust darts,DEA21C03K-Q11,Calf-length,Spaghetti straps,"47.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/designers-remix-valerie-long-slip-day-dress-black-dea21c03k-q11.html,DESIGNERS REMIX,VALERIE , Cocktail dress / Party dress,Cocktail Dresses,Â£119.99,chocolate,--,--,--,Semi-sheer,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,Bust darts,DEA21C03K-Q11,Calf-length,Spaghetti straps,"47.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/designers-remix-valerie-long-slip-day-dress-black-dea21c03k-q11.html,DESIGNERS REMIX,VALERIE , Cocktail dress / Party dress,Cocktail Dresses,Â£119.99,cream,--,--,--,Semi-sheer,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,Bust darts,DEA21C03K-Q11,Calf-length,Spaghetti straps,"47.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/designers-remix-valerie-long-slip-day-dress-black-dea21c03k-q11.html,DESIGNERS REMIX,VALERIE , Cocktail dress / Party dress,Cocktail Dresses,Â£119.99,emerald green,--,--,--,Semi-sheer,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Plain,Bust darts,DEA21C03K-Q11,Calf-length,Spaghetti straps,"47.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-slinky-one-shoulder-cut-out-mini-dress-cocktail-dress-party-dress-chocolate-m0q21c241-o11.html,Missguided,SLINKY ONE SHOULDER CUT OUT MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£24.99,chocolate,--,--,Jersey,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,Plain,--,M0Q21C241-O11,Short,"20.5 "" (Size 8)","32.5 "" (Size 8)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-petite-vimilina-long-dress-cocktail-dress-party-dress-total-eclipse-vip21c03m-k11.html,VILA PETITE,VIMILINA LONG DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£54.99,total eclipse,--,--,Chiffon,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Plain,Slip,VIP21C03M-K11,Calf-length,Sleeveless,"56.5 "" (Size 8)",Slim Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-chain-neck-midi-dress-cocktail-dress-party-dress-true-navy-mk121c0fy-k11.html,MICHAEL Michael Kors,CHAIN NECK MIDI DRESS  , Cocktail dress / Party dress,Cocktail Dresses,Â£219.99,true navy,--,--,Chiffon,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Plain,"Elasticated waist, slip",MK121C0FY-K11,Knee-length,Spaghetti straps,"43.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","12.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/closet-london-pleated-dress-cocktail-dress-party-dress-ivory-cl921c0ur-t11.html,Closet,LONDON PLEATED DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£134.99,ivory,--,--,Satin,--,"97% polyester, 3% elastane",--,Hand wash only,Standing collar,--,--,Zip,--,Animal print,Bust darts,CL921C0UR-T11,Calf-length,Elbow length,"46.0 "" (Size 10)",Regular Fit,--,"13.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jarlo-dream-cocktail-dress-party-dress-pink-j3121c07w-j11.html,Jarlo,DREAM , Cocktail dress / Party dress,Cocktail Dresses,Â£179.99,pink,--,--,Lace,--,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,Backless,--,"Padded bust, slip, wired bustier",J3121C07W-J11,Calf-length,Sleeveless,"44.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jarlo-dream-cocktail-dress-party-dress-pink-j3121c07w-j11.html,Jarlo,DREAM , Cocktail dress / Party dress,Cocktail Dresses,Â£179.99,ivory,--,--,Lace,--,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,Backless,--,"Padded bust, slip, wired bustier",J3121C07W-J11,Calf-length,Sleeveless,"44.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jarlo-dream-cocktail-dress-party-dress-pink-j3121c07w-j11.html,Jarlo,DREAM , Cocktail dress / Party dress,Cocktail Dresses,Â£179.99,navy,--,--,Lace,--,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,Backless,--,"Padded bust, slip, wired bustier",J3121C07W-J11,Calf-length,Sleeveless,"44.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/nly-by-nelly-everyday-dress-cocktail-dress-party-dress-brown-neg21c0ik-o11.html,Nly by Nelly,EVERYDAY DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£27.99,brown,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Square neck,Plain,--,NEG21C0IK-O11,Extra short,Spaghetti straps,--,Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/nly-by-nelly-everyday-dress-cocktail-dress-party-dress-brown-neg21c0ik-o11.html,Nly by Nelly,EVERYDAY DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£27.99,black,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Square neck,Plain,--,NEG21C0IK-O11,Extra short,Spaghetti straps,--,Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/swing-cocktail-dress--party-dress-hellrosa-sg721c0cs-j11.html,Swing,Cocktail dress / Party dress,,Cocktail Dresses,Â£114.99,hellrosa,--,--,"Lace, chiffon",--,100% polyester,"97% polyester, 3% elastane",Hand wash only,--,--,--,Zip,Crew neck,Plain,"Slip, sequins",SG721C0CS-J11,Knee-length,Extra short,"35.5 "" (Size 10)",Fitted waist,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",--,--,"97% polyester, 3% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/swing-cocktail-dress--party-dress-hellrosa-sg721c0cs-j11.html,Swing,Cocktail dress / Party dress,,Cocktail Dresses,Â£114.99,ivory,--,--,"Lace, chiffon",--,100% polyester,"97% polyester, 3% elastane",Hand wash only,--,--,--,Zip,Crew neck,Plain,"Slip, sequins",SG721C0CS-J11,Knee-length,Extra short,"35.5 "" (Size 10)",Fitted waist,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",--,--,"97% polyester, 3% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-halter-chain-cocktail-dress-party-dress-sangria-mk121c0ht-i11.html,MICHAEL Michael Kors,HALTER CHAIN , Cocktail dress / Party dress,Cocktail Dresses,Â£234.99,sangria,--,--,Chiffon,--,100% polyester,100% polyester,Dry clean only,--,--,--,Hook fasteningÂ ,Crew neck,Plain,Slip,MK121C0HT-I11,Calf-length,Sleeveless,"53.5 "" (Size S)",Regular Fit,--,"10.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-halter-chain-cocktail-dress-party-dress-sangria-mk121c0ht-i11.html,MICHAEL Michael Kors,HALTER CHAIN , Cocktail dress / Party dress,Cocktail Dresses,Â£234.99,blush pink,--,--,Chiffon,--,100% polyester,100% polyester,Dry clean only,--,--,--,Hook fasteningÂ ,Crew neck,Plain,Slip,MK121C0HT-I11,Calf-length,Sleeveless,"53.5 "" (Size S)",Regular Fit,--,"10.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-halter-chain-cocktail-dress-party-dress-sangria-mk121c0ht-i11.html,MICHAEL Michael Kors,HALTER CHAIN , Cocktail dress / Party dress,Cocktail Dresses,Â£234.99,light blue,--,--,Chiffon,--,100% polyester,100% polyester,Dry clean only,--,--,--,Hook fasteningÂ ,Crew neck,Plain,Slip,MK121C0HT-I11,Calf-length,Sleeveless,"53.5 "" (Size S)",Regular Fit,--,"10.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-halter-chain-cocktail-dress-party-dress-sangria-mk121c0ht-i11.html,MICHAEL Michael Kors,HALTER CHAIN , Cocktail dress / Party dress,Cocktail Dresses,Â£234.99,limeade,--,--,Chiffon,--,100% polyester,100% polyester,Dry clean only,--,--,--,Hook fasteningÂ ,Crew neck,Plain,Slip,MK121C0HT-I11,Calf-length,Sleeveless,"53.5 "" (Size S)",Regular Fit,--,"10.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-agatha-sleeveless-dress-cocktail-dress-party-dress-deep-pinebluemulti-l4221c1bb-k11.html,Lauren Ralph Lauren,PLAID VELVET,TAFFETA COCKTAIL DRESS ,Cocktail Dresses,Â£244.99,deep pine/blue/multi,--,--,Velvet/velour,--,"97% cotton, 3% elastane","95% polyester, 5% elastane",Hand wash only,--,--,--,Zip,Backless,Checked,"Bust darts, inseam pockets, belt included, slip",L4221C1BB-K11,Knee-length,Sleeveless,--,Regular Fit,--,--,--,--,"90% polyester, 10% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-kuanty-short-sleeve-day-dress-shift-dress-french-navy-l4221c1ec-k11.html,Lauren Ralph Lauren,BELTED PONTE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£159.99,french navy,--,--,Jersey,--,"94% cotton, 6% elastane","95% polyester, 5% elastane","Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Plain,"Belt included, bust darts, slip",L4221C1EC-K11,Knee-length,Extra short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-kuanty-short-sleeve-day-dress-shift-dress-french-navy-l4221c1ec-k11.html,Lauren Ralph Lauren,BELTED PONTE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£159.99,mascarpone cream,--,--,Jersey,--,"94% cotton, 6% elastane","95% polyester, 5% elastane","Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Plain,"Belt included, bust darts, slip",L4221C1EC-K11,Knee-length,Extra short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/sister-jane-polina-collar-dress-cocktail-dress-party-dress-black-qs021c076-q11.html,Sister Jane,POLINA COLLAR DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£79.99,black,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, Do not wash",Peter Pan collar,--,--,Button,--,--,Rhinestones,QS021C076-Q11,Extra short,Elbow length,"32.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","13.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
