cv_predicted,IndexID,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
casual chic,214,casual chic,https://www.zalando.co.uk/kaffe-day-dress-chambray-blue-ka321c0m5-k11.html,Kaffe,"BERNA AMBER DRESS ",55.24,2,blue,,100% viscose,,,Standing collar,,,,Low v-neck,Floral,,Knee length,"18.0 "" (Size 10)",Elbow length,"38.5 "" (Size 10)",Loose Fit,Loose fit,,"16.0 "" (Size 10)",Yes,No,No,No,No
girly,215,girly,https://www.zalando.co.uk/tfnc-rochelle-occasion-wear-pink-tf121c0ow-j11.html,TFNC,"ROCHELLE ",46.99,2,pastel pink,Chiffon,100% polyester,100% polyester,Hand wash only,,,,,Cowl neckline,Plain,"Bust darts, slip",Maxi/long,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,"17.0 "" (Size 10)",No,No,No,No,No
edgy,216,edgy,https://www.zalando.co.uk/fashion-union-sadir-cocktail-dress-party-dress-black-faa21c0f9-q11.html,Fashion Union,"SADIR ",34.99,1,black,,100% polyester,"96% polyester, 4% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Square neckline,Plain,Slip,Short,"25.0 "" (Size 8)",Long,"32.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
classic,217,trendy,https://www.zalando.co.uk/love-copenhagen-lila-dress-day-dress-blue-jewel-l1g21c05u-k11.html,Love Copenhagen,"LILA DRESS ",99.99,3,electric blue,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,Accentuating the waist,Low v-neck,Plain,"Belt included, bust darts",Calf length,"27.0 "" (Size 8)",Long,"49.0 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",No,No,No,No,No
girly,218,girly,https://www.zalando.co.uk/hollister-co-day-dress-pink-h0421c04z-j11.html,Hollister Co.,"BEST IS BACK WOVEN WRAP DRESS ",38.99,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,Laces,Wrap dresses,Low v-neck,Floral,,Short,Short,Short,"30.5 "" (Size SxL)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size SxL","14.0 "" (Size SxL)",No,No,No,No,No
trendy,219,trendy,https://www.zalando.co.uk/alberta-ferretti-dress-occasion-wear-beige-af321c02v-b11.html,Alberta Ferretti,"DRESS ",,5,pastel orange,Chiffon,100% silk,"90% acetate, 5% silk, 5% elastane",Dry clean only,,,Zip,,strapless,Plain,"Slip, wired bustier",Maxi/long,Strapless,Strapless,"53.0 "" (Size 10)",Regular Fit,Regular fit,,,No,No,No,No,No
edgy,220,edgy,https://www.zalando.co.uk/fashion-union-bellflower-cocktail-dress-party-dress-black-faa21c0fb-q11.html,Fashion Union,"BELLFLOWER ",34.99,1,black,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Square neckline,Plain,"Zip fastening, decorative buttons",Short,"23.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
girly,221,girly,https://www.zalando.co.uk/mascara-occasion-wear-ivory-m0921c0ay-a11.html,Mascara,Occasion wear,259.99,5,white,,100% polyester,100% polyester,"Do not tumble dry, Do not wash",,,Laces,,Low v-neck,Plain,"Padded bust, slip, sequins",Maxi/long,Sleeveless,Sleeveless,"63.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,yes,No,Yes
casual chic,222,casual chic,https://www.zalando.co.uk/mango-day-dress-red-m9121c5kz-g11.html,Mango,"MATILDE ",29.99,1,red,,"95% polyester, 5% elastane",,"Machine wash at 40Â°C, do not tumble dry, Dry cleanable",,,Button,,Round neckline,Floral,,Calf length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No
casual chic,223,casual chic,https://www.zalando.co.uk/only-onlmarina-midi-dress-day-dress-blackorange-on321c2sa-q11.html,Only,"ONLMARINA MIDI DRESS  ",30.99,1,black multi-coloured,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,,Calf length,"17.5 "" (Size S)",Elbow length,"43.5 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",No,No,No,No,No
casual chic,224,casual chic,https://www.zalando.co.uk/vero-moda-vmico-dress-day-dress-blackico-ve121c3bh-q11.html,Vero Moda,"VMICO DRESS ",43.99,2,black multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Floral,Bow,Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No
casual chic,225,casual chic,https://www.zalando.co.uk/vero-moda-curve-vmsaga-gathering-dress-day-dress-black-vee21c09k-q11.html,Vero Moda,"VMSAGA GATHERING DRESS ",27.89,1,black,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Polka dot,,Short,"23.5 "" (Size 16)",Long,"37.0 "" (Size 16)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 16","17.5 "" (Size 16)",No,No,No,No,No
alternative,226,edgy,https://www.zalando.co.uk/gap-henley-dress-day-dress-blackwatch-plaid-gp021c0kj-k11.html,GAP,"HENLEY DRESS ",54.99,2,black/green,Flannel,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,,Button,Accentuating the waist,Round neckline,Checked,"Belt included, bust darts",Short,"23.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No
trendy,227,trendy,https://www.zalando.co.uk/massimo-dutti-day-dress-neon-green-m3i21c0js-m11.html,Massimo Dutti,Day dress,89.95,3,green,,100% linen,100% linen,,,,Button,,Spaghetti straps,Plain,Slip,Calf length,Spaghetti straps,Spaghetti straps,"47.0 "" (Size M)",Regular Fit,Regular fit,,,No,No,No,No,No
casual chic,228,trendy,https://www.zalando.co.uk/diane-von-furstenberg-annabeth-dress-cocktail-dress-party-dress-willow-ivory-df221c0co-a11.html,Diane von Furstenberg,"ANNABETH DRESS ",480.0,5,pink,,100% cotton,,Dry clean only,,,Zip,Wrap dresses,Low v-neck,Floral,"Inseam pockets, belt included",Calf length,Elbow length,Elbow length,"45.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",No,yes,No,No,No
girly,229,girly,https://www.zalando.co.uk/mango-lavi-h-day-dress-weiss-m9121c5io-a11.html,Mango,LAVI,35.99,1,white,,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Square neckline,Plain,Slip,Extra short,Sleeveless,Sleeveless,,Slim Fit,Slim fit,,,No,No,No,No,No
classic,230,classic,https://www.zalando.co.uk/esprit-collection-per-cocktail-dress-party-dress-black-es421c1ir-q11.html,Esprit,"PER ",69.99,2,black,Tulle,"90% polyester, 10% elastane","93% viscose, 7% elastane",,,,Button,,Round neckline,Plain,Slip,Calf length,Sleeveless,Sleeveless,"42.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No
trendy,231,trendy,https://www.zalando.co.uk/jaded-london-drawcord-hem-hoodie-dress-day-dress-colourful-jl021c025-t11.html,Jaded London,"DRAWCORD HEM HOODIE DRESS ",54.99,2,electric blue,Sweat,100% polyester,,,Hood,,,Hooded dresses,,Prints in general,,Short,"27.0 "" (Size 8)",Long,"34.5 "" (Size 8)",,,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
sporty,232,sporty,https://www.zalando.co.uk/only-olmsweet-placket-hood-dress-day-dress-demitasse-on329f01k-q11.html,Only,"OLMSWEET PLACKET HOOD DRESS ",29.74,1,brown,Sweat,"60% polyester, 40% cotton",,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,Low v-neck,Plain,,Short,"24.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,Yes,No,No,No
alternative,233,alternative,https://www.zalando.co.uk/marc-opolo-denim-dress-roundneck-shortsleeve-day-dress-palo-verde-op521c06a-n11.html,Marc'o polo,"DRESS ROUNDNECK SHORTSLEEVE ",89.99,3,army green,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,Bust darts,Knee length,Short,Short,"36.0 "" (Size S)",Loose Fit,Loose fit,,"15.0 "" (Size S)",No,No,No,No,No
trendy,234,trendy,https://www.zalando.co.uk/cinq-a-sept-kara-dress-day-dress-black-cig21c00p-q11.html,Cinq Ã  Sept,"KARA DRESS ",350.0,5,black,,"69% triacetate, 31% polyester",,Dry clean only,Standing collar,,Button,,Round neckline,Plain,,Short,"25.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.0 "" (Size 8)",yes,No,No,No,Yes
classic,235,classic,https://www.zalando.co.uk/calvin-klein-plisse-dress-day-dress-black-white-mini-floral-print-6ca21c038-t11.html,Calvin Klein,"PLISSE DRESS ",149.99,4,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,Round neckline,Floral,"Belt included, slip",Short,"24.0 "" (Size 10)",Long,"36.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No
trendy,236,trendy,https://www.zalando.co.uk/wal-g-jolene-a-line-skater-dress-cocktail-dress-party-dress-dark-blush-pink-wg021c0p5-j11.html,WAL G.,JOLENE A,36.99,1,dusty pink,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C",Volant/frill collar,,Zip,,Spaghetti straps,Plain,,Short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No
classic,237,classic,https://www.zalando.co.uk/swing-cocktail-dress--party-dress-marine-sg721c0ah-k11.html,Swing,Cocktail dress / Party dress,129.99,4,navy,Lace,"97% polyester, 3% elastane","95% polyester, 5% elastane",Hand wash only,,Asymmetrical,Zip,,Round neckline,Plain,"Bust darts, slip, sequins",Knee length,Elbow length,Elbow length,"40.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","13.0 "" (Size 10)",No,No,yes,No,No
girly,238,girly,https://www.zalando.co.uk/vero-moda-vmhenna-wrap-dress-day-dress-woodrose-ve121c22r-j12.html,Vero Moda,"VMHENNA ",21.69,1,pink,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Laces,Wrap dresses,Low v-neck,Prints in general,Bust darts,Knee length,"17.5 "" (Size S)",Elbow length,"39.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No
edgy,239,edgy,https://www.zalando.co.uk/gap-woven-dress-shift-dress-stem-green-gp021c0k5-m11.html,GAP,"WOVEN DRESS ",43.99,2,dark green,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Floral,Bust darts,Short,"25.0 "" (Size XS)",Long,"35.5 "" (Size XS)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size XS","14.0 "" (Size XS)",No,No,No,No,No
edgy,240,edgy,https://www.zalando.co.uk/gap-woven-dress-day-dress-black-gp021c0k5-a11.html,GAP,"WOVEN DRESS ",37.39,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Checked,Bust darts,Knee length,"23.5 "" (Size M)",Long,"35.5 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size M","15.5 "" (Size M)",No,No,No,No,No
trendy,241,trendy,https://www.zalando.co.uk/hugo-kalaika-day-dress-dark-pink-hu721c0j7-j11.html,HUGO,"KALAIKA ",264.99,5,pink,,100% polyester,100% polyester,"Hand wash only, Dry cleanable",,,Laces,Wrap dresses,Low v-neck,Striped,"Bust darts, slip, bow",Calf length,Elbow length,Elbow length,"49.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,No,No
girly,242,girly,https://www.zalando.co.uk/only-tall-onlolivia-dress-day-dress-mars-red-ond21c05c-g11.html,Only,"ONLOLIVIA DRESS ",25.99,1,red,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,,Slim Fit,Slim fit,,,No,No,No,No,No
alternative,243,casual chic,https://www.zalando.co.uk/superdry-blaire-broderie-dress-day-dress-atlantic-navy-su221c0h6-k11.html,Superdry,"BLAIRE BRODERIE DRESS ",38.49,1,Navy,,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Accentuating the waist,Square neckline,Plain,Slip,Extra short,Sleeveless,Sleeveless,"33.5 "" (Size S)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
sporty,244,sporty,https://www.zalando.co.uk/lacoste-day-dress-fireman-la221c03c-g15.html,Lacoste,Day dress,134.99,4,red,PiquÃ©,"94% cotton, 6% elastane",,"Do not tumble dry, machine wash at 30Â°C",Polo shirt,,,Polo dresses,,Plain,,Extra short,Short,Short,"34.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size 8",,No,No,No,No,No
casual chic,245,classic,https://www.zalando.co.uk/part-two-nikolina-day-dress-blooming-dahlia-painted-flower-p2121c0e0-j11.html,Part Two,"NIKOLINA ",109.99,3,white multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Floral,Inseam pockets,Calf length,"20.5 "" (Size 8)",Long,"46.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",No,yes,No,No,No
edgy,246,edgy,https://www.zalando.co.uk/gap-woven-dress-day-dress-true-black-gp021c0k5-q11.html,GAP,"WOVEN DRESS ",43.99,2,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Plain,Bust darts,Knee length,"23.5 "" (Size S)",Long,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
alternative,247,alternative,https://www.zalando.co.uk/superdry-tamara-carnival-day-dress-su221c0cu-q11.html,Superdry,"TAMARA CARNIVAl ",44.99,2,black multi-coloured,,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Accentuating the waist,Spaghetti straps,Prints in general,"Adjustable straps, slip",Extra short,Spaghetti straps,Spaghetti straps,"36.5 "" (Size S)",Fitted waist,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,Yes
classic,248,edgy,https://www.zalando.co.uk/gap-day-dress-charcoal-gp021c0kg-c11.html,GAP,Day dress,19.99,1,black,Jersey,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Animal Prints in general,,Short,Extra short,Short,"33.0 "" (Size S)",Loose Fit,Loose fit,,,No,No,No,No,No
girly,249,girly,https://www.zalando.co.uk/bcbgmaxazria-short-evening-dress-cocktail-dress-party-dress-lavendar-mx121c080-i11.html,BCBGMAXAZRIA,"SHORT EVENING DRESS ",289.99,5,pastel blue,Tulle,100% polyester,"92% polyester, 8% elastane",Dry clean only,,,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No
casual chic,250,casual chic,https://www.zalando.co.uk/only-petite-onlpema-han-day-dress-light-blue-denim-op421c0c6-k11.html,Only,"ONLPEMA HAN ",30.99,1,denim,Denim,100% lyocell,,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,,Belt included,Knee length,Extra short,Short,"41.0 "" (Size S)",Regular Fit,Regular fit,,"19.5 "" (Size S)",No,No,No,No,No
edgy,251,edgy,https://www.zalando.co.uk/gestuz-moriana-long-dress-day-dress-glacier-laker-ge221c0ad-k11.html,Gestuz,"MORIANA LONG DRESS ",169.99,4,black/blue,,"85% viscose, 15% nylon",,,,,Zip,,Round neckline,,Slip,Calf length,"27.0 "" (Size 8)",Long,"49.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
sporty,252,sporty,https://www.zalando.co.uk/only-olmsweet-placket-hood-dress-day-dress-jojoba-on329f01k-e11.html,Only,"OLMSWEET PLACKET HOOD DRESS ",34.99,1,pastel yellow,Sweat,"60% polyester, 40% cotton",,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,,Plain,,Short,"24.5 "" (Size S)",Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,Yes,No,No,No
casual chic,253,classic,https://www.zalando.co.uk/my-true-me-tom-tailor-dress-shirt-day-dress-watercolor-design-tol21c02c-t11.html,MY TRUE ME TOM TAILOR,"DRESS SHIRT  ",69.99,2,navy,,"97% viscose, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Prints in general,,Calf length,"25.5 "" (Size 18)",Long,"41.5 "" (Size 18)",Loose Fit,Loose fit,,"16.5 "" (Size 18)",No,No,No,No,No
classic,254,classic,https://www.zalando.co.uk/simply-be-supersoft-tiered-midi-dress-with-frillshoulder-day-dress-black-sie21c0a3-q11.html,Simply Be,"SUPERSOFT TIERED MIDI DRESS WITH FRILLSHOULDER ",25.99,1,black,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Prints in general,Bust darts,Calf length,"25.0 "" (Size 18)",Long,"49.0 "" (Size 18)",Regular Fit,Regular fit,,,No,No,No,No,No
sporty,255,sporty,https://www.zalando.co.uk/noisy-may-longline-sweat-day-dress-light-grey-melange-nm321c0hx-c11.html,Noisy May,"NMHELENE DRESS ",30.99,1,grey,,"65% polyester, 35% cotton",,"Do not tumble dry, Machine wash on gentle cycle, Do not bleach",Hood,,,Hooded dresses,,Plain,,,,,,,,,,No,No,No,No,No
trendy,256,trendy,https://www.zalando.co.uk/na-kd-belted-dress-day-dress-moss-green-naa21c0ro-m11.html,NA-KD,"BELTED DRESS ",49.99,2,army green,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Plain,Belt included,Short,"25.0 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","17.5 "" (Size 8)",No,No,No,No,No
girly,257,girly,https://www.zalando.co.uk/mango-chenai-l-day-dress-pink-m9121c5k8-j11.html,Mango,CHENAI,49.99,2,pastel pink,,"75% viscose, 25% polyester",,"Do not tumble dry, machine wash at 30Â°C",,,,,Square neckline,Plain,,Short,Elbow length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No
edgy,258,edgy,https://www.zalando.co.uk/glamorous-curve-wrap-front-mini-dress-with-puff-long-sleeves-day-dress-blue-black-plisse-spot-gla21c095-k11.html,Glamorous,"WRAP FRONT MINI DRESS WITH PUFF LONG SLEEVES ",38.99,1,black/blue,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Laces,Wrap dresses,Low v-neck,Animal Prints in general,Bow,Short,"26.0 "" (Size 18)",Long,"39.5 "" (Size 18)",Regular Fit,Regular fit,,"18.5 "" (Size 18)",No,No,No,No,No
classic,259,classic,https://www.zalando.co.uk/diane-von-furstenberg-dress-occasion-wear-black-df221c0b5-q12.html,Diane von Furstenberg,"DRESS ",350.0,5,black,Jersey,100% viscose,,Dry clean only,Standing collar,,Zip,Bodycon dresses,,Prints in general,Shoulder pads,Maxi/long,Extra short,Short,"55.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,yes,No
classic,260,classic,https://www.zalando.co.uk/diane-von-furstenberg-celestia-dress-cocktail-dress-party-dress-green-df221c0bp-m11.html,Diane von Furstenberg,"CELESTIA DRESS ",510.0,5,black/green,,100% polyester,,Dry clean only,,,Zip,Wrap dresses,Low v-neck,Prints in general,"Belt included, inseam pockets",Calf length,"26.0 "" (Size 8)",Long,"44.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,yes,No,No,No
edgy,261,edgy,https://www.zalando.co.uk/guess-amira-dress-day-dress-jet-black-multi-gu121c11l-q11.html,Guess,"AMIRA DRESS ",109.99,3,black,Leather,100% viscose,100% viscose,"Do not tumble dry, Do not wash",,,Zip,Bodycon dresses,Low round neckline,Animal Prints in general,Slip,Short,Sleeveless,Sleeveless,"38.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,Yes
girly,262,girly,https://www.zalando.co.uk/esprit-collection-beadandsequins-cocktail-dress-party-dress-light-taupe-es421c1jw-o11.html,Esprit,"BEAD&SEQUINS ",75.0,2,pastel pink,,100% polyamide,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Spaghetti straps,Plain,"Slip, sequins",Knee length,Spaghetti straps,Spaghetti straps,"33.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","16.5 "" (Size S)",No,No,yes,No,No
classic,263,classic,https://www.zalando.co.uk/lily-and-lionel-talitha-day-dress-brick-l2t21c01f-g11.html,Lily & Lionel,"TALITHA ",179.99,4,burnt orange,Cord,100% cotton,,,Mandarin collar,,Button,Accentuating the waist,Round neckline,Plain,"Belt included, inseam pockets",Calf length,"25.0 "" (Size 10)",Long,"47.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,yes,No,No,No
