,Unnamed: 0,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
236,1067,GAP,ZIP DRESS ,28.59,1,white,Sweat,"60% cotton, 40% polyester",,"Machine wash at 30Â°C, Machine wash on gentle cycle",Zip neck,,,,,Plain,,Short,"21.5 "" (Size M)",Long,"35.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size M",,No,No,No,No,No,sporty
237,1068,Vila,VIEDENA V,21.99,1,black,Jersey,"95% polyester, 5% elastane",,Machine wash at 30Â°C,,,,Accentuating the waist,Low v-neck,Plain,Belt included,Knee length,"17.5 "" (Size S)",Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,casual chic
238,1069,Freequent,Day dress,49.99,2,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,Round neckline,Animal Prints in general,,Calf length,"18.0 "" (Size S)",Elbow length,"40.5 "" (Size S)",Regular Fit,Regular fit,,"15.0 "" (Size S)",No,No,No,No,No,unknown
239,1070,Object,OBJELISABETH DRESS ,54.99,2,multi,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,,Knee length,"24.5 "" (Size 8)",Long,"35.0 "" (Size 8)",Regular Fit,Regular fit,,"12.5 "" (Size 8)",No,No,No,No,No,alternative
240,1071,Only,ONLDREAMER LIFEHOOD DRESS ,20.39,1,orange,Sweat,"83% cotton, 17% polyester",,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,,Plain,,Short,"21.5 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,sporty
241,1072,IVY & OAK,WRAP DRESS MIDI LENGTH ,164.99,4,black,,100% viscose,100% viscose,,,,,,Low v-neck,Plain,,Calf length,Extra short,Short,,,,,,No,No,No,No,No,unknown
242,1073,MAX&Co.,DAMERINO ,199.99,4,black,Jersey,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low v-neck,Floral,,Calf length,"23.0 "" (Size S)",Long,"43.5 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,edgy
243,1074,Hofmann Copenhagen,ISSELINE ,319.99,5,black,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Button,Accentuating the waist,,Plain,"Border, belt included",Short,"25.0 "" (Size 8)",Long,"37.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",No,No,No,No,No,edgy
244,1076,Elisabetta Franchi,WOMEN'S DRESS ,394.99,5,black,,"96% polyester, 4% elastane","97% polyester, 3% elastane","Do not tumble dry, machine wash at 30Â°C",,,Zip,,Round neckline,Plain,"Zip fastening, slip",Extra short,Extra short,Short,"32.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No,edgy
245,1077,Esprit,Day dress,45.99,2,navy,,"96% polyester, 4% elastane",,Do not tumble dry,,,,,Low v-neck,Plain,,Knee length,,,,,,,,No,No,No,No,No,alternative
246,1078,Kaffe,OLINE DRESS ,69.99,2,army green,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Turn-down collar,,Button,Button down dresses,,Polka dot,"Belt included, bust darts",Calf length,"24.0 "" (Size 8)",Long,"51.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,No,alternative
247,1079,Vero Moda,VMWILLOW SQUAREHEART DRESS ,34.99,1,pastel green,Rib,"77% viscose, 23% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Square neckline,Plain,,Knee length,"23.0 "" (Size S)",Long,"40.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,girly
248,1080,Lacoste,Day dress,134.99,4,navy,PiquÃ©,"94% cotton, 6% elastane",,"Do not tumble dry, machine wash at 30Â°C",Polo shirt,,,Polo dresses,,Plain,,Extra short,Short,Short,"34.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,sporty
249,1081,Mango,CRISTAL A ,49.99,2,grey,Satin,100% polyester,,,,,,,Low v-neck,Plain,Inseam pockets,Calf length,Short,Short,,Loose Fit,Loose fit,,,No,yes,No,No,No,classic
250,1082,Kaffe,KALENOMA DRESS ,59.99,2,black/brown,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Prints in general,,Knee length,"27.0 "" (Size 8)",Long,"41.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,edgy
251,1084,Selected Femme,SLFBETH MIDI DRESS ,54.99,2,white multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Low v-neck,Prints in general,,Calf length,"26.0 "" (Size 36)",Long,"47.0 "" (Size 36)",Regular Fit,Regular fit,,"14.0 "" (Size 36)",No,No,No,No,No,edgy
252,1085,JDY,JDYSORO DRESS ,25.99,1,dark green,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Do not iron, Do not bleach",,,,Wrap dresses,Low v-neck,Prints in general,,,Long,Long,"35.0 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,No,edgy
253,1086,Madewell,LUCIE ,89.99,3,pink,,"55% linen, 45% viscose",100% cotton,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Square neckline,Plain,"Inseam pockets, underskirt",Calf length,Short,Short,,Regular Fit,Regular fit,,,No,yes,No,No,No,girly
254,1087,Re.draft,PRINTED VOLANT DRESS DOTS ,43.99,2,white,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Polka dot,Bust darts,Knee length,Sleeveless,Sleeveless,"35.5 "" (Size 8)",Loose Fit,Loose fit,,"14.0 "" (Size 8)",No,No,No,No,No,girly
255,1088,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS ,97.99,3,pink,Sweat,"64% cotton, 36% polyester",,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,Embroidery,Knee length,"24.5 "" (Size S)",Long,"37.0 "" (Size S)",Regular Fit,Regular fit,,,No,Yes,No,No,No,alternative
256,1089,Adidas,DRESS ,39.99,1,black,Jersey,"93% cotton, 7% elastane",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Spaghetti straps,,Border,Short,Spaghetti straps,Spaghetti straps,"31.5 "" (Size 10)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,Yes,alternative
257,1090,Mango,CAT A ,59.99,2,grey,,"55% linen, 45% viscose",,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,,Button down dresses,Low v-neck,Plain,,Calf length,Elbow length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,edgy
258,1091,InWear,MACIAIW DRESS ,129.99,4,pink,,"65% viscose, 35% polyamide",100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,,Knee length,"24.5 "" (Size 8)",Long,"38.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No,girly
259,1092,Puma,CLASSICS LONGSLEEVE DRESS ,47.99,2,black,Rib,"56% cotton, 40% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Boat neckline (wide),Plain,Bust darts,Short,"24.5 "" (Size 24/26)",Long,"38.0 "" (Size 24/26)",Bodycon,Slim fit,,,No,No,No,No,Yes,unknown
260,1093,Betty & Co,KLEIDER ,114.99,3,blue/white,,"97% cotton, 3% elastane",100% polyester,,,,Zip,,Round neckline,Striped,,Knee length,Sleeveless,Sleeveless,"37.0 "" (Size 8)",Slim Fit,Slim fit,,"15.5 "" (Size 8)",No,No,No,No,No,classic
261,1094,Mango,Day dress,59.99,2,grey,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Do not iron",,,,,Round neckline,Plain,,Calf length,Long,Long,,,,,,No,No,No,No,No,girly
262,1095,Even&Odd,Cocktail dress / Party dress,32.99,1,black,Jersey,"73% viscose, 23% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Lapel collar,,,Accentuating the waist,Low v-neck,Plain,"Belt included, decorative buttons",Short,"25.0 "" (Size 10)",Long,"36.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,edgy
263,1096,Olivia Rubin,DANNI ,400.0,5,green,,100% polyester,100% polyester,Dry clean only,,,Zip,Wrap dresses,Low v-neck,Plain,"Bust darts, slip, sequins",Calf length,"22.5 "" (Size 8)",Long,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","13.0 "" (Size 8)",No,No,yes,No,No,classic
264,1097,Vero Moda,VMANNA SHORT DRESS ,37.39,1,burgundy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Do not bleach",Standing collar,,,,,Floral,,Short,"25.0 "" (Size S)",Long,"32.0 "" (Size S)",Regular Fit,Regular fit,,"13.5 "" (Size S)",No,No,No,No,No,edgy
265,1098,Scotch & Soda,MAXI DRESS WITH PLACEMENT PRINT ,294.99,5,white multi-coloured,,100% viscose,,"Do not tumble dry, Hand wash only",,,,Accentuating the waist,Low v-neck,Prints in general,Belt included,Maxi/long,Short,Short,"57.0 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size M","15.5 "" (Size M)",No,No,No,No,No,trendy
266,1099,Adidas,DRESS ,89.99,3,black,Rib,"67% cotton, 27% polyester, 6% elastane",,Machine wash at 30Â°C,Standing collar,,,,,Plain,,Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
267,1100,JDY,JDYMARY DRESS ,22.09,1,grey,Sweat,"65% polyester, 35% viscose",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,,Knee length,"27.5 "" (Size S)",Long,"42.0 "" (Size S)",Loose Fit,Loose fit,,,No,No,No,No,No,girly
268,1101,Cinq Ã  Sept,DESIREE DRESS ,390.0,5,white,,"93% polyester, 7% polyurethane","95% polyester, 5% elastane",Dry clean only,,,Zip,Bodycon dresses,Square neckline,Plain,,Extra short,Sleeveless,Sleeveless,"32.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,girly
269,1102,4th & Reckless,JED MINI DRESS ,43.99,2,green,Rib,"90% polyester, 10% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Round neckline,Plain,,Short,"24.5 "" (Size 8)",Long,"33.5 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,Yes,trendy
270,1103,Vero Moda,VMEA SHORT DRESS ,34.99,1,brown,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,,Wrap dresses,Low v-neck,Checked,Slip,Short,"25.0 "" (Size S)",Long,"36.0 "" (Size S)",Regular Fit,Regular fit,,"15.0 "" (Size S)",No,No,No,No,No,girly
271,1104,Esprit,Day dress,55.0,2,pastel purple,Sweat,100% cotton,,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,Elasticated waist,Short,Long,Long,,Regular Fit,Regular fit,,,No,Yes,No,No,No,sporty
272,1105,Bruuns Bazaar,CAMILLA ELIZA DRESS ,159.99,4,black,,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Bow/shawl collar,,,,Round neckline,Plain,Slip,Calf length,"26.0 "" (Size 8)",Long,"48.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 11""  tall and is wearing size 8","17.0 "" (Size 8)",No,No,No,No,Yes,edgy
273,1106,PS Paul Smith,DRESS ,509.99,5,brown,,100% leather,100% viscose,Clean with leather care products,Turn-down collar,,Button,Button down dresses,,Plain,Slip,Calf length,Short,Short,"44.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,alternative
274,1107,Neon & Nylon,CHECKBOARD DRESS ,32.99,1,brown,Jersey,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Checked,,Calf length,Short,Short,"49.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,unknown
275,1108,Selected Femme,SLFTAMMY SHORT SHIRT DRESS ,69.99,2,blue,Denim,100% cotton,,"Machine wash at 40Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,,Belt included,Short,"25.0 "" (Size 36)",Long,"36.5 "" (Size 36)",Regular Fit,Regular fit,,"14.5 "" (Size 36)",No,No,No,No,No,unknown
276,1109,Esprit,Day dress,29.99,1,black,,100% viscose,,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,,Thigh length,Long,Long,,Loose Fit,Loose fit,,,No,No,No,No,No,edgy
277,1110,Monki,Day dress,26.0,1,black,Chiffon,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry",,,Button,,Round neckline,Plain,Slip,Short,"26.0 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,edgy
278,1111,Alice + Olivia,DAKOTA SLIP GOWN ,395.0,5,black,Satin,"75% triacetate, 25% polyester","94% polyester, 6% elastane",Dry clean only,,,Zip,Bodycon dresses,Spaghetti straps,Plain,Slip,Maxi/long,Spaghetti straps,Spaghetti straps,"61.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,Yes,trendy
279,1112,LIU JO,ABITO ,204.99,5,brown,,100% polyester,100% polyester,"Do not tumble dry, Machine wash on gentle cycle",,,,,Low v-neck,Prints in general,Slip,Short,"24.5 "" (Size 10)",Long,"34.5 "" (Size 10)",Regular Fit,Regular fit,,"15.5 "" (Size 10)",No,No,No,No,No,alternative
280,1114,esmÃ© studios,MADELINE DRESS ,99.99,3,pastel green,Sweat,"80% cotton, 20% polyester",,,Standing collar,,,,,Plain,,Calf length,"25.5 "" (Size S)",Long,"43.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,sporty
281,1115,Envii,ENRYE DRESS ,69.99,2,black/brown,,"48% cotton, 42% polyester, 10% polyamide",,"Do not tumble dry, machine wash at 30Â°C",,,Belt,Wrap dresses,Low v-neck,Checked,Bust darts,Extra short,"26.5 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,edgy
282,1116,comma casual identity,Day dress,76.49,2,brown,,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Prints in general,"Bust darts, slip",Calf length,"26.0 "" (Size 10)",Long,"48.0 "" (Size 10)",Regular Fit,Regular fit,,"15.5 "" (Size 10)",No,No,No,No,No,casual chic
283,1117,Cream,CRFERINA SHORT DRESS ,64.99,2,orange,,100% viscose,,,,,Button,,V-neck,Floral,Inseam pockets,Short,Short,Short,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","16.0 "" (Size 10)",No,yes,No,No,No,girly
284,1118,Madewell,VNECK SMOCKED BODICE DRESS ,89.99,3,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Polka dot,,Short,"20.0 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,edgy
285,1119,CHIARA FERRAGNI,DRESS ,370.0,5,bright multi-coloured,Jersey,"95% viscose, 5% elastane",,Hand wash only,,,Laces,,Low v-neck,Floral,,Extra short,"25.5 "" (Size 10)",Long,"32.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size 10",,No,No,No,No,No,alternative
286,1120,Cotton On,ROSE NECK MIDI DRESS ,28.99,1,black,,100% viscose,,Machine wash at 40Â°C,,,,,Low v-neck,Floral,,Calf length,Sleeveless,Sleeveless,"55.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,Yes,alternative
287,1121,Swing,DRESS  ,149.99,4,navy,Jersey,100% polyester,"92% polyester, 8% elastane",,,,Zip,,Square neckline,Plain,Slip,Knee length,Short,Short,"40.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,edgy
288,1122,IVY & OAK ,DELPHINE ,224.99,5,white,,"69% polyester, 23% viscose, 8% elastane",100% polyester,"Do not tumble dry, Do not wash",,,Zip,,Round neckline,Plain,Slip,Calf length,Sleeveless,Sleeveless,"51.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,classic
289,1123,Cream,CRCYRENA DRESS ,99.99,3,denim,Denim,100% cotton,,,,,,,Low v-neck,,"Inseam pockets, embroidery",Short,Short,Short,"34.5 "" (Size 10)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,yes,No,No,No,girly
290,1124,Vero Moda,VMFRIGGA WRAP DRESS  ,34.99,1,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,Laces,Wrap dresses,Low v-neck,Plain,,Knee length,"24.0 "" (Size S)",Long,"36.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,edgy
291,1126,Hollister Co.,BODICE DRESS ,48.99,2,pastel yellow,,100% viscose,100% polyester,Machine wash at 30Â°C,,,,,Square neckline,Floral,Slip,Extra short,"20.0 "" (Size SxL)",Long,"31.5 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size SxL",,No,No,No,No,Yes,girly
292,1127,Yas,YASFIA LONG SHIRT DRESS ,41.99,2,black multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Floral,Bust darts,Maxi/long,"19.5 "" (Size S)",Long,"53.0 "" (Size S)",Regular Fit,Regular fit,,"15.0 "" (Size S)",No,No,No,No,No,girly
293,1128,Swing,DRESS ,129.99,4,navy,"Jersey, chiffon","92% polyester, 8% elastane","95% polyester, 5% elastane",,,,Zip,,Spaghetti straps,Floral,"Bust darts, slip",Knee length,Sleeveless,Sleeveless,"36.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,Yes,unknown
294,1129,Abercrombie & Fitch,EMEA BABYDOLL MINI ,59.99,2,dark green,,100% polyester,"98% polyester, 2% elastane",Machine wash at 30Â°C,,,,,Square neckline,Floral,"Bust darts, slip",Extra short,"20.5 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,Yes,casual chic
295,1130,Selected Femme,SLFASIA WRAP DRESS ,59.99,2,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Prints in general,,Short,"24.0 "" (Size 8)",Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,,"14.5 "" (Size 8)",No,No,No,No,No,edgy
296,1131,Mango,VOLE ,49.99,2,pink,,100% cotton,100% viscose,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Plain,,Calf length,Sleeveless,Sleeveless,,Loose Fit,Loose fit,,,No,No,No,No,No,girly
297,1132,Hugo Boss,DELYRA ,429.0,5,black,,"98% polyester, 2% metal",100% polyester,"Clean with leather care products, do not tumble dry, Do not wash",,,Zip,,Round neckline,,"Elasticated waist, slip",Calf length,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,,No,No,No,No,No,unknown
298,1133,Kaffe,OLINE DRESS ,69.99,2,black,,100% viscose,,,Turn-down collar,,Button,Button down dresses,,Polka dot,"Belt included, bust darts",Calf length,"26.5 "" (Size 10)",Long,"52.5 "" (Size 10)",Regular Fit,Regular fit,,"14.5 "" (Size 10)",Yes,No,No,No,No,classic
299,1134,Missguided,FRILL SHOULDER DRESS ,29.99,1,sand,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low v-neck,Plain,,Extra short,Short,Short,"27.0 "" (Size 10)",Slim Fit,Slim fit,,,No,No,No,No,Yes,trendy
300,1135,NA-KD,PADDED SHOULDER MINI DRESS ,59.99,2,blue,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,Round neckline,Floral,Shoulder pads,Extra short,"26.0 "" (Size 8)",Long,,Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,yes,No,girly
301,1136,DAY Birger et Mikkelsen,ZOE ,259.99,5,black,Satin,"65% viscose, 35% silk",,Dry clean only,Standing collar,,Laces,,Low v-neck,Plain,,Calf length,Elbow length,Elbow length,,Loose Fit,Loose fit,,,No,No,No,No,No,edgy
302,1137,SUMMERY Copenhagen,JOSEFINE ,194.99,4,grey,,100% cotton,,Hand wash only,,,,,Round neckline,,Bust darts,Calf length,Short,Short,"43.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,girly
303,1138,Ralph Lauren,SCOOPNECK DRESS ,139.99,4,red,Jersey,"94% cotton, 6% elastane","95% polyester, 5% elastane","Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low round neckline,Plain,Slip,Knee length,Extra short,Short,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,No,unknown
304,1139,byTiMo,FESTIVE MIDI DRESS ,299.99,5,bright multi-coloured,,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Floral,"Bust darts, slip",Calf length,"20.5 "" (Size S)",Long,"49.0 "" (Size S)",Regular Fit,Regular fit,,"13.0 "" (Size S)",No,No,No,No,No,trendy
