IndexID,Unnamed: 0,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
685,1530,,https://www.zalando.co.uk/nly-by-nelly-adorable-sportscut-dress-day-dress-neg21c07y-a11.html,Nly by Nelly,"ADORABLE SPORTSCUT DRESS ",42.99,2,white,"Lace, chiffon",100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,Accentuating the waist,Round neckline,Plain,"Bust darts, slip, fringing",Extra short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size 8)",Fitted waist,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","12.0 "" (Size 8)",Yes,No,No,No,No,alternative
686,1531,,https://www.zalando.co.uk/anna-field-boat-neck-print-dress-with-solid-skirt-day-dress-blackwhite-an621c1kc-q11.html,Anna Field,"BOAT NECK PRINT DRESS WITH SOLID SKIRT ",24.99,1,black/white,Jersey,"95% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Polka dot,,Knee length,Elbow length,Elbow length,"36.0 "" (Size XS)",Slim Fit,Slim fit,,,No,No,No,No,No,trendy
687,1532,,https://www.zalando.co.uk/edc-by-esprit-crepe-day-dress-sand-ed121c0xf-b11.html,Esprit,"CREPE ",43.99,2,sand,,"95% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Laces,,V-neck,Prints in general,,Knee length,"25.5 "" (Size S)",Long,"37.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,Yes,No,No,No,No,girly
688,1533,,https://www.zalando.co.uk/abercrombie-and-fitch-day-dress-white-solid-a0f21c09p-a11.html,Abercrombie & Fitch,Day dress,89.99,3,white,,"95% polyester, 5% elastane",,Machine wash at 30Â°C,,,Zip,,Boat neckline (wide),Plain,Bust darts,Short,Spaghetti straps,Spaghetti straps,"29.0 "" (Size S)",Slim Fit,Slim fit,,,No,No,No,No,Yes,casual chic
689,1534,,https://www.zalando.co.uk/only-petite-onlpella-dress-day-dress-black-rose-ditsy-op421c092-q13.html,Only,"ONLPELLA DRESS ",26.34,1,black multi-coloured,,"99% polyester, 1% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Floral,"Elasticated waist, slip",Calf length,"17.0 "" (Size S)",Elbow length,"45.5 "" (Size S)",Regular Fit,Regular fit,,"14.0 "" (Size S)",Yes,No,No,No,No,edgy
690,1535,,https://www.zalando.co.uk/ivy-and-oak-dress-midi-cocktail-dress-party-dress-navy-blue-iv321c08l-k11.html,IVY & OAK,"DRESS MIDI ",179.99,4,black,Lace,"75% cotton, 25% polyamide",100% viscose,Dry clean only,,,Zip,,Round neckline,Plain,"Bust darts, padded bust, slip",Calf length,Short,Short,"49.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,Yes,classic
691,1536,,https://www.zalando.co.uk/4th-and-reckless-helen-dress-cocktail-dress-party-dress-black-4t021c039-q11.html,4th & Reckless,"HELEN DRESS ",47.99,2,black,,100% polyester,"90% polyester, 10% elastane","Do not tumble dry, Hand wash only",,,Laces,,Boat neckline (wide),Plain,"Slip, sequins",Extra short,"22.0 "" (Size 8)",Long,"31.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,yes,No,Yes,alternative
692,1537,,https://www.zalando.co.uk/superdry-jersey-dress-mazarine-blue-su221c0pf-k11.html,Superdry,"COLLEGE CREW ",25.0,1,electric blue,Sweat,100% cotton,,"Do not bleach, do not tumble dry",,,,,Round neckline,Prints in general,,Short,Long,Long,,Oversized,Loose fit,,,No,No,No,No,No,sporty
693,1538,,https://www.zalando.co.uk/bruuns-bazaar-evanthe-mility-dress-cocktail-dress-party-dress-snow-white-br321c09q-a11.html,Bruuns Bazaar,"EVANTHE MILITY DRESS ",249.99,5,white,Lace,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Zip,,,Plain,Slip,Short,"27.0 "" (Size 8)",Long,"33.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,trendy
694,1539,,https://www.zalando.co.uk/vero-moda-vmanna-slit-calf-dress-day-dress-china-blue-ve121c37j-k11.html,Vero Moda,"VMANNA SLIT CALF DRESS ",26.39,1,blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Floral,,Calf length,"23.0 "" (Size S)",Long,"43.0 "" (Size S)",Regular Fit,Regular fit,,"16.0 "" (Size S)",No,No,No,No,No,alternative
695,1540,,https://www.zalando.co.uk/pieces-petite-pcchilli-dress-day-dress-fruit-dove-pit21c03t-j11.html,Pieces,"PCCHILLI DRESS ",25.99,1,pink,Sweat,"60% cotton, 40% polyester",,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,,Short,"22.5 "" (Size S)",Long,"30.5 "" (Size S)",Loose Fit,Loose fit,,,No,No,No,No,No,sporty
696,1541,,https://www.zalando.co.uk/jdy-jdypiper-short-dress-day-dress-blackpink-jy121c0j4-q13.html,JDY,"PIPER  ",23.99,1,black multi-coloured,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,,Button,,,Floral,,Extra short,"23.0 "" (Size 8)",Long,"34.0 "" (Size 8)",Regular Fit,Regular fit,,"16.0 "" (Size 8)",Yes,No,No,No,No,edgy
697,1542,,https://www.zalando.co.uk/mango-day-dress-blanc-casse-m9121c5ji-a11.html,Mango,FRUIT,49.99,2,white multi-coloured,,"75% viscose, 25% polyester",,,,,Button,,Round neckline,Prints in general,,Calf length,Spaghetti straps,Spaghetti straps,,Regular Fit,Regular fit,,,No,No,No,No,No,alternative
698,1543,,https://www.zalando.co.uk/31-phillip-lim-shirred-dress-detachable-collar-cocktail-dress-party-dress-black-31021c01c-q11.html,3.1 Phillip Lim,"SHIRRED DRESS DETACHABLE COLLAR ",435.0,5,black,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Bow/shawl collar,,Zip,,Square neckline,Plain,Bow,Knee length,"23.5 "" (Size 8)",Long,"40.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,unknown
699,1544,,https://www.zalando.co.uk/only-onlmarcela-dress-day-dress-night-skysilver-on321c2o1-k11.html,Only,"ONLMARCELA WRAP DRESS ",29.74,1,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Striped,Slip,Short,"24.0 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",No,No,No,No,No,edgy
700,1545,,https://www.zalando.co.uk/cartoon-wrap-leo-print-dress-day-dress-roseblack-c0421c05s-b11.html,Cartoon,"WRAP LEO PRINT DRESS ",64.99,2,black/white,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Wrap dresses,Low v-neck,Animal Prints in general,,Knee length,Extra short,Short,"38.0 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,classic
701,1546,,https://www.zalando.co.uk/theory-angled-seam-day-dress-blackmulti-t4021c00t-q11.html,Theory,"ANGLED SEAM ",325.0,5,black,Satin,"58% viscose, 42% silk",100% polyester,Dry clean only,,,Zip,,Round neckline,Prints in general,"Bust darts, slip",Calf length,Sleeveless,Sleeveless,"47.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No,unknown
702,1547,,https://www.zalando.co.uk/vila-petite-vikalila-capsleeve-dress-day-dress-misty-rose-vip21c03z-j11.html,Vila,"VIKALILA CAPSLEEVE DRESS ",34.99,1,pastel pink,Lace,"92% polyamide, 8% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Plain,"Bust darts, slip",Short,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,,"13.0 "" (Size S)",No,No,No,No,No,girly
703,1548,,https://www.zalando.co.uk/esprit-dresses-day-dress-off-white-es121c22d-a11.html,Esprit,"DRESSES ",54.99,2,off-white,Jersey,100% cotton,,"Machine wash at 40Â°C, do not tumble dry",,,,,Round neckline,Striped,,Knee length,Long,Long,"37.5 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,No,classic
704,1549,,https://www.zalando.co.uk/love-copenhagen-nino-dress-cocktail-dress-party-dress-blush-l1g21c05w-j11.html,Love Copenhagen,"NINO DRESS ",109.99,3,pastel pink,,"70% polyester, 27% cotton, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Floral,,Knee length,Elbow length,Elbow length,"40.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","12.0 "" (Size 8)",No,No,No,No,No,girly
705,1550,,https://www.zalando.co.uk/never-fully-dressed-tall-day-dress-multi-n0l21c01a-j11.html,Never Fully Dressed,"DISCO GROOVE MIDI DRESS ",104.99,3,multi-coloured,,100% polyester,,Dry clean only,Standing collar,,Zip,,,Prints in general,Bust darts,Calf length,"25.5 "" (Size 10)",Long,"50.0 "" (Size 10)",Regular Fit,Regular fit,,"14.0 "" (Size 10)",No,No,No,No,No,alternative
706,1551,,https://www.zalando.co.uk/michael-michael-kors-soft-python-cocktail-dress-party-dress-crimson-mk121c0kc-g11.html,MICHAEL Michael Kors,"SOFT PYTHON ",234.99,5,black/red,,100% polyester,100% polyester,Dry clean only,,,,,Round neckline,Animal Prints in general,Slip,Calf length,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,,No,No,No,No,No,trendy
707,1552,,https://www.zalando.co.uk/cotton-on-petite-petite-wrap-day-dress-salsa-red-c6a21c00a-g11.html,Cotton On,"PETITE WRAP ",28.99,1,red,Chiffon,100% viscose,,"Machine wash at 40Â°C, do not tumble dry",,,Hook fasteningÂ ,Wrap dresses,Low v-neck,Plain,Belt included,Short,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,,"13.5 "" (Size S)",No,No,No,No,No,unknown
708,1553,,https://www.zalando.co.uk/holzweiler-dizzy-dress-day-dress-ecru-ho021c02h-b11.html,Holzweiler,"DIZZY DRESS ",215.0,5,pastel yellow,,"78% cotton, 22% nylon",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Round neckline,Plain,,Knee length,"24.5 "" (Size S)",Long,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","17.5 "" (Size S)",No,No,No,No,No,trendy
709,1554,,https://www.zalando.co.uk/mango-day-dress-gebroken-wit-m9121c5l1-a11.html,Mango,"PORTOFIN ",35.99,1,black/white,,100% polyester,100% polyester,,,,,,V-neck,Animal Prints in general,,Short,,,,Regular Fit,Regular fit,,,No,No,No,No,No,edgy
710,1555,,https://www.zalando.co.uk/iro-caila-cocktail-dress-party-dress-blackyellow-ir221c04i-f11.html,Iro,"CAILA ",499.99,5,black/green,,100% silk,100% viscose,Dry clean only,,,Button,,Round neckline,Prints in general,Slip,Short,"25.0 "" (Size 10)",Long,"33.0 "" (Size 10)",Regular Fit,Regular fit,,"15.0 "" (Size 10)",No,No,No,No,No,casual chic
711,1556,,https://www.zalando.co.uk/2nd-day-lita-cocktail-dress-party-dress-blur-blue-s3821c05t-k11.html,2nd Day,"LITA ",139.99,4,bright multi-coloured,Satin,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Prints in general,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"41.5 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
712,1557,,https://www.zalando.co.uk/gap-flounce-dress-day-dress-brownblack-gp021c0km-o11.html,GAP,"FLOUNCE DRESS ",46.74,2,black/brown,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Animal Prints in general,,Knee length,"25.0 "" (Size M)",Long,"33.5 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size M","16.0 "" (Size M)",No,No,No,No,No,edgy
713,1558,,https://www.zalando.co.uk/tfnc-elois-midi-dress-cocktail-dress-party-dress-burgundy-tf121c0m3-g11.html,TFNC,"ELOIS MIDI DRESS ",49.99,2,burgundy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Low v-neck,Plain,Slip,Calf length,Sleeveless,Sleeveless,"45.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","12.5 "" (Size 10)",No,No,No,No,Yes,girly
714,1559,,https://www.zalando.co.uk/only-tall-onlalice-dress-day-dress-moonlight-blue-ond21c07p-k11.html,Only,"ONLALICE DRESS ",30.99,1,blue,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip",Knee length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
715,1560,,https://www.zalando.co.uk/needle-and-thread-rosie-mini-dress-cocktail-dress-party-dress-graphite-nt521c0fv-q11.html,Needle & Thread,"ROSIE MINI DRESS ",394.99,5,black multi-coloured,Tulle,100% polyester,100% polyester,Dry cleanable,Standing collar,,Zip,,,Floral,"Slip, border, embroidery",Short,Short,Short,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",,No,No,No,No,No,casual chic
716,1561,,https://www.zalando.co.uk/na-kd-cowl-neck-mini-dress-day-dress-white-naa21c0ly-a11.html,NA-KD,"COWL NECK MINI DRESS ",39.99,1,white,,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Square neckline,Plain,"Adjustable straps, slip",Short,Spaghetti straps,Spaghetti straps,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,girly
717,1562,,https://www.zalando.co.uk/ivy-and-oak-macia-day-dress-bright-white-iv321c0bl-a11.html,IVY & OAK,"MACIA ",239.99,5,white,,"60% polyester, 40% cotton",100% cotton,,,,Button,,Round neckline,Plain,Slip,Short,3/4 length,Elbow length,,Regular Fit,Regular fit,,,Yes,No,No,No,No,girly
718,1563,,https://www.zalando.co.uk/yas-yasfia-midi-dress-day-dress-black-y0121c1sw-t11.html,Yas,"YASFIA MIDI DRESS ",55.99,2,black multi-coloured,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Peter pan collar,,Button,,,Floral,,Calf length,"25.0 "" (Size S)",Long,"47.0 "" (Size S)",Loose Fit,Loose fit,,"14.0 "" (Size S)",No,No,No,No,No,girly
719,1564,,https://www.zalando.co.uk/massimo-dutti-day-dress-orange-m3i21c0gi-h11.html,Massimo Dutti,"IN SATINOPTIK MIT KURZEN Ã„RMELN ",149.0,4,burnt orange,Satin,"71% acetate, 29% viscose","71% acetate, 29% viscose",,,,,,V-neck,Plain,,Calf length,Elbow length,Elbow length,"51.5 "" (Size M)",Loose Fit,Loose fit,,,No,No,No,No,No,classic
720,1565,,https://www.zalando.co.uk/cream-crwillow-dress-mollie-fit-day-dress-ethnic-ikat-green-cr221c0ne-m11.html,Cream,"CRWILLOW DRESS ",79.99,2,green,,100% viscose,,,,,Zip,,Low round neckline,Prints in general,,Knee length,Sleeveless,Sleeveless,"31.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,Yes,girly
721,1567,,https://www.zalando.co.uk/libertine-libertine-day-dress-light-blue-liq21c02v-k11.html,Libertine-Libertine,Day dress,174.99,4,pastel blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,Button,,Round neckline,Prints in general,Bust darts,Calf length,Short,Short,"47.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","16.5 "" (Size S)",No,No,No,No,No,girly
722,1568,,https://www.zalando.co.uk/nly-by-nelly-too-good-collar-dress-day-dress-red-neg21c0i2-g11.html,Nly by Nelly,"TOO GOOD COLLAR DRESS ",34.99,1,red,Rib,"64% polyester, 33% viscose, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,,Bodycon dresses,V-neck,Plain,,,"25.0 "" (Size S)",Long,"34.5 "" (Size S)",Bodycon,Slim fit,,,No,No,No,No,No,alternative
723,1569,,https://www.zalando.co.uk/alice-olivia-kyrie-combo-tuxedo-dress-day-dress-blackoff-white-a2n21g008-q11.html,Alice + Olivia,"KYRIE COMBO TUXEDO DRESS ",450.0,5,black/white,,100% polyester,"94% polyester, 6% elastane",Dry clean only,Lapel collar,,Button,,Low v-neck,,"Inseam pockets, button row, shoulder pads, slip",Extra short,"23.5 "" (Size 8)",Long,"32.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,yes,No,edgy
724,1570,,https://www.zalando.co.uk/Hugo Boss-day-dress-black-bb121c0el-q11.html,Hugo Boss,"DIBANORA ",379.0,5,black,,100% viscose,,"Clean with leather care products, do not tumble dry, Do not wash",Standing collar,,Belt,Accentuating the waist,V-neck,Plain,Belt included,Calf length,Long,Long,"46.5 "" (Size 8)",Regular Fit,Regular fit,,,No,No,No,No,No,unknown
725,1571,,https://www.zalando.co.uk/esprit-dresses-light-shirt-dress-black-es121c225-q11.html,Esprit,"LIGHT ",55.0,2,black,,100% viscose,,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,,Button down dresses,,Prints in general,Button row,Knee length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,edgy
726,1572,,https://www.zalando.co.uk/anna-field-quarter-sleeves-elevated-casual-midi-dress-day-dress-red-an621c1pc-g11.html,Anna Field,"Quarter sleeves elevated casual midi dress ",27.19,1,burgundy,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,,Calf length,"16.0 "" (Size S)",Elbow length,"47.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,classic
727,1573,,https://www.zalando.co.uk/oakwood-day-dress-black-oa121c00l-q11.html,Oakwood,"DANCE ",237.99,5,black,,100% leather,,,,,Zip,,Low v-neck,Plain,Inseam pockets,Knee length,Short,Short,"42.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","16.5 "" (Size 8)",No,yes,No,No,No,edgy
728,1574,,https://www.zalando.co.uk/gap-party-tie-waist-dress-day-dress-red-delicious-gp021c0kd-g11.html,GAP,"PARTY TIE WAIST DRESS ",43.99,2,burgundy,Satin,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"23.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,classic
729,1575,,https://www.zalando.co.uk/faithfull-the-brand-lecco-mini-dress-day-dress-yellow-f0o21c022-e11.html,Faithfull the brand,"LECCO MINI DRESS ",170.0,4,yellow,,100% viscose,100% viscose,Hand wash only,,,Laces,,Square neckline,Floral,Slip,Extra short,Short,Short,"29.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,alternative
730,1576,,https://www.zalando.co.uk/vero-moda-curve-vmgaby-day-dress-black-vee21c0d1-q11.html,Vero Moda,"VMGABY  ",54.99,2,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,,Button,Button down dresses,,Animal Prints in general,Bust darts,Short,"24.5 "" (Size 16)",Long,"34.5 "" (Size 16)",Regular Fit,Regular fit,,"15.0 "" (Size 16)",No,No,No,No,No,trendy
731,1577,,https://www.zalando.co.uk/vero-moda-petite-vmsay-dress-petite-day-dress-light-blue-denim-vm021c0co-k11.html,Vero Moda,"VMSAY DRESS PETITE ",43.99,2,denim,Denim,"73% cotton, 26% polyester, 1% elastane",,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,,Belt included,Knee length,Short,Short,"37.5 "" (Size S)",Slim Fit,Slim fit,,"14.0 "" (Size S)",No,No,No,No,No,girly
732,1579,,https://www.zalando.co.uk/mango-day-dress-green-m9121c5ki-m11.html,Mango,"POMELO ",29.99,1,green,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Prints in general,,Calf length,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,trendy
733,1580,,https://www.zalando.co.uk/kaffe-binni-dress-day-dress-chalkorchid-flower-ka321c0rk-b11.html,Kaffe,"BINNI DRESS ",74.99,2,sand,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Laces,,V-neck,Floral,,Knee length,"27.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Loose Fit,Loose fit,,"13.5 "" (Size 8)",No,No,No,No,No,girly
734,1581,,https://www.zalando.co.uk/g-star-millery-mock-dress-day-dress-granite-gs121c0da-c11.html,G-Star,"MILLERY MOCK DRESS ",114.99,3,grey,,100% lyocell,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,,Plain,,Short,Sleeveless,Sleeveless,"37.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","12.0 "" (Size S)",No,Yes,No,No,No,sporty
735,1582,,https://www.zalando.co.uk/vila-vivish-o-neck-short-dress-day-dress-black-liche-v1021c2ya-q11.html,Vila,"VIVISH O NECK SHORT DRESS ",34.99,1,navy,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Round neckline,Prints in general,Belt included,Short,"26.0 "" (Size 8)",Long,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,casual chic
