,Article number,Back material,Back width,Bottom part material,Care instructions,Collar,Contains non-textile parts of animal origin,Cut,Details,Fabric,Fastening,Filling,Fit,Front material,Insert material,Jacket length,Length,Licensed characters,Lining,Middle part material,Neckline,Our model's height,Outer fabric material,Outer leg length,Pattern,Pockets,Sheer,Sleeve length,Sleeve length.1,Sleeves material,Sport,Top part material,Total length,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,category,color,day dress,description,heading1,link,price
1616,EDD21C0JB-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,--,Rib,--,--,Bodycon,--,--,--,Short,--,--,--,--,"Our model is 5' 9""  tall and is wearing size 8","96% viscose, 4% elastane",--,Striped,--,--,"23.5 "" (Size 8)",--,--,--,--,"33.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,"black, off-white", Day dress,IDALIA DRESS ,EDITED,https://www.zalando.co.uk/edited-idalia-dress-day-dress-black-off-white-edd21c0jb-q11.html,Â£43.99
1617,BJ721C0GT-T11,--,"15.0 "" (Size S)",--,Dry clean only,Standing collar,--,--,"Belt included, adjustable straps, slip",Chiffon,--,--,Regular Fit,--,--,--,Calf-length,--,100% viscose,--,Low-cut v-neck,--,100% viscose,--,Plain,--,--,Extra short,--,--,--,--,"52.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,ETHEREAL ROMANTIC CUTAWAY RUFFLE ,Banana Republic,https://www.zalando.co.uk/banana-republic-ethereal-romantic-cutaway-ruffle-day-dress-black-bj721c0gt-t11.html,Â£129.99
1618,SIE21C0A4-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,Jersey,--,--,Regular Fit,--,--,--,Calf-length,--,--,--,Crew neck,--,"95% polyester, 5% elastane",--,Plain,--,--,"24.0 "" (Size 16)",--,--,--,--,"47.0 "" (Size 16)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,SUPERSOFT FRILL DETAIL SWING DRESS ,Simply Be,https://www.zalando.co.uk/simply-be-supersoft-frill-detail-swing-dress-day-dress-black-sie21c0a4-q11.html,Â£17.99
1619,EV421C17E-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,--,Sweat,--,--,Loose Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","60% cotton, 40% polyester",--,Print,--,--,"25.0 "" (Size S)",--,--,--,--,"34.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/white, Day dress,CREW NECK TYE DIE DRESS  ,Even&Odd,https://www.zalando.co.uk/evenandodd-crew-neck-tye-die-dress-day-dress-blackwhite-ev421c17e-q11.html,Â£22.09
1620,AN621C1PH-M11,--,"15.5 "" (Size 10)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,Button,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size 10",100% viscose,--,Plain,--,--,"17.5 "" (Size 10)",--,--,--,--,"38.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,dark green,,Day dress,Anna Field,https://www.zalando.co.uk/anna-field-day-dress-dark-green-an621c1ph-m11.html,Â£30.99
1621,AN621C1PH-M11,--,"15.5 "" (Size 10)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,Button,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size 10",100% viscose,--,Plain,--,--,"17.5 "" (Size 10)",--,--,--,--,"38.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,brown,,Day dress,Anna Field,https://www.zalando.co.uk/anna-field-day-dress-dark-green-an621c1ph-m11.html,Â£30.99
1622,M5821C0N8-K11,--,"14.0 "" (Size 10)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,--,--,Regular Fit,--,--,--,Short,--,--,--,V-neck,"Our model is 5' 10""  tall and is wearing size 10","98% cotton, 2% elastane",--,Print,--,--,"19.5 "" (Size 10)",--,--,--,--,"36.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,circled grafic pattern, Day dress,DRESS ,More & More,https://www.zalando.co.uk/more-and-more-dress-day-dress-circled-grafic-pattern-m5821c0n8-k11.html,Â£79.99
1623,AX821C052-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Elasticated waist,Jersey,--,--,Regular Fit,--,--,--,Calf-length,--,--,--,Boat neck,--,"95% viscose, 5% elastane",--,Plain,--,--,Short,--,--,--,--,"40.0 "" (Size 18)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black,,Day dress,Anna Field Curvy,https://www.zalando.co.uk/anna-field-curvy-day-dress-black-ax821c052-q11.html,Â£28.99
1624,AX821C052-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Elasticated waist,Jersey,--,--,Regular Fit,--,--,--,Calf-length,--,--,--,Boat neck,--,"95% viscose, 5% elastane",--,Plain,--,--,Short,--,--,--,--,"40.0 "" (Size 18)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,blue/orange/black ,,Day dress,Anna Field Curvy,https://www.zalando.co.uk/anna-field-curvy-day-dress-black-ax821c052-q11.html,Â£28.99
1625,NN121C0EM-O11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,--,--,--,Loose Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,100% viscose,--,Print,--,--,"22.0 "" (Size 8)",--,--,--,--,"46.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,brown, Day dress,DOTTED MOSS ,Noa Noa,https://www.zalando.co.uk/noa-noa-dotted-moss-day-dress-brown-nn121c0em-o11.html,Â£119.99
1626,Y0121C1V1-Q11,--,--,--,--,--,--,--,Bust darts,--,Zip,--,Loose Fit,--,--,--,Calf-length,--,--,--,Crew neck,--,100% viscose,--,Floral,--,--,Long,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/rosalie, Day dress,YASROSALIE MIDI DRESS ,YAS,https://www.zalando.co.uk/yas-yasrosalie-midi-dress-day-dress-blackrosalie-y0121c1v1-q11.html,Â£59.99
1627,JY121C0Q7-K11,--,--,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,Embroidery,"Jersey, Sweat",--,--,Regular Fit,--,--,--,Thigh-length,--,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size S","60% cotton, 40% polyester",--,Plain,--,--,"20.5 "" (Size S)",--,--,--,--,"32.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,chambray blue/paris embroidery, Day dress,JDYPARIS  ,JDY,https://www.zalando.co.uk/jdy-sweat-dress-jrs-day-dress-chambray-blueparis-embroidery-jy121c0q7-k11.html,Â£23.99
1628,JY121C0Q7-K11,--,--,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,Embroidery,"Jersey, Sweat",--,--,Regular Fit,--,--,--,Thigh-length,--,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size S","60% cotton, 40% polyester",--,Plain,--,--,"20.5 "" (Size S)",--,--,--,--,"32.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,rose brown, Day dress,JDYPARIS  ,JDY,https://www.zalando.co.uk/jdy-sweat-dress-jrs-day-dress-chambray-blueparis-embroidery-jy121c0q7-k11.html,Â£23.99
1629,JY121C0Q7-K11,--,--,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,Embroidery,"Jersey, Sweat",--,--,Regular Fit,--,--,--,Thigh-length,--,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size S","60% cotton, 40% polyester",--,Plain,--,--,"20.5 "" (Size S)",--,--,--,--,"32.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,tapioca/paris embroidery, Day dress,JDYPARIS  ,JDY,https://www.zalando.co.uk/jdy-sweat-dress-jrs-day-dress-chambray-blueparis-embroidery-jy121c0q7-k11.html,Â£23.99
1630,ES121C222-Q11,--,"15.5 "" (Size 10)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,--,--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 10",100% cotton,--,Plain,--,--,"18.0 "" (Size 10)",--,--,--,--,"37.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,DRESSES LIGHT ,Esprit,https://www.zalando.co.uk/esprit-dresses-light-day-dress-black-es121c222-q11.html,From Â£43.99
1631,ES121C222-Q11,--,"15.5 "" (Size 10)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,--,--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 10",100% cotton,--,Plain,--,--,"18.0 "" (Size 10)",--,--,--,--,"37.0 "" (Size 10)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,light khaki, Day dress,DRESSES LIGHT ,Esprit,https://www.zalando.co.uk/esprit-dresses-light-day-dress-black-es121c222-q11.html,From Â£43.99
1632,Y0121C1R4-O11,--,"14.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,"Bust darts, slip",--,Button,--,Loose Fit,--,--,--,Knee-length,--,100% polyester,--,--,"Our model is 5' 9""  tall and is wearing size S",100% polyester,--,Animal print,--,--,"22.0 "" (Size S)",--,--,--,--,"37.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,frosted almond/leona, Day dress,YASLEONA DRESS VIP ,YAS,https://www.zalando.co.uk/yas-yasleona-dress-vip-day-dress-frosted-almondleona-y0121c1r4-o11.html,Â£53.99
1633,PE121C0NR-G11,--,"14.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,"Slip, tassels",Chiffon,Laces,--,Regular Fit,--,--,--,Short,--,100% polyester,--,Low-cut v-neck,"Our model is 5' 10""  tall and is wearing size S",100% polyester,--,Floral,--,--,Extra short,--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,red, Day dress,LATISHA ,Pepe Jeans,https://www.zalando.co.uk/pepe-jeans-latisha-day-dress-red-pe121c0nr-g11.html,Â£64.99
1634,MOQ21C0BL-Q11,--,"17.5 "" (Size XS/S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,--,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,"Our model is 5' 10""  tall and is wearing size XS/S",100% viscose,--,Print,--,--,Elbow length,--,--,--,--,"52.0 "" (Size XS/S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,twirl black,,Day dress,Monki,https://www.zalando.co.uk/monki-day-dress-twirl-black-moq21c0bl-q11.html,Â£26.00
1635,MOQ21C0BL-Q11,--,"17.5 "" (Size XS/S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,--,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,"Our model is 5' 10""  tall and is wearing size XS/S",100% viscose,--,Print,--,--,Elbow length,--,--,--,--,"52.0 "" (Size XS/S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,flower ,,Day dress,Monki,https://www.zalando.co.uk/monki-day-dress-twirl-black-moq21c0bl-q11.html,Â£26.00
1636,MOQ21C0BL-Q11,--,"17.5 "" (Size XS/S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,--,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,"Our model is 5' 10""  tall and is wearing size XS/S",100% viscose,--,Print,--,--,Elbow length,--,--,--,--,"52.0 "" (Size XS/S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,rave greenblue,,Day dress,Monki,https://www.zalando.co.uk/monki-day-dress-twirl-black-moq21c0bl-q11.html,Â£26.00
1637,ESM21C023-T11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,--,--,Slip,Chiffon,Button,--,Regular Fit,--,--,--,Short,--,100% modal,--,V-neck,"Our model is 5' 9""  tall and is wearing size 8",100% viscose,--,Animal print,--,--,"24.0 "" (Size 8)",--,--,--,--,"38.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,multi coloured, Day dress,DRESS BLUE ANIMAL PRINT ,Esqualo,https://www.zalando.co.uk/esqualo-dress-blue-animal-print-day-dress-multi-coloured-esm21c023-t11.html,Â£94.99
1638,SU221C0P3-G11,--,--,--,--,--,--,--,--,--,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"65% viscose, 30% polyamide, 5% elastane",--,Plain,--,--,Long,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,rouge red,,Day dress,Superdry,https://www.zalando.co.uk/superdry-day-dress-rouge-red-su221c0p3-g11.html,Â£22.50
1639,RI521I078-A11,--,--,--,Hand wash only,--,--,--,--,Rib,Button,--,Loose Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,"52% viscose, 26% polyester, 22% polyamide",--,Plain,--,--,Short,--,--,--,--,"47.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,buttermilk, Day dress,VEST LONG ,Rich & Royal,https://www.zalando.co.uk/rich-and-royal-vest-long-day-dress-buttermilk-ri521i078-a11.html,Â£129.99
1640,ES421C1KQ-G11,--,--,--,"Do not bleach, do not tumble dry, Dry cleanable, machine wash at 40Â°C",--,--,--,--,--,--,--,Regular Fit,--,--,--,Short,--,100% polyester,--,V-neck,--,100% polyester,--,Print,--,--,Long,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,bordeaux red, Day dress,REGULAR FIT ,Esprit Collection,https://www.zalando.co.uk/esprit-collection-regular-fit-day-dress-bordeaux-red-es421c1kq-g11.html,Â£79.99
1641,ES421C1KQ-G11,--,--,--,"Do not bleach, do not tumble dry, Dry cleanable, machine wash at 40Â°C",--,--,--,--,--,--,--,Regular Fit,--,--,--,Short,--,100% polyester,--,V-neck,--,100% polyester,--,Print,--,--,Long,--,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,REGULAR FIT ,Esprit Collection,https://www.zalando.co.uk/esprit-collection-regular-fit-day-dress-bordeaux-red-es421c1kq-g11.html,Â£79.99
1642,ES421C1JO-A11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Jersey,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,"95% polyester, 5% elastane",--,Animal print,--,--,Elbow length,--,--,--,--,"45.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,off white, Day dress,DRESS ,Esprit Collection,https://www.zalando.co.uk/esprit-collection-dress-day-dress-off-white-es421c1jo-a11.html,Â£69.00
1643,DE121C0Z5-T11,--,--,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Jersey,--,--,Slim Fit,--,--,--,Calf-length,--,--,--,Crew neck,"Our model is 5' 10""  tall and is wearing size M","47% polyester, 45% viscose, 5% elastane, 3% cotton",--,--,--,--,Sleeveless,--,--,--,--,"51.5 "" (Size M)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,marine, Jersey dress,VEST CHARLOTTE DESIGNED BY M. CHRISTIAN LACROIX ,Desigual,https://www.zalando.co.uk/desigual-vest-charlotte-designed-by-m-christian-lacroix-day-dress-marine-de121c0z5-t11.html,Â£119.99
1644,V1021C2YF-K11,--,"14.0 "" (Size 8)",--,--,Standing collar,--,--,"Belt included, slip",--,Laces,--,Regular Fit,--,--,--,Short,--,100% polyester,--,--,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Paisley,--,--,"20.0 "" (Size 8)",--,--,--,--,"36.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,captains blue, Day dress,V NECK ,Vila,https://www.zalando.co.uk/vila-v-neck-day-dress-captains-blue-v1021c2yf-k11.html,Â£39.99
1645,VE121C38Q-G11,--,"14.5 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Border,--,Laces,--,Loose Fit,--,--,--,Short,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size S","83% viscose, 17% polyamide",--,Plain,--,--,"23.0 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,masala, Day dress,VMIDDA  ,Vero Moda,https://www.zalando.co.uk/vero-moda-vmidda-short-dress-day-dress-masala-ve121c38q-g11.html,Â£29.74
1646,VE121C38Q-G11,--,"14.5 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Border,--,Laces,--,Loose Fit,--,--,--,Short,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size S","83% viscose, 17% polyamide",--,Plain,--,--,"23.0 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,birch, Day dress,VMIDDA  ,Vero Moda,https://www.zalando.co.uk/vero-moda-vmidda-short-dress-day-dress-masala-ve121c38q-g11.html,Â£29.74
1647,VE121C38Q-G11,--,"14.5 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Border,--,Laces,--,Loose Fit,--,--,--,Short,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size S","83% viscose, 17% polyamide",--,Plain,--,--,"23.0 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,laurel wreath, Day dress,VMIDDA  ,Vero Moda,https://www.zalando.co.uk/vero-moda-vmidda-short-dress-day-dress-masala-ve121c38q-g11.html,Â£29.74
1648,ON321C2S8-A11,--,"14.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,"98% viscose, 2% elastane",--,Animal print,--,--,"23.0 "" (Size S)",--,--,--,--,"47.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,tofu, Day dress,PRIME  ,ONLY,https://www.zalando.co.uk/only-onlprime-midi-shirt-dress-day-dress-tofu-on321c2s8-a11.html,Â£29.74
1649,ON321C2S8-A11,--,"14.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,"98% viscose, 2% elastane",--,Animal print,--,--,"23.0 "" (Size S)",--,--,--,--,"47.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,PRIME  ,ONLY,https://www.zalando.co.uk/only-onlprime-midi-shirt-dress-day-dress-tofu-on321c2s8-a11.html,Â£29.74
1650,ON321C2S8-A11,--,"14.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Low-cut v-neck,--,"98% viscose, 2% elastane",--,Animal print,--,--,"23.0 "" (Size S)",--,--,--,--,"47.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,PRIME  ,ONLY,https://www.zalando.co.uk/only-onlprime-midi-shirt-dress-day-dress-tofu-on321c2s8-a11.html,Â£29.74
1651,V1021C0MM-M16,--,--,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,Bust darts,Jersey,Zip,--,Regular Fit,--,--,--,Short,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size S","79% polyester, 18% viscose, 3% elastane",--,Striped,--,--,"17.5 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,birch, Day dress,VITINNY ,Vila,https://www.zalando.co.uk/vila-vitinny-new-dress-jersey-dress-birch-v1021c0mm-m16.html,Â£23.99
1652,V1021C0MM-M16,--,--,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,Bust darts,Jersey,Zip,--,Regular Fit,--,--,--,Short,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size S","79% polyester, 18% viscose, 3% elastane",--,Striped,--,--,"17.5 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,VITINNY ,Vila,https://www.zalando.co.uk/vila-vitinny-new-dress-jersey-dress-birch-v1021c0mm-m16.html,Â£23.99
1653,V1021C0MM-M16,--,--,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,Bust darts,Jersey,Zip,--,Regular Fit,--,--,--,Short,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size S","79% polyester, 18% viscose, 3% elastane",--,Striped,--,--,"17.5 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/pine grove, Day dress,VITINNY ,Vila,https://www.zalando.co.uk/vila-vitinny-new-dress-jersey-dress-birch-v1021c0mm-m16.html,Â£23.99
1654,V1021C0MM-M16,--,--,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,Bust darts,Jersey,Zip,--,Regular Fit,--,--,--,Short,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size S","79% polyester, 18% viscose, 3% elastane",--,Striped,--,--,"17.5 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/snow white, Day dress,VITINNY ,Vila,https://www.zalando.co.uk/vila-vitinny-new-dress-jersey-dress-birch-v1021c0mm-m16.html,Â£23.99
1655,P2121C0E7-K11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,"Inseam pockets, bust darts",--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 8",100% linen,--,Plain,--,--,Short,--,--,--,--,"39.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,della robbia blue, Day dress,AMINASE ,Part Two,https://www.zalando.co.uk/part-two-aminase-day-dress-della-robbia-blue-p2121c0e7-k11.html,Â£94.99
1656,P2121C0E7-K11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,"Inseam pockets, bust darts",--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 8",100% linen,--,Plain,--,--,Short,--,--,--,--,"39.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,AMINASE ,Part Two,https://www.zalando.co.uk/part-two-aminase-day-dress-della-robbia-blue-p2121c0e7-k11.html,Â£94.99
1657,P2121C0E7-K11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,"Inseam pockets, bust darts",--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 8",100% linen,--,Plain,--,--,Short,--,--,--,--,"39.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,cayenne, Day dress,AMINASE ,Part Two,https://www.zalando.co.uk/part-two-aminase-day-dress-della-robbia-blue-p2121c0e7-k11.html,Â£94.99
1658,P2121C0E7-K11,--,"14.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,"Inseam pockets, bust darts",--,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,Low-cut v-neck,"Our model is 5' 9""  tall and is wearing size 8",100% linen,--,Plain,--,--,Short,--,--,--,--,"39.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,deep lichen green, Day dress,AMINASE ,Part Two,https://www.zalando.co.uk/part-two-aminase-day-dress-della-robbia-blue-p2121c0e7-k11.html,Â£94.99
